timeStamp,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712074555.9764907,30,51,0.02783232421875,0.02004169921875,0.0276325927734375,0.0037535888671874997,0.0008452880859375,0.00145634765625,0.000402099609375,0.000528662109375
1712074556.9632585,54,51,0.0007132324218749999,0.001568408203125,0.0005266845703124999,0.0008259521484374999,0.0007793701171875,0.002389306640625,0.0011704833984375,0.0007143310546875
1712074557.981173,56,60,0.00217177734375,0.0011443359375,0.0014737060546875,0.001329345703125,0.001745068359375,0.0003271728515625,0.000722900390625,0.0011643310546875
1712074558.9974911,67,67,0.0011126953125,0.0020423583984374998,0.0021236572265625,0.001776708984375,0.0009468017578125,0.0015053466796875,0.0005345947265624999,0.0006317138671875
1712074559.9550385,83,63,0.003265576171875,0.0061811279296874995,0.00502119140625,0.00253916015625,0.00316494140625,0.002132666015625,0.0008402343749999999,0.000254443359375
1712074560.975602,53,57,0.057667236328124996,0.014391650390625,0.0012561767578125,0.001777587890625,0.0011515869140625,0.0005570068359375,0.0001461181640625,0.0001562255859375
1712074561.9652753,41,51,0.1693061279296875,0.123375146484375,0.0291990234375,0.023348803710937498,0.008180419921875,0.0048673828124999995,0.0009797607421875,0.0003131103515625
1712074562.9843547,41,48,0.33971572265625,0.006424365234375,0.0012867187499999999,0.00472236328125,0.0017804443359375,0.0029577392578125,0.0007547607421875,0.00027048339843749997
1712074563.9734266,37,41,0.028037109375,0.0029498291015625,0.0013111083984375,0.000292236328125,0.001817578125,0.000366064453125,0.0002232421875,0.0003078369140625
1712074564.9624968,51,43,0.30682529296875,0.020253955078125,0.0069717041015625,0.000725537109375,0.0041996337890625,0.004886279296875,0.00121640625,0.003903662109375
1712074565.9836936,57,44,0.2660319580078125,0.0283524169921875,0.0061367431640625,0.0098277099609375,0.001471728515625,0.0024541259765625,0.00187470703125,0.0023047119140625
1712074566.9718812,61,50,0.0056058837890625,0.0006451171875,0.001963037109375,0.00027861328125,0.000576123046875,0.0010001953125,0.0004269287109375,0.0002089599609375
1712074567.9603715,61,43,0.0519488525390625,0.0512132080078125,0.00524091796875,0.0022684570312499997,0.0065353271484375,0.0052246582031249995,0.0018569091796875,0.002105419921875
1712074568.981372,74,47,0.0019951171875,0.0010795166015624999,0.001705078125,0.001471728515625,0.004890673828125,0.0023827148437499997,0.001160595703125,0.0023737060546875
1712074569.9708526,66,44,0.21768046875,0.037195751953125,0.010346923828125,0.008483642578125,0.002163427734375,0.001588623046875,0.0022462646484375,0.0013172607421875
1712074570.9893498,64,44,0.0074632324218749995,0.0046751220703125,0.0080272705078125,0.0060062255859374995,0.0066783691406249995,0.005439111328125,0.002091796875,0.0014895263671875
1712074571.9790187,70,56,0.1044635009765625,0.0134923095703125,0.0020537841796875,0.009409570312499999,0.003357861328125,0.003611865234375,0.0010072265624999999,0.0008479248046875
1712074572.9689698,57,61,0.238114599609375,0.0173964111328125,0.0073368896484375,0.0071593505859375,0.0015576416015625,0.0036753662109375,0.0020621337890625,0.0017751708984375
1712074573.9900694,69,57,0.01487548828125,0.020048950195312498,0.0040752685546875,0.0022818603515624997,0.0014657958984375,0.0028465576171875,0.00173671875,0.00085166015625
1712074574.979828,53,57,0.0057658447265625,0.0124820068359375,0.0068108642578124995,0.007232080078125,0.0035769287109375,0.0012928710937499999,0.0019285400390625,0.001327587890625
1712074576.001237,48,67,0.0014108642578125,0.0022829589843749998,0.006574658203125,0.0034389404296874997,0.0022792236328125,0.0010329345703125,0.001449755859375,0.000848583984375
1712074577.9801927,17,54,0.017083740234375,0.0086508544921875,0.0030166259765625,0.001295947265625,0.0008782470703124999,0.0003517822265625,0.000364306640625,0.0004598876953125
1712074578.9720178,27,50,0.0061156494140624995,0.0075746337890625,0.0042862060546875,0.0013071533203125,0.0041187744140625,0.0018032958984374999,0.00263232421875,0.0014890869140624999
1712074579.964518,27,48,0.0024281982421875,0.0030746337890625,0.0058212158203125,0.00264462890625,0.001651025390625,0.00088505859375,0.00196171875,0.0016644287109375
1712074580.955516,34,56,0.1209919921875,0.013630517578125,0.00044824218749999996,0.00452197265625,0.0027863525390625,0.0006963134765625,0.0008971435546875,0.00031970214843749997
1712074581.9790184,44,56,0.16085434570312498,0.008798071289062499,0.0008167236328125,0.003878173828125,0.000404736328125,0.0012236572265625,0.0008413330078125,0.0013467041015625
1712074582.971522,29,40,0.088791064453125,0.02229609375,0.000242138671875,0.0010021728515625,0.00051416015625,0.0006782958984374999,0.0005732666015625,0.0003161865234375
1712074583.9630175,30,26,0.0184220947265625,0.002661767578125,0.0012706787109375,0.0002709228515625,0.0013260498046875,0.00040341796874999997,0.00056162109375,0.000478564453125
1712074584.9860187,43,26,0.411197607421875,0.034565624999999996,0.00511611328125,0.0087418212890625,0.006957421875,0.006909521484375,0.00894638671875,0.0101572998046875
1712074585.977516,43,21,0.0468544921875,0.0025134521484375,0.0006383056640625,0.000120849609375,0.00028388671875,0.000282568359375,0.000108544921875,0.0001746826171875
1712074586.969516,56,30,0.0676237060546875,0.008040673828124999,0.000886376953125,0.00078046875,0.0013075927734375,0.0010729248046875,0.0020083007812499998,0.0002665283203125
1712074587.9615164,47,23,0.0236023681640625,0.03192451171875,0.0021917724609375,0.003135498046875,0.002036865234375,0.0012566162109375,0.000783984375,0.0009828369140625
1712074589.0155158,29,16,0.03191748046875,0.0184796630859375,0.002294384765625,0.000250048828125,0.00027048339843749997,0.0005029541015625,0.0004640625,0.00037880859374999997
1712074589.9770205,21,17,0.0124464111328125,0.01135546875,0.001796484375,0.0019669921874999998,0.00088505859375,0.0006150146484375,0.00022807617187499998,0.0004392333984375
1712074591.9610198,20,44,0.06247265625,0.028814062499999998,0.00873193359375,0.0082382080078125,0.0025433349609375,0.001771875,0.0015769775390625,0.0017580322265625
1712074592.9828632,34,50,0.206837841796875,0.0092794921875,0.0005675537109375,0.002821728515625,0.002240771484375,0.0012232177734375,0.0013058349609375,0.0009498779296875
1712074593.973186,35,57,0.157051318359375,0.0175603271484375,0.0143439697265625,0.0009907470703125,0.002138818359375,0.0015185302734375,0.0012768310546875,0.001635205078125
1712074594.9630218,35,50,0.0128014892578125,0.013506591796875,0.003523095703125,0.0018722900390625,0.0010316162109375,0.001550390625,0.002680224609375,0.002884130859375
1712074596.9773374,37,54,0.0002436767578125,0.003816650390625,0.0015049072265624999,0.0009968994140624999,0.000719384765625,0.0007319091796875,0.0009536132812499999,0.0013089111328125
1712074598.0003364,56,38,0.008523193359375,0.0048583740234375,0.0004163818359375,0.0009169189453125,0.0048117919921875,0.002650341796875,0.0018806396484375,0.0017738525390625
1712074598.9613366,60,43,0.019554345703125,0.011311962890625,0.0045520751953125,0.0036485595703125,0.002351513671875,0.0021357421875,0.0012091552734375,0.001190478515625
1712074599.9838364,64,30,0.0436062744140625,0.0168802734375,0.002276806640625,0.0008701171875,0.0008294677734375,0.0013603271484374999,0.00058623046875,0.0010850097656249999
1712074600.9758368,56,24,0.09866337890625,0.0134698974609375,0.001290234375,0.002204296875,0.0003988037109375,0.0007681640625,0.0004640625,0.0007402587890625
1712074601.9683373,48,30,0.0591084228515625,0.0138284912109375,0.0049550537109375,0.0003394775390625,0.0051374267578125,0.0032662353515624997,0.000675439453125,0.001023486328125
1712074602.9913373,44,34,0.0062611083984375,0.0049594482421875,0.0026756103515624997,0.003158349609375,0.0025259765625,0.000731689453125,0.000731689453125,0.0005302001953125
1712074603.9828408,47,43,0.141416015625,0.00424072265625,0.001622900390625,0.0014732666015624999,0.00134033203125,0.000685107421875,0.001230029296875,0.000535693359375
1712074604.9748368,44,43,0.0022559326171875,0.0070244384765625,0.0005728271484375,0.0013361572265625,0.0015844482421875,0.0003183837890625,0.0001948974609375,0.00033156738281249997
1712074605.9983382,50,50,0.00737314453125,0.002969384765625,0.0004587890625,0.0023701904296875,0.0009270263671875,0.0015123779296875,0.00182021484375,0.001016455078125
1712074606.958838,38,51,0.05391826171875,0.015920068359375,0.006106640625,0.0070494873046875,0.0009859130859375,0.000654345703125,0.0015330322265625,0.0015281982421875
1712074607.9818373,37,51,0.01765107421875,0.0185627197265625,0.0047590576171875,0.00873896484375,0.00297158203125,0.0024791748046875,0.00132099609375,0.0014660156249999999
1712074608.9743376,41,63,0.0007925537109374999,0.00610576171875,0.003650537109375,0.003249755859375,0.001718701171875,0.000743994140625,0.00064951171875,0.000885498046875
1712074609.9658365,29,64,0.0275231689453125,0.007554638671875,0.0044542968749999995,0.0012120117187499999,0.0012399169921874999,0.0012179443359375,0.000944384765625,0.0016343261718749999
1712074610.9578366,44,64,0.0174469482421875,0.0013717529296875,0.0007681640625,0.0010327148437499999,0.00064951171875,0.0003557373046875,0.00022214355468749998,0.0001487548828125
1712074611.9813373,48,81,0.00038122558593749997,0.0004282470703125,0.0069659912109375,0.001113134765625,0.00051943359375,0.0009859130859375,0.00040078125,0.000429345703125
1712074612.972485,51,87,0.000671484375,0.00104501953125,0.001000634765625,0.0044479248046875,0.0024620361328125,0.000468017578125,0.0004080322265625,0.00023444824218749998
1712074613.9599864,48,100,0.001049853515625,0.0010342529296875,0.0057574951171875,0.0018388916015625,0.0015510498046874999,0.0005091064453125,0.0004396728515625,0.0003509033203125
1712074614.9787493,48,100,0.0002480712890625,0.0005622802734375,0.0024844482421875,0.00127177734375,0.000708837890625,0.0004642822265625,0.00040166015625,0.00030322265625
1712074615.9663663,47,94,0.046461621093749995,0.0059785400390625,0.0049220947265624995,0.0021284912109375,0.0008641845703125,0.0011340087890625,0.0013607666015625,0.0004897705078125
1712074616.9861345,61,84,0.0033831298828125,0.00404912109375,0.0018738281249999998,0.0026004638671875,0.0027971191406249997,0.0032686523437499997,0.002598046875,0.0018160400390624999
1712074617.9732525,74,70,0.0011797119140625,0.0026439697265624998,0.00141416015625,0.0014888671875,0.00099404296875,0.001330224609375,0.0006422607421875,0.000664892578125
1712074618.9952068,67,67,0.0007409179687499999,0.002427099609375,0.0033229248046875,0.002899072265625,0.0009441650390624999,0.0005723876953125,0.00040869140625,0.0007204833984375
1712074619.9549904,57,57,0.008502978515625,0.0050961181640625,0.0006980712890624999,0.0010865478515625,0.0008127685546875,0.000207421875,0.000322998046875,0.00045856933593749997
1712074622.9604907,40,44,0.042114111328125,0.0144208740234375,0.00341630859375,0.005694873046875,0.0032607421875,0.0022574707031249998,0.00244072265625,0.0015813720703125
1712074624.9749894,69,61,0.0010149169921875,0.0027134033203125,0.006626293945312499,0.00077783203125,0.0008982421875,0.0007820068359375,0.0008226562499999999,0.0006556640625
1712074625.9664905,69,66,0.0005607421874999999,0.000518115234375,0.002956640625,0.000334423828125,0.00270791015625,0.0007081787109375,0.0005310791015625,0.000635888671875
1712074626.9589214,69,74,0.001367138671875,0.003563525390625,0.00537978515625,0.0023381103515625,0.00394892578125,0.0010738037109375,0.001114453125,0.00087099609375
1712074627.98142,60,70,0.0019404052734375,0.0045257080078125,0.00085078125,0.0016341064453125,0.0014453613281249999,0.001263427734375,0.000451318359375,0.0007929931640625
1712074628.9734194,67,63,0.0068864501953125,0.0029271972656249997,0.0023662353515625,0.0011942138671875,0.001311328125,0.0011955322265625,0.001088525390625,0.001265625
1712074629.996918,70,63,0.0029713623046875,0.00423896484375,0.0090081298828125,0.002607275390625,0.0035747314453125,0.0036177978515625,0.0018017578125,0.0012454101562499999
1712074630.9574206,69,51,0.0714821044921875,0.014567431640625,0.00324140625,0.0009826171875,0.0050244873046875,0.00141416015625,0.000989208984375,0.0011058837890625
1712074632.97242,66,51,0.0011197265625,0.0031532958984374997,0.0010037109375,0.00176220703125,0.0006286376953125,0.0021320068359375,0.00075849609375,0.0010215087890625
1712074633.9954185,63,53,0.0023416259765625,0.0037074462890624997,0.00092548828125,0.0070042236328125,0.0012552978515625,0.00201796875,0.0014614013671875,0.0015009521484375
1712074634.9874187,64,54,0.0086451416015625,0.003427734375,0.000642041015625,0.0005165771484375,0.000922412109375,0.0003939697265625,0.0003100341796875,0.000180615234375
1712074635.9794195,75,60,0.0124204833984375,0.002385791015625,0.002693408203125,0.0018494384765624999,0.0012948486328125,0.0013405517578125,0.0009459228515625,0.00068291015625
1712074636.9714186,64,66,0.00207685546875,0.003146484375,0.000989208984375,0.0048067382812499995,0.001434814453125,0.00116982421875,0.00068291015625,0.0013493408203124999
1712074637.963419,60,63,0.0266288818359375,0.009027685546874999,0.0074608154296875,0.0015303955078124999,0.00091669921875,0.00167431640625,0.0019430419921874999,0.00164267578125
1712074638.9554205,67,60,0.0520358642578125,0.025969482421875,0.0012926513671875,0.0054872314453125,0.011423364257812499,0.0075814453125,0.002504443359375,0.0014732666015624999
1712074639.9784212,50,50,0.09233942871093749,0.07221796875,0.0133119140625,0.0073388671875,0.0038296142578125,0.0020735595703125,0.0017931884765625,0.00258837890625
1712074640.970422,30,41,0.096162890625,0.039052880859375,0.0116233154296875,0.002948291015625,0.0015998291015625,0.000999755859375,0.0004677978515625,0.000629296875
1712074642.9544196,17,47,0.0045685546874999995,0.00514775390625,0.0070989257812499994,0.0050767822265625,0.0030627685546875,0.002703076171875,0.0027826171874999997,0.0019230468749999998
1712074643.9774187,24,51,0.05418720703125,0.030041674804687498,0.010386035156249999,0.0052002685546875,0.0028522705078125,0.0018349365234374998,0.001795166015625,0.000919775390625
1712074644.9694214,38,56,0.013211279296875,0.0111603515625,0.010838671874999999,0.00216474609375,0.0039816650390625,0.0018305419921875,0.0023570068359375,0.0019311767578125
