timeStamp,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711218783.821565,30,44,0.43332978515625,0.01387001953125,0.00437783203125,0.001619384765625,0.0024198486328125,0.001239697265625,0.0018140625,0.00063369140625
1711218784.826261,47,43,0.1516902099609375,0.042829541015625,0.00449208984375,0.008132080078125,0.0037817138671875,0.011612548828125,0.0027496582031249998,0.004604150390625
1711218785.8107185,64,57,0.0051985107421875,0.00346728515625,0.0065179687499999995,0.000668408203125,0.00154775390625,0.0026663818359375,0.0030208007812499997,0.0009505371093749999
1711218787.824109,77,63,0.038086083984375,0.013076806640624999,0.00185888671875,0.0039148681640625,0.0010272216796875,0.001619384765625,0.000854736328125,0.001037109375
1711218788.830962,84,77,0.0079716796875,0.00029794921875,0.0004919677734375,0.0013374755859375,0.0006954345703125,0.001578076171875,0.00148095703125,0.000980859375
1711218789.8187222,88,77,0.0009881103515625,0.0001285400390625,0.0009384521484375,0.0004884521484375,0.00032167968749999997,0.0011019287109375,0.0004141845703125,0.0008184814453125
1711218790.8150842,94,80,0.0171437255859375,0.001304736328125,0.0002331298828125,0.0011318115234374999,0.00072685546875,0.0007703613281249999,0.00024060058593749998,0.000235107421875
1711218791.8058472,84,69,0.24239091796874998,0.04507822265625,0.0021427734375,0.0043828857421875,0.0025224609374999997,0.0031207763671875,0.0010918212890625,0.000715869140625
1711218792.8224475,43,51,0.0193392333984375,0.2486168701171875,0.023508544921875,0.0156939697265625,0.0063041748046875,0.0064522705078125,0.00899296875,0.0075359619140625
1711218793.8338804,20,48,0.0729402099609375,0.0241154296875,0.013941430664062499,0.005867578125,0.00282216796875,0.005605224609375,0.007067724609375,0.0057256347656249994
1711218794.804616,20,53,0.0013335205078124999,0.0036806396484374997,0.0033257812499999997,0.004068896484375,0.002191552734375,0.002716259765625,0.0077222900390624995,0.0014381103515624999
1711218795.8243325,43,69,0.0039708984375,0.0017698974609374999,0.0005240478515625,0.002311962890625,0.001288037109375,0.0014534912109375,0.0009758056640624999,0.000680712890625
1711218796.816061,48,77,0.1930994384765625,0.056091357421875,0.0118404052734375,0.0059846923828125,0.0038559814453125,0.0025494873046875,0.0049493408203125,0.0057003662109375
1711218797.8159811,40,74,0.2337492919921875,0.0457833251953125,0.014416259765625,0.009001318359375,0.0024033691406249997,0.0048355224609375,0.0020513671875,0.0020401611328125
1711218798.8028846,14,47,0.21813771972656248,0.0534645263671875,0.0021302490234375,0.00118125,0.0016099365234375,0.001596533203125,0.001744189453125,0.0015800537109375
1711218799.8245122,1,41,0.169220654296875,0.0337025390625,0.0061013671875,0.0075460693359375,0.0035165039062499998,0.004652490234375,0.00195556640625,0.0016215820312499999
1711218800.8261893,8,47,0.09542153320312499,0.007112329101562499,0.002586181640625,0.0016842041015624999,0.001895361328125,0.0006418212890625,0.0004862548828125,0.0006591796874999999
1711218801.7912748,8,43,0.5801058105468749,0.104798583984375,0.011835351562499999,0.028005249023437498,0.0123216064453125,0.011008300781249999,0.0037219482421874998,0.0133435546875
1711218802.809751,17,54,0.086162255859375,0.016353369140625,0.002608154296875,0.00118388671875,0.0026009033203125,0.0014517333984375,0.002764599609375,0.0008259521484374999
1711218803.8284855,13,60,0.12149648437499999,0.010876904296875,0.0034971679687499997,0.0051655517578125,0.0008909912109374999,0.0011638916015625,0.00196962890625,0.0021335449218749998
1711218804.8179748,20,60,0.09477729492187499,0.0278901123046875,0.007430712890625,0.006550048828125,0.0032517333984374997,0.0039752929687499996,0.0057236572265625,0.0015510498046874999
1711218805.8075988,21,74,0.11904257812499999,0.0198720703125,0.0220939453125,0.0107630859375,0.00202763671875,0.0048148681640625,0.0010891845703125,0.0024813720703125
1711218806.815857,20,84,0.2441986083984375,0.018589746093749998,0.011875341796875,0.003004541015625,0.003545068359375,0.002218359375,0.002005224609375,0.0018281249999999999
1711218807.8126972,38,81,0.0568320556640625,0.009999755859374999,0.0056583984375,0.001016455078125,0.0012465087890625,0.004888037109375,0.002182763671875,0.0010738037109375
1711218808.8224404,43,88,0.4180198974609375,0.014762548828125,0.011513232421875,0.0031289062499999997,0.0018635009765624998,0.0043762939453125,0.0036129638671875,0.002579150390625
