timeStamp,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711932091.8821502,47,40,0.0124969482421875,0.0015328124999999999,0.00177802734375,0.000698291015625,0.00101953125,0.00051064453125,0.0005646972656249999,0.000834521484375
1711932092.8728938,57,40,0.0071114501953125,0.00276767578125,0.0043861816406249995,0.00125859375,0.003404443359375,0.0016499267578125,0.0008540771484375,0.0007481689453125
1711932093.8925953,51,24,0.0538617919921875,0.0195352294921875,0.002042578125,0.00298037109375,0.004751806640625,0.001485791015625,0.0020874023437499997,0.0011232421875
1711932094.883032,60,24,0.00283623046875,0.004841455078125,0.0026835205078125,0.00285380859375,0.0016294921874999999,0.0014983154296875,0.0018845947265625,0.002594970703125
1711932095.8731706,70,20,0.0017817626953125,0.0033844482421875,0.00284853515625,0.0015963134765625,0.002510595703125,0.00195205078125,0.001181689453125,0.0014152587890625
1711932096.862955,74,21,0.007413793945312499,0.0025954101562499997,0.004216552734375,0.00141943359375,0.00182109375,0.00198193359375,0.0009305419921875,0.0018635009765624998
1711932097.8825762,100,34,0.003691845703125,0.0038228027343749998,0.002464013671875,0.0020937744140625,0.0015110595703125,0.0029542236328125,0.001927001953125,0.000935595703125
1711932098.8709855,100,37,0.004425732421875,0.0027437255859374997,0.0056287353515625,0.001822412109375,0.0022229736328125,0.0030078369140625,0.0012673828125,0.0007330078124999999
1711932099.859692,100,23,0.0005488769531249999,0.0024488525390625,0.000356396484375,0.0010496337890625,0.0037302978515625,0.00257255859375,0.0016026855468749999,0.0013379150390625
1711932100.8790646,100,23,0.0025699218749999997,0.0011513671875,0.0028065673828125,0.0022748291015625,0.0042730224609374996,0.001059521484375,0.001177734375,0.0012381591796874999
1711932101.8683958,80,20,0.1052782470703125,0.01125087890625,0.0052732177734375,0.0018446044921874999,0.0055483154296875,0.0011581787109375,0.00406845703125,0.0025962890625
1711932102.8608985,75,23,0.002253955078125,0.0015295166015625,0.002984765625,0.0075774902343749995,0.002429736328125,0.0040954833984375,0.0017558349609374999,0.00195556640625
1711932103.883329,54,47,0.0045228515625,0.006552685546875,0.003350830078125,0.013116796875,0.001852294921875,0.003345556640625,0.0017013427734375,0.0013642822265625
1711932104.8753266,69,35,0.0040822998046875,0.0020718017578125,0.00111884765625,0.001456787109375,0.0056041259765625,0.0021032226562499997,0.0008241943359375,0.0009652587890625
1711932105.867327,83,50,0.000527783203125,0.0021803466796875,0.00257255859375,0.0045116455078125,0.001063037109375,0.001579833984375,0.0014255859375,0.0021236572265625
1711932106.8891454,84,29,0.0009314208984374999,0.0025734374999999998,0.001460302734375,0.001409326171875,0.00790400390625,0.0021157470703125,0.0024514892578125,0.0018406494140625
1711932107.879015,84,26,0.0026307861328125,0.00495439453125,0.0046557861328125,0.0042563232421875,0.0025253173828125,0.0021240966796875,0.0011370849609375,0.00069873046875
1711932108.8990116,78,43,0.021749853515625,0.002541357421875,0.0074671875,0.003446630859375,0.0013783447265625,0.0034958496093749998,0.001095556640625,0.0008343017578125
1711932109.8591444,77,23,0.1410541259765625,0.014448779296875,0.0037957763671875,0.0010951171875,0.0009428466796875,0.0029485107421875,0.0012374999999999999,0.0015941162109375
1711932110.8781614,63,34,0.0332422119140625,0.0056500488281249995,0.0033541259765625,0.0042172119140624995,0.0061655273437499995,0.00224384765625,0.0017004638671875,0.00061171875
