,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711932448.4746294,40,34,52453,78317,66830,7629,31362,9479,8259,11815
1711932449.495037,61,14,27965,108574,5058,18033,71806,20560,8800,13666
1711932450.48607,64,24,30431,19700,155903,29466,45621,15001,4311,8974
1711932451.4780693,61,27,427133,53758,70962,16888,13141,7535,8505,4445
1711932452.5005226,69,35,27703,30956,42339,35316,58612,9889,4569,6146
1711932453.4901695,70,50,447386,59530,41608,17914,28576,25850,14794,9915
1711932454.5122159,80,41,6688,32272,51503,27452,29402,12726,5953,5469
1711932456.491562,51,26,497411,61933,81549,23532,41849,6024,5696,12727
1711932457.4835627,50,27,169529,14850,12507,6870,9893,6235,2061,1888
1711932458.5065653,41,23,88835,27454,17006,6414,3634,2955,2009,1061
1711932459.4985619,74,40,82401,21273,76572,36554,77634,14922,7536,5839
1711932460.4905622,77,20,503970,470038,29536,29276,20632,23369,16825,9252
1711932461.5114481,53,8,525889,65288,11842,3201,6946,3099,1198,582
1711932462.5002387,60,4,119536,17471,1530,8157,2769,2545,312,309
1711932463.4899397,69,1,749933,57274,12488,27245,29546,23917,5418,7176
1711932464.5103767,80,17,345309,40171,83017,19013,16031,12185,6598,10061
1711932465.5004957,93,37,28058,37348,51362,20331,9673,12323,9481,4907
1711932466.490695,97,48,13872,19261,77524,10126,20692,15357,7989,2833
1711932467.480912,77,63,127237,42885,92495,25441,23540,7777,3768,3754
1711932469.4909048,83,50,43930,11064,37707,26870,24230,8653,3054,4147
1711932470.4794593,83,38,38930,56544,18710,19690,17548,13872,6329,4646
1711932471.5012708,77,24,80481,45044,13566,8169,6213,2049,843,820
1711932472.4896247,66,17,1519622,186820,25179,15164,49263,13910,9533,9421
1711932473.509563,67,14,159787,15421,25831,396,4906,5705,4684,3776
1711932474.50015,70,1,540993,94600,6664,10903,20566,18760,11484,7238
1711932475.4896555,88,1,115005,146438,38991,20137,15359,19618,15174,7519
1711932476.4796069,96,10,283754,24067,6708,7642,7484,4459,2343,1022
1711932477.5308871,94,8,63092,42596,61075,17963,37212,13514,7620,5409
1711932478.4896407,83,29,45885,32456,56813,16086,18640,9040,7018,5337
1711932479.4794137,66,40,14581,101751,45014,66236,15655,6594,5770,2538
1711932480.5004377,43,40,59908,33340,15819,2146,6409,1395,1174,1003
1711932481.4881516,14,40,94275,33993,15414,19148,5919,1270,1109,1228
1711932482.476924,23,35,471359,48984,38505,17216,14100,15066,7463,10324
1711932483.4988334,44,16,235195,138282,20498,9309,60296,21898,13914,14242
1711932484.4884112,67,17,141854,110113,71731,8953,44900,23597,10573,16896
1711932485.4791431,96,17,137106,9946,5119,7298,2640,2336,3507,1394
1711932486.499642,80,30,632505,30236,101264,60354,18604,8383,8349,15779
1711932487.4901454,75,38,114532,8857,2264,1199,1522,1115,921,594
1711932488.5106497,80,50,170513,8158,21490,13241,10439,7170,1870,2310
1711932489.5006483,67,50,94925,17957,24427,3310,9391,2506,5035,1761
1711932490.5206704,75,27,140175,242725,60972,20226,17605,24385,7195,4271
1711932491.4802566,67,43,676061,31268,162034,44518,78955,14213,10976,7751
1711932492.4705238,63,37,47885,17155,8820,6790,2011,3908,4121,2178
1711932493.4894662,66,38,119455,20222,29055,2150,6452,3202,1740,5834
1711932494.4795508,69,54,83654,2350,21604,3747,12808,2693,1546,3808
1711932496.4901803,70,48,89671,198371,117260,48810,7102,25418,21624,12525
1711932497.480383,70,38,455218,186599,59010,41457,37926,16592,24864,19489
1711932499.4891944,70,16,338337,111155,14717,34638,21407,21785,13280,5498
1711932500.4786663,63,13,430094,60003,29703,3378,8241,3518,2592,2270
1711932501.4989266,60,14,266678,35930,21645,2474,8944,3274,3063,2130
1711932502.48809,69,26,122961,7891,16495,946,3408,4239,5461,1387
1711932503.5087051,51,35,56022,17560,11987,13237,10497,1650,1148,1600
1711932504.498051,54,44,1490132,70147,140304,26753,47342,11582,12182,11930
1711932506.4764562,44,48,476247,249266,83548,28013,23498,19228,13722,11667
1711932507.4976463,66,43,473049,36871,33600,6724,19979,13068,10117,10077
