,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711230944.7853029,30,30,298673,126288,9157,6381,3026,4253,5566,4296
1711230945.788223,41,27,15724,14423,2543,3708,15836,13158,6666,17867
1711230946.761391,50,35,3806,3210,1056,1691,3776,2443,4746,1600
1711230947.7870777,60,43,3670,21092,2276,11468,7887,17896,9585,4126
1711230948.7993846,78,66,21296,6320,1062,9683,6455,9770,14930,9475
1711230949.7700918,70,84,13791,19250,8282,5924,2893,8671,5235,5896
1711230950.7738845,74,78,1987,20753,2697,4823,6904,12300,4484,7176
1711230951.769995,66,93,5364,11986,24018,7552,14794,8646,7982,8841
1711230952.76597,60,93,8689,9719,3196,7160,7204,3225,13738,12066
1711230953.767701,57,100,35679,11615,16801,13373,8951,10009,10737,10272
1711230954.7657225,56,100,9461,6190,2710,3860,3804,3659,5235,7550
1711230955.7782068,53,97,16453,20106,8496,2277,3750,3687,1315,961
1711230956.7880082,44,88,136497,4527,736,1121,1231,314,238,370
1711230957.8074088,43,81,45085,32317,14260,14573,7101,12742,11067,4391
1711230958.7709873,43,93,12610,1791,8769,9814,5823,5473,8505,4944
1711230959.7733955,38,84,83007,25337,3451,4710,1970,1674,2492,2130
1711230962.7701943,67,51,18798,8833,3058,7929,2928,14281,9354,5388
1711230963.7655303,81,53,40767,8311,2993,2474,3798,4643,6189,5647
1711230964.7763243,77,61,5025,10109,8496,2378,3983,8629,6485,5710
1711230965.7655723,69,75,6350,13431,12466,13611,5075,7642,3717,2588
1711230966.7688246,66,83,3187,5823,10410,4745,4460,9676,7222,9733
1711230967.7874563,69,91,32210,9770,5185,14604,4621,16719,8254,4985
1711230969.7717402,56,97,6365,33643,16247,6585,2177,6007,7062,2488
1711230970.7746427,53,70,33635,13460,990,2324,7879,5625,4273,2694
1711230971.7860022,50,70,20326,4762,5270,7799,8313,5805,5375,2623
1711230972.751963,54,48,23792,29792,4171,9959,13196,8130,5637,4821
1711230973.778017,57,50,33901,9367,3234,8795,7095,3793,5409,7715
1711230974.7904878,56,69,14714,6816,6191,3573,5492,3766,12412,5576
1711230975.7606661,53,66,8416,24269,8540,11029,8339,9943,13718,2920
1711230976.7788932,50,78,3078,6810,3686,8462,6009,2662,4993,4881
1711230977.7690089,44,74,10069,30970,4547,11650,5047,3863,6516,4631
1711230978.7928238,44,53,14291,22514,1539,2854,6289,5047,6872,2722
1711230979.7895753,37,30,32302,39001,2686,755,2368,2241,1215,745
1711230981.7659261,51,26,8888,12998,4511,4231,6049,4243,6653,5541
1711230982.7696743,50,51,18366,16560,9835,16809,7420,5939,5706,5440
1711230983.774245,56,84,2659,7788,7950,8000,3844,3576,10873,4817
1711230984.7689247,57,81,7640,2363,4511,4880,15078,8483,4590,4382
1711230986.7986937,60,80,45614,23376,15104,6593,7171,6162,3337,4867
1711230987.7875586,64,70,9440,8675,7860,3746,7931,5421,4332,4858
1711230988.7909167,60,69,30985,11663,1794,7595,9585,8008,5448,5046
1711230989.7717233,60,66,2003,7768,4485,4275,6652,4669,6682,6624
1711230990.7744198,70,54,7443,5997,2821,4219,13644,10907,6729,4937
1711230991.7781572,78,53,4397,2135,2762,4538,6837,7409,3758,7930
1711230992.7824953,69,56,9797,33386,3637,14692,2527,6031,8445,3660
1711230993.776098,75,60,36645,3379,9801,3711,9349,9590,6080,4975
1711230994.7725697,69,57,7108,9164,2324,2000,7597,5950,2036,3455
1711230995.7762735,54,48,1078568,234620,829,60592,10053,22143,7076,12891
1711230996.7717917,60,57,3617,3712,7517,2069,2875,3776,1953,2655
1711230997.767167,54,41,32724,41789,6494,4583,4724,12280,24142,11410
1711230998.7770357,44,37,199256,31888,2783,2588,5659,3301,8416,1137
1711230999.7828991,57,47,26338,10188,8437,3961,6570,13099,4265,7047
1711231001.777367,47,37,613144,72316,26571,17930,1586,8894,9341,11597
1711231002.7692795,53,34,534191,29909,2588,2448,6821,8514,14154,13636
1711231003.7723017,41,41,79363,56093,47062,14778,18703,11167,8660,13606
1711231004.7693756,48,54,16098,13058,6594,9589,8602,12858,6444,9611
1711231005.7727437,51,57,9332,18042,11318,11858,9902,5703,9398,11659
1711231006.768571,53,63,147043,17238,950,3163,5721,5707,1891,2796
1711231007.7800562,61,66,8574,5242,11730,3313,3241,7113,3902,5910
1711231008.7832186,61,74,7567,7615,5715,9479,2314,7772,8965,8981
1711231009.7801185,67,56,3330,11637,1267,5190,14981,7419,5444,11075
1711231010.7812672,64,66,33227,12419,4774,609,736,2885,2610,2800
1711231011.7686427,60,57,8034,14635,10558,4124,10092,4786,6802,9374
1711231012.7887568,61,54,9795,6210,4435,6835,5176,8025,9109,4996
1711231014.7640493,61,66,6815,30245,13183,13235,10454,16907,9310,9283
1711231015.7768114,61,66,269862,36736,31822,3410,4073,9332,5690,5157
1711231016.7815623,57,78,936722,33388,67680,4704,11798,10992,7245,4045
1711231017.7753634,50,63,1284465,36146,957,8606,12073,5527,2328,4591
1711231018.763633,44,66,2302112,152654,54782,57322,29406,34579,24187,21299
1711231019.791015,35,54,265978,110409,12384,7085,4167,7734,3700,5179
1711231021.7743332,29,26,35238,29476,4133,1166,3101,5537,7469,2208
1711231022.7700021,41,17,21728,13074,4429,5238,8356,15431,5071,15042
