,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711215340.465103,38,40,47197,8263,1054,2044,1830,1472,522,277
1711215342.424326,26,66,311083,26098,14099,1987,3842,4113,954,955
1711215343.4506009,24,67,140719,30995,7277,7773,13364,5982,2758,5246
1711215344.462587,27,78,211287,33883,7926,16675,4075,9192,6413,1850
1711215345.4609983,34,70,117755,47073,24890,17783,17309,8482,6107,4971
1711215346.4625962,48,66,84873,33051,11715,15796,30454,20250,8918,4938
1711215347.451144,47,69,1409471,87267,5367,35673,18389,15007,7443,3691
1711215348.4670541,35,57,179023,63102,9552,8683,6691,4860,1875,905
1711215349.4656067,27,50,64443,100530,35379,5227,9076,10112,7987,3207
1711215350.4372926,24,54,26676,28344,15472,10776,8761,13227,3648,4776
1711215351.4637697,10,30,75960,14779,536,319,1316,602,388,102
1711215352.452833,20,38,76430,31632,10999,3196,4779,6645,2059,2189
1711215353.4251308,35,44,15654,16075,11716,1532,7821,6166,3208,3959
1711215354.450904,17,38,43301,11657,4075,225,3965,1046,859,930
1711215355.4476135,34,69,8710,20328,8651,12857,10666,4185,8942,2820
1711215356.4504993,47,75,9201,3863,5751,4982,11313,6117,2145,4663
1711215357.4481206,50,67,15296,19935,8020,4185,23102,8661,2946,2957
1711215358.4751742,61,74,15059,23688,5399,9413,3725,6992,3577,5187
1711215360.4508958,47,54,339354,47942,4341,4223,7782,4194,2702,1410
1711215361.4445417,44,53,28406,58821,9526,9203,13259,19264,8109,5515
1711215362.4479961,23,67,7384,19780,42737,12756,10070,2630,3276,2416
1711215363.452715,21,57,227021,32317,939,7700,4648,5568,1538,1268
1711215364.447957,16,77,85833,21083,18370,5200,5898,2210,847,1826
1711215365.4834087,13,70,30004,58958,6543,5972,13472,13899,3724,3049
1711215366.4235744,13,43,178038,29221,3058,1622,2779,678,790,244
1711215367.4716897,1,44,175032,45191,7941,4740,3790,1840,2432,3103
1711215368.460205,11,50,13212,4541,5623,3027,2267,1136,1609,507
1711215369.4505699,7,60,237028,17613,5249,2278,1380,2449,945,1005
1711215370.4530303,35,64,6346,7585,1002,2311,4026,3052,974,480
1711215371.4391432,44,64,354872,25493,5837,2675,3637,2779,1334,423
1711215372.4508977,34,41,44930,19210,1373,2194,3275,738,732,1503
1711215373.4557025,38,50,47034,5723,612,6145,2519,1954,712,1161
1711215374.4368973,35,56,22833,19676,12595,2749,11439,6601,7289,6245
1711215375.4399626,44,67,15520,33042,11062,28889,12796,14605,3200,7468
1711215376.4663825,63,78,16311,31188,3204,14538,12824,7577,5250,3088
1711215377.4496114,56,77,54936,16957,11448,2315,4501,2577,1961,1855
1711215378.448837,50,81,30219,41664,44521,7139,24816,9733,11026,3327
1711215379.4600983,41,70,8710,31617,5451,6240,6001,4024,3418,3720
1711215380.4579527,24,75,73874,30088,12223,3286,1662,1548,1420,461
1711215381.4447618,35,74,74233,41395,18650,14609,11269,16017,5126,4408
1711215382.4493365,21,63,13425,31807,6707,5501,7366,1187,3686,2189
1711215383.4522438,23,81,24851,8172,16107,3614,3266,3247,5066,2343
1711215384.4464183,40,93,28709,12717,15534,9591,4460,6462,6673,3600
1711215385.4519846,23,93,204431,15670,7869,3456,3735,1335,3082,1168
1711215386.4463065,53,90,3875,3018,300,869,881,1912,1784,447
1711215387.442867,66,80,22111,8664,2149,11568,9390,8123,4086,3212
1711215388.4625635,60,66,244060,36279,2760,13037,3633,4434,2329,1012
1711215389.4575162,63,75,604626,51779,69799,14591,13548,9558,4911,5649
1711215390.436948,37,77,25198,36191,6045,3788,3577,1592,761,1433
1711215391.4658496,30,75,15221,17049,11297,7045,9789,8942,6097,4554
1711215392.450401,30,80,237534,14021,7322,4858,5723,2196,570,632
1711215393.4644802,38,70,456775,32726,11255,18860,13442,8112,10292,5172
1711215395.4540732,29,84,74572,40647,22510,36193,14462,7017,6807,3601
1711215396.442085,24,78,256887,51722,12768,5990,3842,3656,1781,1543
1711215398.4500055,50,70,4248,4208,3756,3777,6642,7537,6262,3676
1711215399.4461143,61,64,17145,23958,12852,7655,2959,8686,2609,1686
1711215400.4575245,57,47,245151,30020,897,1519,2241,1305,1027,802
1711215401.4528153,69,53,5346,24976,11779,16678,12570,17990,15800,4672
1711215404.4386766,63,88,25813,13629,1591,8690,7518,3012,9839,12906
1711215405.4428167,43,74,383294,359662,39950,16484,25399,22318,22479,9360
1711215406.44744,26,66,1615867,135548,37814,44898,35453,24447,14325,11575
1711215408.4533362,21,61,702519,134064,68810,39019,16057,8005,11360,9874
1711215409.4570112,20,77,30612,33911,15148,4019,3236,2213,1322,1645
1711215410.456353,29,83,196198,5149,1670,6659,2430,3357,1078,1172
1711215411.4362314,30,83,116428,15148,4834,2307,3858,2859,320,818
1711215412.425729,30,80,326157,65413,39183,3572,9441,3765,4381,2292
1711215413.455757,37,84,142309,27566,17300,11095,8718,3690,2026,1868
1711215415.4233186,43,54,67252,19311,12215,5356,11395,15526,7482,6126
1711215416.4504023,70,47,7432,4955,1333,2397,4356,4485,3797,2677
1711215418.4581952,87,75,12473,2001,3252,3219,5404,2510,943,1843
1711215419.4220715,70,78,17532,25707,5033,16493,11098,4758,8266,5955
1711215420.4400098,74,80,4156,4651,1613,2946,4229,5220,1769,5270
1711215422.4613616,69,63,32139,16540,3536,3002,3527,3774,3412,1657
1711215423.4594262,80,61,120598,12672,6578,1723,3064,5190,1906,1860
1711215424.444822,41,69,27288,41400,24564,4669,2178,1145,3132,1019
1711215426.4314327,34,56,330971,31687,610,6168,5125,5766,1699,2602
1711215428.4472578,30,53,64572,12306,18577,5403,2450,1152,1462,1295
1711215429.4642634,44,69,29757,4150,14962,1667,8880,5562,6671,3025
1711215430.4520214,63,54,24750,7821,718,508,15210,9178,4839,9852
1711215431.4485295,51,67,179787,42301,12940,8245,3021,2281,2550,1803
1711215432.4375901,60,60,131970,55379,34683,19827,15576,8978,6583,9442
1711215433.4480193,54,50,19974,57757,22397,16037,29599,15566,6927,7194
1711215434.4355187,37,61,108672,8071,519,509,1798,1309,971,442
1711215435.463061,48,66,15040,7474,4997,6009,5532,2045,3069,2218
1711215436.459381,50,53,209229,150218,12383,25230,26262,17164,5647,5383
1711215438.4523666,41,75,17625,14851,5453,1578,2856,2891,1063,2043
1711215439.4378636,51,56,27725,27846,4282,1794,6502,9838,3205,5315
1711215440.4417875,54,63,231139,19744,4676,4210,2805,3987,1151,1432
1711215441.4527519,64,60,255265,7744,1381,7375,1803,3650,1726,2661
1711215442.4560761,61,69,61267,2404,2833,935,1185,696,997,998
