,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711932858.9269898,44,47,15600,11179,10654,5293,7136,2837,2117,546
1711932859.916148,51,37,37523,35169,14951,7036,10866,7558,17464,5115
1711932860.9369235,51,20,233546,44864,12940,7871,24628,4078,7482,5461
1711932861.928148,35,1,1239696,1064065,78191,46964,7995,9589,11497,17322
1711932862.9181402,38,1,1017438,174519,6163,12869,27241,26866,11851,16897
1711932863.9381633,27,1,100353,12910,6086,6681,1554,1031,1472,1783
1711932864.9286525,44,20,1393,11568,11836,4520,9931,10673,3366,3157
1711932865.9175222,64,23,70811,23441,801,2707,5946,2303,1027,1236
1711932866.907163,67,61,12661,9381,15169,18167,8364,8386,9716,3008
1711932867.9286463,83,57,31456,38105,19200,22962,15609,19370,10882,10541
1711932868.919163,64,51,41865,24390,8296,2204,6897,1740,1461,1627
1711932869.90918,78,78,7396,10663,17853,4207,6873,12331,5022,2759
1711932870.9301984,66,80,12295,14058,19702,16857,5565,2419,1675,2213
1711932871.9183805,63,87,679,7201,11706,4123,5584,4371,952,1975
1711932872.908447,66,94,5397,19692,11912,8545,11472,2703,1601,743
1711932873.9301012,48,100,50646,16754,26033,5559,2991,1971,357,666
1711932875.940182,30,56,940101,91308,25272,8458,5538,3538,4178,4989
1711932876.9305131,38,70,598,4028,15966,4789,6645,3540,1577,1062
1711932877.9204931,43,70,3017,2689,29181,10429,12336,3172,2515,1835
1711932878.9089165,51,83,2689,10046,4605,3193,13603,3240,3333,1302
1711932879.9297574,64,84,2011,13659,6720,6687,13308,2856,5933,1501
1711932880.9194455,66,80,8516,6898,7752,17963,9213,6310,3425,3770
1711932881.9076576,74,69,3136,5370,5150,7614,4749,2764,1755,1628
1711932882.9276502,63,93,117377,6805,22338,13925,12115,2299,3829,1650
1711932883.9181528,61,100,53113,24737,2888,29271,4117,4645,7341,3682
1711932884.9079642,48,84,32847,23644,4240,5308,4942,1553,1707,1647
1711932885.928455,41,80,90828,41230,11149,22560,7399,4734,11811,4334
1711932886.9494133,37,41,101465,42955,2317,1934,2933,1405,1822,2584
1711932887.9086483,30,35,93150,13792,5369,4802,2929,1298,2090,717
1711932888.929896,34,50,31242,31939,37120,11471,6424,3607,5319,4567
1711932889.9209404,29,50,87473,12816,9961,2624,5699,1105,879,768
1711932890.9417143,35,64,61353,49908,5122,10972,4124,3492,7738,2062
1711932891.9011621,34,66,56436,43409,29958,7753,9888,4071,9457,7482
1711932892.9214265,41,48,513948,72123,15257,10097,9901,11433,9936,10807
1711932893.9106443,50,57,49918,18402,46779,4459,14695,7577,4787,1580
1711932894.9279084,61,77,4126,7406,4240,16857,5924,6068,9670,6567
1711932895.918151,63,53,153673,35112,2479,2188,4705,2077,1313,1735
1711932896.9061852,64,64,10782,9185,7136,10607,14779,4137,5244,4436
1711932897.9261875,66,56,29054,13686,13447,14616,18562,5158,5643,7187
1711932898.9146905,63,57,2708,18656,36962,9834,4496,9765,6884,6316
1711932899.9049604,61,96,19607,9744,11840,33907,3883,2385,2667,1477
1711932900.9259079,67,80,1795,9318,3492,795,11390,5624,1852,1220
1711932901.9156442,67,84,4185,7368,5969,24295,9327,4368,4389,1753
1711932902.9061081,70,70,1144,3885,3861,6510,11440,3566,6580,2625
1711932903.926875,75,51,134049,17933,9508,2626,797,1691,1453,269
1711932904.9172227,66,77,6852,8274,23603,18006,14384,8101,8128,3344
1711932906.9254603,57,77,3152,17901,10089,10978,9478,4368,3787,3133
1711932907.9149559,64,77,15793,44271,11889,25142,9385,9138,4857,4279
1711932908.9046347,63,56,11713,3905,1151,103,471,710,1131,146
1711932909.9269145,60,24,92340,76533,2513,1091,13724,4610,5232,10133
1711932910.9154034,60,43,118879,4157,29175,3589,2090,4559,1163,2776
1711932911.9061067,54,43,100581,117658,30424,44414,41898,11893,7454,4842
1711932912.9265344,51,50,280045,163429,3206,56968,12598,21506,10820,12240
1711932913.9168649,54,66,262798,99068,14685,12762,8760,11325,7757,4422
1711932914.9379156,51,48,109471,67884,27096,9438,11073,8727,4193,5054
1711932916.9185183,57,43,834020,198104,65858,9003,31549,31682,19514,8280
1711932917.9091685,64,51,564894,74032,52982,14445,22491,30279,15483,13851
1711932918.9296668,64,51,359274,40441,20969,2641,6115,6089,5717,8081
1711932919.9204326,69,54,95995,8956,3235,2210,2358,2789,1036,964
1711932920.9089234,77,54,24540,8881,1268,4187,3560,3967,2363,1526
1711932921.9301982,75,64,9621,10065,16326,15333,5479,6757,10330,2328
1711932922.9204638,83,75,15939,7905,11878,11411,3466,7179,3944,5033
1711932923.9100726,75,64,343489,111809,11725,7517,8803,7467,5887,2865
1711932924.9299188,63,77,30882,7105,3092,5746,1413,1294,1897,870
1711932926.9101796,51,47,2703,22369,3172,10013,17665,10027,7548,5375
1711932927.9304714,53,51,108919,21102,2097,3637,1473,1863,1728,1114
1711932928.920051,56,43,470322,35355,9482,5534,1410,6139,8665,21960
1711932929.9397535,63,44,114953,54925,9860,22648,10890,5826,6891,3893
1711932930.9289122,50,43,29506,19374,2676,2415,2715,1485,1052,834
1711932931.9187129,48,57,116404,90176,138984,18542,20020,14402,3984,6554
1711932932.9084117,44,61,129282,27976,10497,8105,8991,3893,3906,1790
1711932933.928694,51,61,106205,16737,6585,5629,4105,3975,4239,1213
1711932934.919422,54,75,718647,143839,139597,12392,10648,27558,5945,4392
1711932936.9296505,74,53,7475,25320,1327,3479,5603,7125,6059,9430
1711932937.919163,67,53,515117,82167,33147,12370,12269,11224,7075,11732
1711932938.9403589,75,44,8637,27389,10872,4218,7638,7552,7697,6219
1711932939.928899,67,48,138202,67683,13507,55452,34158,11403,10629,5328
1711932940.9185996,64,51,255965,82746,6933,15969,25145,17361,8386,8126
1711932941.909476,70,54,119574,26850,20275,18137,22605,10536,11347,5419
1711932942.9286451,74,69,66215,15673,33729,24011,4651,14344,5748,9504
1711932943.9174643,84,70,16966,20733,29240,7138,9834,16502,3928,7572
1711932944.937883,75,69,552954,98513,12372,7447,10813,6151,5774,8399
1711932945.9279823,81,61,61521,25625,4117,12165,19702,13947,7925,5698
1711932947.9074469,60,51,574831,350707,82193,46342,15712,11850,14108,12442
1711932948.9276712,66,66,169359,75604,36993,56934,20727,16364,4050,2484
1711932949.9171455,53,67,46238,24611,4181,5060,3154,2703,1678,906
1711932950.9061542,51,63,13048,23801,8439,26163,13290,15809,4776,3863
1711932951.9256604,67,64,8852,41373,1652,24515,11346,10143,4367,9625
1711932952.9164555,64,63,99668,35929,25674,10191,7930,5363,9934,4771
1711932953.9056141,74,70,179828,14576,6451,24370,21927,8505,2704,2609
