,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711932978.125161,30,53,80996,21895,24661,64556,17383,3169,9354,3300
1711932979.1143942,30,64,18031,31268,71113,12070,15208,6055,8889,5503
1711932980.1031506,40,60,9270,58591,21724,24652,8116,7897,4187,5725
1711932981.1233888,50,60,80366,6891,5873,2901,3090,1608,1769,565
1711932982.1145124,81,37,52626,17968,7948,6948,6654,9471,3546,7187
1711932983.1361911,84,14,656236,40132,14307,8617,12902,4871,4247,3065
1711932984.125502,66,26,110942,66423,55993,58480,14184,4941,4412,3972
1711932985.1456454,69,27,58507,20850,10897,22658,9163,6868,10541,5232
1711932986.1034493,60,43,21619,6372,8848,13234,9851,4059,3497,5867
1711932987.124627,67,37,156249,56824,3395,8665,14811,8361,6518,3990
1711932988.1146507,74,29,37371,11621,3866,6284,1598,807,853,660
1711932989.1053472,74,38,45023,3382,1713,16468,5757,2791,1467,685
1711932990.1270845,50,41,46534,89421,90899,36912,12455,6623,4281,2553
1711932991.117148,61,50,46428,19430,3685,7320,7129,10204,4324,11156
1711932992.1058624,54,41,97937,26983,4176,6445,2546,974,1101,470
1711932993.127126,61,34,4733,28746,41298,17929,23204,18511,5134,8988
1711932994.1176965,81,30,23058,21607,27509,11104,7219,7489,7596,8965
1711932995.108554,81,35,2227,15039,9662,3140,6832,10228,6191,5444
1711932996.130504,91,41,45245,74862,3957,54510,17791,7871,7133,5555
1711932997.1202776,75,20,17968,16969,654,2509,4389,1261,899,1218
1711932998.141073,81,13,7638,12848,14419,11698,20961,7795,5689,2747
1711932999.1020813,74,16,13654,32108,7121,21216,18313,10713,6199,9986
1711933000.1533673,77,21,12034,14015,18847,12540,20772,3466,4015,5283
1711933001.1117163,84,40,4926,20314,3069,18109,8531,4882,3128,4704
1711933003.1222544,61,34,64048,35937,1158,8012,5172,4243,3007,1575
1711933004.1125758,51,11,118464,62582,7231,3540,5035,2109,2308,2288
1711933005.1029387,51,1,887957,72411,4562,7108,2951,9535,3992,2444
1711933006.1241856,63,1,190545,129108,23408,24481,15806,30569,10772,8596
1711933007.1131685,67,1,1159410,55681,22542,26764,14186,15065,11922,22283
1711933008.1029968,88,8,77680,22231,12002,1358,2174,5058,1911,1907
1711933009.1232378,96,27,37835,17062,7343,17706,10242,9414,3815,11612
1711933010.1126513,93,40,65409,45807,25513,17995,8158,11073,4524,2376
1711933011.1336524,93,38,4792,22987,11302,5395,4913,5835,4383,3602
1711933012.124419,100,35,342580,12187,9332,2983,14069,8144,8066,6523
1711933013.1448777,90,30,247975,28105,9683,9797,3606,3551,1962,1645
1711933014.104506,78,24,147233,8296,2520,1760,1920,730,209,217
1711933015.1244097,87,26,8618,8335,2105,6116,3381,4655,4069,1310
1711933016.1152277,81,40,27727,12913,29545,1383,9502,10236,2882,2203
1711933017.1058085,83,47,78506,3730,3372,1285,1148,723,149,218
1711933018.1278107,81,41,818787,120628,25057,14223,4212,7990,8457,5306
1711933019.1168327,64,44,132743,20239,16251,5320,3835,3206,1562,1326
1711933020.1055753,41,51,78747,19479,31223,5974,2361,2121,3416,928
1711933021.1266506,54,37,1185509,207733,48026,26323,26918,59544,35908,11115
1711933022.1178224,67,40,149006,77696,28158,10793,12549,17464,19012,6013
1711933023.1085324,78,27,800726,130120,16186,38257,14271,30365,43161,8529
1711933024.1276486,97,7,14426,4908,1575,3352,11739,1742,3295,5000
1711933025.1479414,100,21,14669,9596,9776,12806,5846,8432,14113,12394
1711933026.137722,100,20,245200,66030,15076,9739,6739,21203,20976,8091
1711933027.1276197,80,26,696602,57889,25596,11124,2818,1956,5859,2525
1711933028.1466851,88,29,157435,33002,27429,5027,26545,23362,6063,5312
1711933029.1036475,77,24,63346,29694,7503,25238,15806,7060,17261,6146
1711933030.1241224,81,35,3823,12245,2125,24279,14462,14742,10602,4977
1711933031.1150136,100,35,17056,5062,6391,7156,10531,8581,5864,5686
1711933032.135045,100,50,20425,16242,39925,7965,7427,15891,8125,9015
1711933033.1236637,100,50,826778,42904,24941,20441,12102,13095,11218,6577
1711933035.104693,67,43,936935,151522,42395,18049,14491,24360,13329,9611
1711933036.125084,56,16,134100,24104,1689,400,1258,2384,986,1886
1711933037.1164846,50,4,189762,47679,3787,6892,3429,4684,2508,3090
1711933038.1067154,53,8,898502,39913,2770,32102,14175,5227,4987,3864
1711933039.1281493,47,13,147709,47256,14759,11596,13490,4100,3844,2174
1711933040.1191523,40,38,23694,10275,5820,3376,317,1054,373,276
1711933041.1099334,47,44,716297,143662,54715,42836,67358,33741,6246,3777
1711933042.1005352,44,51,69378,16704,17657,4079,2936,2316,1314,1591
1711933043.1221616,56,51,68767,30587,2214,17792,15111,7544,6959,9444
1711933045.1355085,77,50,11045,14482,15283,8053,17376,4429,6342,2521
1711933046.123933,87,51,18081,24232,57279,13711,22464,12400,5653,4651
1711933047.115145,70,61,14221,37629,34448,13897,8624,3409,3459,4472
1711933048.1364665,44,51,331891,180434,24837,10532,14301,10467,5975,5952
1711933049.12674,48,56,3410,20338,18866,22464,14775,9441,5712,3305
1711933050.1173623,37,47,157820,371228,124672,85684,33689,28933,7230,7969
1711933051.109361,35,37,103433,215455,22810,68770,11074,10849,14293,6133
1711933052.1006377,40,51,2088798,697358,362221,204937,84507,104074,79866,108074
1711933053.1225014,38,47,98419,8370,4668,7523,6014,2800,1269,460
1711933055.1029563,60,41,226542,47815,12268,4129,7675,8894,6052,6079
1711933056.121315,50,34,519584,95258,20615,8177,1227,4343,3975,3971
1711933057.139929,43,27,93710,12779,3155,3062,2071,1464,707,1595
1711933058.1286502,48,35,4662,16236,10007,17370,11787,5539,4431,7511
1711933059.1181438,61,35,2420,9382,6942,1537,13982,6906,1923,3543
1711933060.1064122,75,56,12375,8295,23942,9379,3219,4130,3384,3950
1711933061.127081,80,60,1348768,65312,17155,23913,18764,12277,10910,10134
1711933062.1158676,64,64,206710,5351,8180,799,826,487,259,100
1711933063.1054413,38,56,41548,38144,3959,2233,4151,1738,1030,949
1711933065.1176648,29,17,93989,35224,2763,7463,31118,12301,11340,4873
1711933066.106671,47,3,92513,13576,4348,1848,2559,3020,2318,756
1711933067.1263428,77,20,3135,6539,9333,8623,12054,11594,6127,2055
1711933068.1145132,100,34,19287,32001,39380,12554,5262,18360,3928,6577
1711933069.1357653,90,56,21599,29418,30854,23043,20047,7572,6401,3624
1711933070.1263325,93,48,15713,31327,5140,5754,23476,8238,5991,4793
1711933072.1055608,56,27,31901,29437,24814,4605,9018,7908,4663,4549
1711933073.1243918,67,27,7682,8605,17587,10971,9358,7890,3061,4920
