,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711230820.0920486,30,37,1659974,755893,121358,91797,125759,29448,96618,86285
1711230821.085311,30,40,1566164,550389,230737,24881,27320,55065,49902,36342
1711230822.0875359,41,41,496440,53195,18864,12079,17671,13456,13888,12222
1711230823.1063094,50,50,6565,4181,4178,5366,5010,2046,3185,1759
1711230824.0708447,74,51,45416,23706,1433,9171,6928,9452,11185,1617
1711230825.0901322,75,57,21697,47549,40683,21645,24938,8006,5762,6658
1711230826.0939255,83,57,652,10656,2326,6421,3519,7388,7436,2983
1711230827.1050406,93,57,4513,7891,14103,6517,9354,8684,7674,2683
1711230828.086299,93,57,9647,30140,4820,10757,14950,12438,7391,5715
1711230829.1050699,100,41,29966,39050,10194,1681,20866,10257,5890,3421
1711230830.1006052,88,40,19066,45706,19889,1702,7780,6651,6959,2949
1711230831.102127,64,34,168514,168927,51415,12237,12327,8529,9215,5766
1711230832.074837,51,44,1694034,48587,31264,53748,21898,11916,14756,16088
1711230833.1091437,51,44,943631,191202,52646,40048,21749,19350,12849,19164
1711230834.0907722,43,51,454601,37930,9658,5140,4714,5472,5122,1534
1711230835.0861406,34,48,582794,488191,101274,33073,15935,21059,34046,20509
1711230836.100221,40,37,1990732,119781,7188,6693,10278,8556,10598,9243
1711230838.09919,50,17,1546865,157583,6781,37221,36572,14581,9407,11002
1711230839.10182,48,34,22866,36220,38741,15237,5367,2824,11747,5409
1711230840.0870779,51,43,1759207,191111,14826,74661,53639,23881,27489,15584
1711230841.0911298,53,54,714611,20528,48642,5106,23215,25032,33264,17440
1711230842.0871046,43,60,133728,37788,9084,5257,2198,1646,1515,2766
1711230843.0987675,67,54,15420,7806,4931,8773,3638,6402,9489,3393
1711230844.1015723,48,38,687683,466849,14159,6719,15574,6180,6994,4969
1711230845.0827596,53,20,364761,16865,749,3702,7002,18118,7957,4141
1711230846.0787408,81,20,5775,2879,6917,4057,16661,7414,5492,2414
