,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711227774.4834623,47,43,1020379,153067,26184,48303,37719,13994,21120,5376
1711227775.4417374,67,37,164105,18810,2473,4922,14440,4920,1828,1205
1711227776.4769018,88,24,851834,160865,9938,18203,16193,28673,9568,7028
1711227777.4792068,100,14,65920,14781,3587,2200,13316,8244,7359,5856
1711227778.4841251,91,16,322013,74073,24398,11705,5897,1876,1586,1053
1711227780.4878902,90,30,8207,14320,5754,6575,7967,7795,6729,3217
1711227781.477935,81,63,84252,18258,40633,25943,21330,15927,3857,7806
1711227782.4810286,100,64,3260,7323,3736,6438,2973,6669,9839,1213
1711227784.4659383,96,74,46215,13439,6188,2022,4744,2338,1222,641
1711227785.4835265,100,70,18592,7395,4573,19135,2867,9726,7631,3515
1711227786.4669342,87,74,21748,12333,4492,6654,3269,2320,668,1400
1711227787.452177,83,88,3911,4991,1195,5037,2950,1228,2044,568
1711227789.4817924,84,83,26267,7635,6170,5433,3977,1663,680,714
1711227790.4692812,74,88,195276,95028,81342,11775,17806,7488,6837,7404
1711227792.470361,57,61,34896,46949,13656,10546,3933,12412,3375,3474
1711227793.4805815,64,54,13459,8869,2038,6786,3044,2564,610,1100
1711227795.482039,100,64,30233,17519,9802,6708,19011,14448,6113,5198
1711227798.4517593,100,40,26047,25490,7325,4931,21631,12348,12394,7230
1711227799.4697647,100,47,14859,13163,9979,8892,7487,12205,2072,2823
1711227800.4735548,100,53,76320,3877,3531,1306,5272,4405,1328,1338
1711227803.4782636,90,50,60966,46497,9222,3242,12226,11479,4021,6947
1711227804.4739363,78,50,321939,15489,762,7646,6229,3941,1715,958
1711227805.4775245,94,53,3085,7621,6728,10760,30392,5372,13910,6224
1711227807.4586706,90,63,53992,23367,6787,11874,6132,10226,2687,2154
1711227808.4625309,81,77,111501,2954,2668,1341,675,514,167,107
1711227809.466983,69,70,94522,25016,3540,6602,3232,2765,1628,1341
1711227810.470996,66,75,29471,31891,27411,20833,30078,6493,4174,6224
1711227811.4733217,64,69,25985,34112,15792,11597,21622,14026,3393,4816
1711227812.469737,69,69,52156,20249,17664,15280,10926,6582,3843,4794
1711227813.480818,80,70,115157,10046,1376,4390,3687,3115,2820,1083
1711227814.468126,80,54,1159337,233035,27282,30911,23501,22740,6334,6060
1711227815.4781518,66,50,29134,144853,10227,33157,6802,10658,4903,1960
1711227816.4690876,66,29,81136,49613,11808,4922,12424,9596,8399,2512
1711227817.4781005,43,40,51088,445382,288580,29840,13095,15029,10982,12565
1711227818.4836998,53,48,130429,45161,21656,8681,22263,17108,14325,19108
1711227819.4797952,50,35,518543,225245,13753,12980,3748,10709,8182,8482
1711227820.4734328,56,44,19002,29157,9800,9317,2731,12986,8125,5251
1711227821.4704683,70,29,34317,16239,3309,1184,1144,1704,472,270
1711227822.4739974,67,29,31823,37133,7501,22224,25146,13166,8517,4164
1711227823.4677722,78,60,76271,44584,18028,33457,8262,9084,11053,8537
1711227824.4799228,78,47,19868,25254,5615,6347,20696,12245,4814,9452
1711227825.4754,84,37,74096,17135,859,1805,2113,3008,1816,1481
1711227829.459675,70,51,4869,9764,6662,9677,13391,9240,11781,5072
1711227831.4662032,64,50,96567,147906,26019,32135,16769,6759,4581,3279
1711227832.4438708,64,47,109946,154900,44738,19031,17444,19116,8624,3186
1711227833.4724405,63,48,4933,3104,1354,2327,1792,2150,2042,1195
1711227835.4479783,100,48,7829,5218,4104,7118,14863,16329,4019,7617
1711227837.4629369,91,44,5755,11351,18633,7033,11948,8475,4962,5509
1711227840.4685109,51,53,83533,44758,3751,8858,3567,4059,1232,972
1711227841.4522014,48,30,39490,15219,2539,1400,3190,3314,2030,1152
1711227842.4694633,38,23,952417,304325,28621,23048,10451,10314,7510,13360
1711227843.4684372,34,23,321713,385182,100601,54232,46475,21295,24946,18211
1711227844.4763923,30,26,1291976,56887,17452,5984,9497,4351,2583,3443
1711227845.4757833,23,16,121328,35904,1293,3328,7718,2160,2986,3453
1711227846.478855,43,16,26799,60540,7914,15386,48202,23258,12333,8942
1711227847.4751172,43,11,2352354,188088,20508,31205,7124,8555,10507,7674
1711227848.4710395,66,1,240644,21118,5570,4322,18092,22962,5676,3428
1711227849.4715273,57,11,185320,91319,16903,6698,9725,2868,2416,2919
1711227851.4583616,47,54,16136,33936,31979,14593,7238,5479,4775,5177
1711227852.4532654,48,64,4619,1719,709,1231,1051,4085,2036,1617
1711227853.4658008,61,64,213044,15126,2963,1034,1372,2242,2000,1299
1711227854.4678934,90,60,6953,2027,7576,5596,5879,15443,6467,4947
1711227855.4640622,100,41,11028,16298,5189,5859,9559,10620,8336,8008
1711227856.460616,81,44,227129,38902,10583,6828,7436,4008,2972,1244
1711227857.4795046,90,40,332780,9672,1948,640,4369,3394,1732,974
1711227858.4756963,78,27,134345,17863,2801,5741,10854,7089,1768,1197
1711227861.4780471,67,16,17172,31392,4814,8540,9194,10820,4201,3506
1711227862.479682,60,27,4003,5234,1468,4679,5073,1221,503,471
1711227863.478247,70,44,62716,30342,14532,17615,7379,12818,5485,3049
1711227864.4727018,67,53,863940,55390,5326,14179,20076,11752,8383,5323
1711227865.476105,74,57,9761,9316,5405,9652,17548,11893,3777,1821
1711227866.4647424,78,69,15177,13543,21695,14202,7480,7690,3559,6393
1711227867.4665349,90,69,11133,2219,4300,8627,8286,10707,4177,1411
1711227868.4627597,100,81,21289,12356,10809,10441,11053,16908,3180,5150
1711227869.465701,90,78,105097,46122,1253,18012,9351,9984,10412,8754
1711227870.4700298,100,44,55587,17526,2664,3480,16084,14311,4803,7172
1711227871.4682372,84,41,103165,24584,4755,12534,7898,4813,2266,2973
1711227872.4692247,75,54,7322,9900,17948,12999,9341,6646,4305,4596
1711227873.4645026,81,44,39223,13242,1072,3467,10347,6552,9941,7114
1711227874.4696624,83,54,14723,15502,9299,1748,4710,17217,6204,5890
1711227875.4653761,94,34,1839,17042,454,3444,13594,9209,4653,7640
1711227877.4730465,84,38,177950,18014,11431,2754,6202,2171,716,589
1711227879.4776402,38,43,859012,144281,14051,17451,16209,8821,5400,3505
1711227881.462914,27,34,348243,196990,32159,31999,35377,17803,10729,9805
1711227882.4577205,37,27,91004,37724,1436,5622,4613,3324,1014,1440
1711227883.453534,50,44,206586,52403,34758,25159,21983,24511,38809,11610
1711227884.4566472,48,44,26077,79714,25312,31111,6018,11190,9934,8017
1711227885.467864,54,53,7346,28928,9159,8009,8801,6760,2017,1087
1711227886.463334,50,67,110936,81527,26692,7722,10980,5368,3992,1922
1711227887.4833028,27,47,1174102,527541,23366,64945,30918,12020,8658,5817
