,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711227318.8422518,48,34,511247,64838,18664,2916,2098,6507,5530,4386
1711227319.8461561,70,23,80531,11939,5745,6625,29205,11699,13193,6270
1711227320.8340566,83,10,176289,27324,3689,5168,8748,6884,1286,1061
1711227321.838805,94,1,14692,13822,3865,6991,20388,4910,5667,15009
1711227323.8294897,83,1,66950,54639,3038,5394,9978,4585,2442,1086
1711227324.844441,75,1,214214,73833,13444,9973,16324,9798,7027,3805
1711227325.8453147,75,13,4943,637,2520,1270,2156,1109,1454,769
1711227326.8399422,41,21,61851,82503,18670,4077,12219,3725,1521,949
1711227327.836757,56,40,29155,26144,8994,17910,29441,13300,4230,9796
1711227328.8323586,60,51,56149,44492,21033,19913,27353,14148,4430,2036
1711227330.8301775,91,29,18889,23024,3999,1916,3079,8382,5202,3877
1711227331.8271909,100,27,21178,9788,4466,9320,16087,11317,5124,7103
1711227332.8304548,100,29,23547,11429,1417,16500,12881,8645,4223,3235
1711227333.8414965,74,11,157781,23512,1013,1320,676,641,963,261
1711227334.84543,83,7,11292,12486,1370,1338,15406,11446,8876,3733
1711227335.8388243,67,27,144080,33818,29191,28940,10374,12802,4368,5009
1711227336.8434138,50,26,90975,23871,4525,4828,4261,1902,1069,671
1711227337.8466792,75,47,7855,6183,1386,2220,4523,2696,1139,2065
1711227338.842707,51,81,30155,17766,8972,10709,1852,3261,4743,1786
1711227339.854933,61,69,26992,20113,19526,2502,13422,14093,8634,10643
1711227340.8440049,87,74,17111,12565,6733,13418,14369,18145,9561,4178
1711227341.8542492,81,75,94197,79605,13057,27390,17133,21079,13240,11836
1711227342.8424575,88,70,830707,32993,14568,27579,17148,12054,10324,22064
1711227343.8370798,69,87,71820,59766,68291,39935,19748,9488,6133,5185
1711227344.8317664,60,100,18704,4079,641,7421,486,2351,1325,2203
1711227345.8284457,64,93,30404,56103,10863,2986,4178,19249,8549,11757
1711227346.8552606,67,100,20678,27705,55980,13845,15395,18691,6708,9733
1711227347.8333013,81,70,78610,118616,11155,14546,12096,28184,4150,9983
1711227348.8476386,80,48,68723,27496,3968,6235,7771,7529,2450,2974
1711227349.843905,69,51,404974,149372,34196,12134,39333,20730,9347,9916
1711227350.8460016,64,51,272583,25311,44792,22194,25557,13268,9002,6527
1711227351.835121,57,75,511911,14647,5643,10167,1758,2826,6781,2839
1711227352.8286731,54,70,61576,28960,5056,2522,4098,5210,1947,1495
1711227353.8561394,74,80,15771,11468,5054,10016,9607,15207,24449,7214
1711227354.829294,69,64,57892,21895,4101,9297,9194,3812,2459,2309
1711227355.8483484,83,38,46158,16528,1873,2698,11028,6340,6779,4578
1711227356.8435109,84,37,64075,12997,870,2953,7166,3409,2956,869
1711227357.8472104,57,16,1509660,398401,4240,42058,32514,23224,70782,87964
1711227359.8546522,47,41,1418466,91697,17015,49323,26842,31485,22678,19314
1711227360.8588326,20,34,314652,373880,25139,13568,27387,6002,23080,10992
1711227361.8534517,16,64,84279,118250,87892,39677,10829,11062,15305,23344
1711227362.8410852,23,51,679614,166693,31461,36877,104002,19621,31334,37781
1711227363.8460915,24,30,205711,119232,4162,13709,14684,34543,9026,5122
1711227364.8495414,44,60,95194,65649,36133,32874,24815,14819,6339,6804
1711227365.8373606,41,38,1134042,819028,98273,65621,63577,26698,37328,12706
1711227366.8554428,35,30,982792,363773,49214,15829,22416,18322,13709,6704
