,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711216135.7219422,47,44,264357,52048,15661,7833,8463,11905,4934,9138
1711216136.7256703,67,54,56924,21387,11563,7904,7036,18628,14660,5883
1711216137.7100694,74,50,119340,40568,5744,3424,3090,6118,6097,2529
1711216138.7019765,90,69,538852,28407,31701,20400,7058,26201,15444,15564
1711216139.7302818,90,69,134596,47004,15972,9122,10202,10418,6293,6210
1711216140.7251883,64,63,137209,135266,34951,6464,13902,8843,11256,7989
1711216141.7164614,54,51,154148,100813,6256,3263,3848,5115,2022,1292
1711216142.7114258,60,44,19294,8623,10810,5856,13566,12574,3759,3676
1711216143.7252352,57,51,63403,11842,8363,1433,3306,3030,1565,878
1711216145.7021806,94,87,4835,2134,964,642,1224,1732,727,1095
1711216146.705975,64,63,175143,28488,841,4087,3890,1245,1653,581
1711216147.7104132,69,74,5824,12311,28841,10278,2509,10537,6723,2173
1711216148.714207,69,80,4717,11043,13601,19405,8780,5968,4088,2068
1711216149.7070718,63,69,9903,15582,1176,3132,1960,4527,4135,3850
1711216150.7029486,57,81,97223,36999,11458,3075,4106,1211,1078,936
1711216151.7068841,56,57,34566,48222,4002,18153,8171,13288,4752,5470
1711216152.7138948,47,44,11403,52337,18361,16881,7861,3933,5055,6095
1711216153.7141635,35,41,381277,119597,8954,13733,6459,11691,3480,8942
1711216155.7143757,43,44,33296,12865,7318,7797,10808,4871,6830,4624
1711216156.7102423,57,51,8120,22128,13606,15286,3406,10565,8623,8198
1711216157.7053416,66,75,176320,9723,5680,7749,2144,3721,3699,2122
1711216158.6996012,91,90,25088,9176,4981,14649,2284,14454,6004,3231
1711216159.7037542,93,93,19139,15980,5239,11821,3353,8084,3287,6007
1711216160.7009773,83,100,56373,38814,45709,55167,7204,11925,6790,3090
1711216161.7264314,83,74,40910,20895,990,2097,2497,3344,4160,3671
1711216162.698744,75,60,129140,67388,11991,18516,13840,21576,13148,5707
1711216164.69837,64,26,27212,110748,13622,13780,4595,8853,3972,3309
1711216165.7264054,69,38,57710,28097,1906,11362,10124,10260,7433,3570
1711216167.7163286,61,57,115535,10415,6237,762,1660,925,1147,993
1711216168.7115464,78,77,16099,4291,4168,6478,5350,4202,3999,3695
1711216169.700152,78,81,63103,18473,9372,3011,6528,7699,6060,2868
1711216170.7116823,70,54,267294,32437,1868,4877,5769,4936,2169,2520
1711216171.713683,70,51,62206,34814,11132,6171,4242,2693,2599,2836
1711216173.7030675,60,69,51676,11567,5250,16865,4215,5731,2723,579
1711216176.7018046,66,69,120623,69711,19961,10130,10439,5094,6450,2896
1711216177.7135634,57,60,128441,39048,13967,12744,9614,6055,5003,4263
1711216178.699479,57,66,105028,31234,7664,4760,5063,5589,2140,1306
1711216179.7270339,43,60,8387,32145,3435,28533,12980,5342,4631,4453
1711216180.7254987,60,64,29498,4429,5022,2351,7984,2348,779,1007
1711216182.7142198,74,67,22257,6471,2124,3529,2672,2375,1371,1074
1711216183.710712,80,54,221158,26850,4197,4235,2712,5572,1899,1512
1711216184.706354,75,60,18409,15470,9390,8105,5821,4201,4276,6661
1711216185.7009096,67,70,71349,41414,37661,15679,9693,7776,8549,10110
1711216186.698009,60,69,60251,24269,15546,2522,9585,4566,2781,5192
1711216187.714752,38,66,274925,36463,4421,2970,1958,890,997,864
1711216188.7121837,29,75,50180,27537,20153,31055,4866,4806,8035,2517
1711216189.70899,26,56,9183,17787,3653,2335,5142,1478,743,903
1711216190.703241,27,50,163030,75607,20601,11604,26537,13648,8294,9408
1711216191.7120512,60,66,5525,7144,6975,9617,12201,8964,5042,6486
1711216192.7114258,64,37,233948,27763,3285,1669,1723,3046,1782,929
1711216193.7059004,80,23,549324,32757,2217,2419,7130,8523,9404,3564
1711216194.701849,74,26,5321,20387,863,10164,9899,2423,6359,7163
1711216195.7060726,48,10,37597,34522,1410,5880,1301,1711,1203,1178
