,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711933563.7511518,30,30,75456,36392,5584,3616,4673,1046,1008,866
1711933564.7410338,26,44,51330,23558,16103,7044,1002,1419,1052,1398
1711933565.763146,40,43,24498,4721,1883,1628,6239,1194,743,759
1711933566.7531686,48,57,31075,19874,27908,6549,9788,5707,2799,1831
1711933567.7744422,57,83,87765,10089,14872,4234,5377,1539,493,519
1711933568.7334702,61,70,331975,27501,4348,10546,4332,1672,1666,1191
1711933569.7550092,67,94,316629,23936,63152,13725,4267,22954,7101,4587
1711933570.7446513,75,81,39412,30768,10747,10676,15953,9226,12187,7191
1711933572.7539496,100,50,84773,25216,6378,8368,37917,12303,12292,7204
1711933573.743472,100,34,95819,12956,831,6996,2523,2259,1730,856
1711933575.7519498,100,41,58326,56471,7777,13203,13268,11318,7865,6765
1711933576.7734947,100,56,9777,9686,7580,3609,4671,6359,9281,11137
1711933577.7335641,100,56,4698,5326,4918,3238,7888,3966,3219,3415
1711933578.755654,100,66,12671,12041,30991,10063,4045,7196,13816,3824
1711933579.7461514,100,74,9803,57412,18676,11559,4235,10709,8077,6261
1711933580.7686832,96,67,701506,37888,9602,10359,11492,6567,6838,4686
1711933581.7586699,87,69,604326,85928,48914,27780,52494,19496,10299,8277
1711933582.7492032,69,27,1102727,456934,20154,31910,19654,20639,8348,10477
1711933583.7384608,81,24,8328,7742,4163,3442,3265,9973,15146,9930
1711933585.7501333,61,30,32675,8005,4693,2110,1904,1795,559,694
1711933586.7397819,70,44,123117,29470,8743,1866,6246,6010,3858,8353
1711933587.75908,51,51,93428,19150,5309,9420,3202,3027,3890,1892
1711933588.748959,63,56,68233,10254,7112,1669,998,2219,2657,2106
1711933589.739975,51,48,446365,47748,4726,12490,4958,3008,2611,2439
1711933590.7593806,40,57,1548954,102331,44352,14001,6662,6832,6968,3842
1711933591.7474208,41,63,803103,34922,31146,18787,14804,8007,4597,2811
1711933592.7381227,44,61,944431,63209,11381,46431,20836,18342,8372,11711
1711933593.7586656,48,54,88511,46789,9051,1380,1280,3561,3198,2236
1711933594.746664,56,54,150305,47712,16407,13661,6257,8520,11028,8393
1711933595.7651587,41,23,404037,234123,1394,7264,19524,4758,10233,5364
1711933596.7549224,35,37,2558,23800,9306,36043,7569,5492,5259,3617
1711933597.744647,44,56,1454,10768,10478,6891,11229,4812,6249,5599
1711933599.7529385,61,100,76839,20745,9611,6870,679,1092,456,303
1711933600.7421513,54,81,95950,38062,8370,1694,4543,1779,1944,430
1711933601.731148,53,91,1500,8572,19461,23962,10098,7690,4021,2896
1711933602.7508914,35,81,68073,22333,6754,1483,6269,2009,871,567
1711933603.7409623,51,84,447775,26114,10490,42272,8421,11780,10444,3994
1711933604.7601802,74,87,734581,94720,40939,7288,20591,42305,26910,22383
1711933605.750001,63,61,1142201,141705,5509,18377,11338,10663,19134,17633
1711933606.769818,74,57,1254250,145650,22869,20136,30223,30988,25059,20407
1711933607.7595685,74,57,2149169,54507,52081,78497,79646,108982,73038,45718
1711933609.7401605,56,61,96078,35326,28870,17952,9409,6703,2405,4890
1711933610.7609873,64,61,106817,28433,2178,4402,3712,5284,1470,885
1711933611.750162,56,78,152238,13471,9190,8044,928,2247,967,1873
1711933612.740208,57,83,75719,57517,43830,17165,11081,14397,4714,3114
1711933614.7511432,41,77,62081,28273,5084,4961,4749,1445,2192,1915
1711933615.7409532,30,69,1002793,73856,14311,35895,9692,3390,6088,7962
1711933616.7307546,21,54,92910,212798,28146,20117,39390,11816,6707,7927
1711933617.7508743,23,50,27185,96644,5411,17634,23725,9433,2748,4240
1711933618.7406921,37,63,22892,9346,10810,8472,6827,4009,5245,2275
1711933620.7497246,74,77,121907,20357,15370,8264,12592,6747,6698,6509
1711933621.772517,57,87,51753,25238,8596,4151,1747,690,625,649
1711933622.7318592,60,88,38726,12615,10696,16956,6186,6686,5197,4546
1711933624.7390149,47,81,6324,14480,4007,11842,6274,4337,1946,2137
1711933625.7586665,67,83,3480,10774,9516,4933,13124,3603,2837,3870
1711933626.7481492,61,88,4324,6993,33187,37220,10022,6650,3502,3408
1711933627.7381773,48,87,325167,28761,7142,2677,3011,933,599,421
1711933628.7582092,48,75,203556,31281,4897,5856,6365,6076,1123,1202
1711933630.739129,37,66,3553,17424,37396,15933,3292,7888,4234,3128
1711933631.7576013,47,61,76774,40734,4926,2663,5448,2808,773,1220
1711933632.7457638,48,75,4609,14211,20130,11808,6190,7457,2873,2768
1711933633.7349768,66,80,20612,8484,5852,9752,6357,5285,6284,6336
