,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711220526.21143,35,54,295491,62331,24753,6261,7447,6791,1985,2722
1711220527.2142153,30,61,154165,76287,18840,6236,3541,7444,2780,1175
1711220528.22035,41,64,23719,34212,6040,11002,13479,14919,9210,6855
1711220529.2147036,61,88,6955,2515,6611,3823,4168,9655,5981,5719
1711220530.2113106,51,77,234361,144513,22964,16289,9582,5146,4240,2075
1711220531.2382112,38,93,81581,50749,23925,30078,4714,2023,3281,1887
1711220532.2174938,27,81,1870118,154010,22726,19138,42128,17125,16691,14363
1711220533.2210548,3,57,75570,71295,16936,2627,4525,5805,2128,4149
1711220534.2229638,13,78,73125,44350,35468,35311,7799,9956,5619,7443
1711220535.2348444,24,47,2129516,434626,58132,34338,32873,36703,8715,10270
1711220536.2386184,21,35,443665,219769,11184,4864,13527,15743,6203,3606
1711220537.2352688,41,41,17886,4239,5894,4566,21513,7005,4928,3694
1711220538.2305408,53,38,10344,4261,9754,2238,5254,5116,15808,12669
1711220539.2351627,51,53,124182,49809,16195,1790,3357,3498,2092,2014
1711220540.2150831,70,84,723,11347,14472,3844,5298,14718,5661,7178
1711220541.2245164,50,81,91911,210037,52113,11867,22859,15888,6777,7573
1711220542.2286863,40,74,2118467,149375,60070,32923,25838,26470,18777,8214
1711220543.2348804,41,51,83253,121733,4068,6222,2878,7463,2494,804
1711220544.2203596,48,34,36482,5786,282,3212,5305,9647,4353,5112
1711220545.2242627,63,35,429056,84209,36699,2519,15419,33549,4074,15366
1711220546.2233596,61,29,101364,5326,940,1829,1163,829,694,364
1711220547.2233083,78,53,14977,8714,800,3763,2104,3394,1172,2076
1711220548.235679,56,41,62456,56803,4103,1509,3608,7506,3521,1534
1711220549.231443,41,60,31861,34271,33890,35767,11305,6565,12312,13735
1711220550.2245693,37,38,254262,390550,22247,11802,16578,20890,13728,7541
1711220551.2212253,24,34,749556,209586,35709,28932,10178,25235,12404,8620
1711220552.2297432,20,50,240418,29884,4661,5344,1695,2341,2145,1816
1711220553.197256,34,30,24695,3860,1096,1530,1970,1611,1548,1126
1711220554.2095776,27,43,89670,55320,3342,9989,4933,2430,2245,1882
1711220555.2282872,16,40,117924,82990,14032,2048,1425,2626,1493,3019
1711220556.22443,26,37,9210,40889,8175,10317,37838,10074,4225,3467
1711220557.1979942,3,35,113371,87021,29158,1092,5246,2899,2435,994
1711220559.2023149,29,41,14701,6338,1905,1155,1789,1840,1226,742
1711220560.2042654,43,34,203725,15159,1065,2139,1463,9380,2133,1973
