,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711223746.0848389,66,35,1090225,35177,10227,13311,6036,6531,3549,2340
1711223747.0815215,90,38,35758,42045,9343,30778,18842,19538,7893,9578
1711223748.08463,100,35,2603735,47953,7173,15085,10485,21686,9744,10443
1711223749.0801456,100,43,35335,17035,3882,8058,3324,2492,3431,1233
1711223750.0754852,81,47,387874,30057,8644,20295,5510,3521,1335,3202
1711223752.0732017,29,51,112409,62113,24369,12679,8843,12035,4919,5874
1711223753.0619283,26,51,221350,27031,12855,7060,3468,2907,872,522
1711223754.064956,38,41,436890,127725,31753,15190,8894,20083,10187,3613
1711223755.0773025,70,43,5642,7468,3110,5146,2515,6843,6231,6644
1711223756.0812936,56,50,124104,24993,16904,15632,6519,3008,2069,995
1711223757.0845778,63,35,34602,34643,4060,1457,8358,4509,1062,2176
1711223758.0721204,80,47,10129,2089,2291,16847,7099,12641,8361,7671
1711223759.0768046,54,56,13292,4335,8633,9265,6582,1926,4065,3194
1711223760.0782452,56,29,118898,36653,883,1337,1086,1952,453,495
1711223762.062876,40,50,15534,31797,54230,25924,31250,14697,15559,10023
1711223763.0751643,57,41,375269,30348,25906,26467,19534,31783,13896,20428
1711223764.0856025,51,53,2473608,1307901,179693,77320,65572,49243,23256,16914
1711223766.0621266,26,53,1687220,84566,116502,22936,29978,12345,27856,9485
1711223767.0662546,3,47,292062,99471,16422,25262,18547,9677,3438,4671
1711223768.0843868,10,47,126938,139145,15615,15407,4890,9138,3164,2760
1711223769.0778668,8,40,167696,115504,28818,18365,28760,8755,22378,5716
1711223770.069621,21,29,1362410,157931,66045,17959,26642,33015,4639,12788
1711223771.0732944,20,27,610167,203642,43241,27153,32522,16898,21270,8603
1711223774.0667472,23,27,102032,52254,17523,2278,4167,5352,4759,3850
1711223775.0704637,23,21,1351543,246940,27068,18607,46735,16291,23588,11683
1711223776.0659826,17,13,1613541,1161969,112051,46230,35975,92547,32435,25218
1711223777.0702724,11,11,451392,65190,15404,2631,6445,4289,2724,2164
1711223778.065091,8,8,206935,20515,1912,3368,5741,1520,2798,3062
1711223780.0918405,16,29,87193,110448,44383,14353,7235,7132,9690,7308
1711223782.0707026,44,34,605757,7964,4095,2534,6183,2896,2907,1277
1711223783.0845642,38,34,186199,59682,12666,12193,7208,9285,3502,2879
1711223784.0481808,37,29,42364,11866,3706,504,1637,555,476,269
1711223785.081213,26,29,76885,19453,2531,2247,4494,1493,862,1318
1711223786.0772495,13,30,329679,38578,15411,4899,4430,4451,3168,2714
1711223787.0820217,1,34,88982,21765,6924,3994,6278,1283,2012,1436
1711223788.068585,8,23,500186,30903,2738,3543,15776,2637,776,2815
1711223791.0634975,30,40,10072,10539,46498,19279,26112,13132,13693,4111
1711223792.08391,27,61,7698,219121,116579,174358,30528,26675,8892,6934
1711223793.0621126,23,70,571839,23679,7709,8199,1611,1718,741,309
1711223794.0594335,30,61,305754,39144,5159,8136,16317,9404,2437,1072
1711223795.0631342,27,53,2859079,174273,70337,67310,24612,34124,18588,10264
1711223796.064937,38,54,64147,3929,5222,3895,1840,1511,347,234
1711223797.0807688,57,54,345323,107019,30912,73343,18180,41757,14093,4857
1711223798.0823362,34,60,2727761,828894,216338,93716,69051,13773,23424,8024
1711223800.0644772,29,57,617163,22650,8693,4361,1743,1994,609,495
1711223802.062926,11,43,3145549,486569,64336,90249,38300,27708,5320,7860
1711223803.0508566,30,51,59157,28597,8211,37659,14945,6168,4696,2121
1711223804.0794427,47,50,78796,35181,5395,21833,22000,13533,5247,2995
1711223805.0575416,54,43,1616561,143359,31394,14062,16416,17806,9709,5007
1711223807.0741482,43,29,39843,37903,9791,16766,12249,4022,2139,1021
1711223808.0757477,23,40,308054,16549,14882,4442,1788,1261,713,310
1711223809.0806909,14,34,137341,57788,6741,2491,8904,3310,4824,5740
1711223810.0758235,21,47,128407,49742,28057,8456,4503,3403,4186,4002
1711223811.0941725,47,34,1927943,40632,3063,11653,47587,39423,8243,6334
1711223812.075708,50,26,303772,38404,14063,9931,6814,3578,2447,3086
1711223813.0791955,53,43,972015,183834,127698,23095,20959,22875,11183,8047
1711223814.073014,63,43,101195,12176,11580,300,5545,2722,3741,1622
1711223816.0981796,54,44,508078,37925,10868,1624,4998,3975,1144,1854
1711223817.0616288,61,44,353281,137412,16672,112072,18458,37199,22043,14964
1711223818.0736358,51,41,1092740,87717,22561,30420,13203,6641,7193,4605
1711223819.0762153,51,51,571592,144489,120129,70244,57513,61199,16434,12794
1711223820.0806549,51,54,491300,179214,65916,20884,20043,21879,4488,26583
1711223821.0796819,54,51,1382132,25424,11465,11765,8116,9295,4741,5097
