,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711215978.7807243,30,47,715197,122383,20494,20474,8360,3982,7549,2871
1711215979.7834837,43,60,114964,30438,10741,15781,14095,7270,2824,1573
1711215980.7868142,60,75,1939,12801,4154,14068,6988,7059,15178,11718
1711215981.7826993,60,84,161098,34063,12146,2782,3452,2084,2627,1871
1711215982.800477,67,69,428557,54417,3350,1363,5998,3332,2130,704
1711215983.7880046,69,69,9703,4157,2078,2810,3565,1512,862,1461
1711215985.7799637,80,64,28487,15892,2759,7214,6300,12931,3674,7173
1711215987.779718,53,66,512328,146064,65778,26369,22502,21855,18612,11281
1711215988.7931187,51,63,95707,12256,2964,2862,574,1209,438,750
1711215989.795041,26,57,165249,320099,36276,25418,30327,18370,13355,7708
1711215990.7906327,37,78,204725,18443,4458,8153,2060,1241,3646,2252
1711215991.7847946,26,57,116905,30246,1725,1082,1735,1158,895,249
1711215992.7752886,23,47,66942,61320,8477,2143,3533,3459,1636,2252
1711215993.8007154,44,54,423337,33573,16259,4931,5919,21259,16483,7246
1711215994.7639701,64,56,10557,8743,13282,10144,12754,7200,18404,10103
1711215995.7851658,80,81,482746,35346,26685,11360,10855,9362,11031,11216
1711215996.780244,78,91,263084,36780,2464,12216,2644,2012,1765,2012
1711215997.7833705,69,77,66390,15883,1612,501,5251,3143,2166,1009
1711215998.7871258,60,77,25313,20562,17899,11934,14747,4625,8976,7095
1711216000.7774987,91,64,28130,8020,2141,9004,11997,10569,4919,5197
1711216001.7968764,88,84,39512,27785,13465,9084,3795,6993,2880,2025
1711216004.7988627,56,64,27674,26875,901,3406,1382,1310,1194,1567
1711216005.7800977,61,61,1975,6079,3430,936,1591,2346,917,1057
1711216006.799974,38,57,55895,41067,9225,7227,4247,1556,1282,1348
1711216007.772394,54,64,9466,38404,6395,5914,8438,10261,2604,6129
1711216009.7781477,61,60,15548,18289,808,3615,1984,3529,1017,1087
1711216011.8021402,61,66,148471,57080,3369,4094,1828,4457,1435,1198
1711216012.7901022,51,75,494948,56785,27724,12553,16717,4405,4251,7127
1711216013.7934458,51,87,6222,19975,1550,17118,9428,6252,4025,4197
1711216014.7966247,41,64,325435,50891,9821,1259,3364,1993,2395,452
1711216015.7884555,40,67,28167,32426,4470,1955,2851,2127,1520,1842
1711216016.7729542,43,66,2642,8961,3866,693,2136,852,1573,741
1711216017.7913508,37,75,270767,4880,5929,4257,1586,1505,1104,462
1711216018.7779293,64,90,66637,5104,1766,15350,11369,7835,7897,3161
1711216019.7821321,66,97,33925,32601,10174,3907,2039,3097,1782,453
1711216021.7885854,64,88,17308,25858,7372,2998,1252,2064,8992,2041
1711216022.78604,47,91,93309,30208,19531,24661,8857,5697,3040,2584
1711216024.785053,53,67,84128,42910,23372,4441,22201,11426,7869,4564
1711216025.7818875,41,64,343584,34195,7675,2741,2084,894,699,515
1711216026.777268,43,64,33359,43486,32105,23277,7367,9437,4436,3698
1711216027.7928402,38,84,138586,10983,1035,4541,1307,728,245,419
1711216028.7899845,35,97,1921,11075,6348,32845,4872,6115,1542,5745
1711216029.794519,56,100,23779,14569,40486,7860,8030,8966,3371,1976
1711216030.7967634,34,87,58410,93003,4098,3684,4705,909,1536,754
1711216032.7899158,37,57,91301,71126,2423,32052,11535,11863,2914,2781
1711216033.7936635,41,48,8118,32961,12848,11117,4689,11205,6471,3782
1711216035.7926815,78,80,129165,41615,18665,7649,4800,2674,1288,691
1711216036.779363,75,81,268424,99586,40630,23275,19343,14999,4181,5407
1711216037.7983577,66,81,35034,19928,9330,3075,2494,2653,1395,934
1711216038.7785583,54,64,183085,177187,10778,16158,20401,27678,7245,8012
1711216039.794566,51,66,213507,31993,12093,15999,14912,1774,1365,2184
1711216040.7941313,60,67,19585,5140,3501,3777,5087,2660,1860,1779
1711216041.7897384,70,77,6526,16897,40875,8005,8815,17381,8199,11268
1711216042.7861428,51,91,1112235,42852,14580,11344,3382,1467,2970,1922
1711216043.7966027,66,83,95359,8570,2019,889,1293,1281,2009,482
1711216044.7999327,53,77,2065787,267497,17704,74208,8881,19825,37357,17261
1711216045.8122423,41,50,334415,200047,10158,9709,59625,20447,24505,16412
1711216046.783755,75,44,663487,29934,13565,5843,4576,24116,6104,10114
1711216047.7875571,81,29,286846,111182,4997,5286,15360,27116,17875,14087
1711216048.7827032,87,14,458926,37313,1167,1735,5202,3396,4068,3071
1711216049.7864032,90,35,369450,93984,29583,34128,4513,20281,18552,14400
1711216050.7773669,70,44,178112,35890,18060,28960,10536,6844,13487,7369
1711216051.785708,57,54,1189927,460644,43071,57741,30153,34039,52473,35603
1711216052.7754464,61,60,2418792,276438,12702,27372,54117,38113,10253,11647
1711216053.7991073,41,38,39705,34267,1508,1007,3052,662,1818,702
1711216054.803898,35,20,164732,85730,5651,6749,788,3750,4390,8377
1711216055.7915397,41,13,292313,29723,1796,1531,3035,3918,4722,4602
1711216056.7954648,40,17,333040,79830,7111,10736,6064,9226,4227,3628
1711216057.7920916,47,24,297913,86076,3452,6421,7915,3744,2450,4445
1711216058.7879562,66,44,13855,4476,5014,11030,5092,5147,8373,3535
1711216059.7830725,81,67,26263,9826,22431,14054,7281,23076,9714,17019
1711216060.7873871,96,75,104819,10873,3579,5606,5471,8372,4997,7769
1711216062.7995405,90,66,1816751,139455,12541,22203,21046,19406,12112,17386
1711216064.8000143,66,60,47701,27215,3819,19904,11481,5575,8277,6662
1711216065.7809176,80,57,503137,130552,20213,15273,28639,28308,8315,14675
1711216067.785923,75,64,53289,16909,2607,3106,2211,5858,5833,2131
1711216068.791283,84,63,20730,22485,11544,22635,35446,15258,15016,18092
1711216069.7944086,94,67,3697,14613,1221,5492,3206,8678,9276,15941
1711216071.8015704,100,64,61131,32283,12119,27830,14703,17358,10304,4277
1711216073.7783284,87,67,23176,18343,15421,11387,7880,16549,17290,8204
1711216076.7727976,83,69,71597,13204,5449,1869,4016,3177,1866,4912
1711216077.7759235,77,50,63028,19527,1545,1690,7658,4917,5733,1556
1711216078.7806048,81,64,40347,10024,24916,39272,22127,23047,9219,8013
1711216079.8147535,94,63,80374,39626,3268,10839,2739,11479,5918,4813
1711216080.7772279,93,61,794482,22117,1460,10373,5617,3891,8673,8078
1711216081.7824423,80,74,332752,33883,9034,2687,3233,2670,1242,2543
1711216082.792015,75,69,6515,29053,9551,32893,6937,13547,7857,12126
1711216083.7909439,70,88,7497,10289,24263,4536,1361,6095,13045,11519
1711216084.8076959,67,90,68853,27681,2521,10950,3915,3363,1724,3597
1711216085.7959414,81,96,172956,45735,21946,30054,18807,19791,6673,11519
