,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711681428.0560522,30,51,1089515,76338,38762,27191,21495,8774,7719,5565
1711681429.0530193,16,51,790407,457253,76234,67162,23033,29773,39410,15027
1711681430.0540836,40,60,1618420,45288,14349,26275,8996,23927,12473,11038
1711681432.0551925,21,53,2066234,495027,239235,64954,118820,109025,11228,12042
1711681433.0772195,21,53,2419138,67937,37258,7743,6995,2936,1428,770
1711681434.0488715,34,51,2239399,46498,13603,20482,8084,7248,8437,9549
1711681435.0560355,48,75,82819,82859,135615,23643,19641,20321,12188,11168
1711681436.0533981,40,84,343347,36515,35627,30912,14241,18267,8198,5827
1711681437.0475194,67,100,153639,58915,31794,63145,16366,18486,5901,5784
1711681438.052129,69,100,1258147,53647,102846,19618,47536,16847,28978,11260
1711681439.0566719,77,100,112680,13765,2260,4882,4465,2732,4591,2204
1711681440.0710208,51,64,498164,239736,13593,15715,10482,12394,5862,7931
1711681441.0677419,66,35,1601402,174820,12399,21611,16789,66870,33698,17799
1711681442.0655336,75,16,461871,173764,22231,43145,24405,45273,21137,36076
1711681443.0601203,63,20,897738,136481,58438,22159,32435,14719,15303,22061
1711681444.0573986,84,40,2681199,113217,26338,39018,20994,28357,35263,32230
1711681445.0557601,67,69,1168887,25756,17682,27645,11776,9134,5506,6642
1711681446.0399122,51,88,2375406,87263,105203,13615,29177,14336,7500,8227
1711681447.0722544,53,93,127306,8394,4938,1401,845,1095,1178,1211
1711681448.0660815,27,69,1953453,453199,20114,10723,22511,16446,21958,9598
1711681449.0635536,43,50,406561,54595,6900,11748,11034,22438,10736,6876
1711681450.0515628,56,54,46871,22998,28042,23025,4783,13267,10454,9886
1711681451.0837321,43,35,375408,402379,34187,23045,35478,15990,21002,26890
1711681452.0506577,75,69,23107,24446,25835,4608,5584,13829,17259,8771
1711681453.0438051,53,67,9387,128645,23800,8802,8464,12542,19333,19806
1711681454.061404,44,34,415318,40408,3398,1864,5746,4242,3628,7186
1711681455.057518,81,56,7529,35674,17657,27930,13875,23005,7481,20147
1711681456.057019,74,47,71425,38815,3653,16458,11356,10200,8510,8071
1711681458.1150622,80,67,453024,18100,3000,7640,3796,3634,2456,873
1711681459.0468287,61,66,1927846,164862,60735,66010,22205,30262,6800,5631
1711681460.0417562,43,69,974032,33889,13020,2485,2125,2706,1835,1798
1711681461.0402622,50,69,150510,27959,6070,1720,2624,4987,2846,1582
1711681462.041215,41,81,14631,44150,41356,21500,11908,7990,9459,4933
1711681463.0400114,53,67,9352,34312,3133,9818,9627,9423,8113,8689
1711681464.0405474,78,66,57640,41600,2742,24438,18579,15963,12894,4396
1711681465.0683906,87,66,80058,29567,8412,1487,2796,8654,6422,7943
1711681466.065142,100,47,47551,11006,1064,2867,1446,3069,2844,4807
1711681467.0623891,97,66,13643,26194,34135,9203,8728,11329,7697,5221
1711681468.056231,96,74,23019,64527,62969,11611,30883,27717,11384,10532
1711681469.050016,88,90,22863,29924,21314,21399,16650,10682,17739,16698
1711681470.0478995,81,100,114073,60441,15556,29238,9569,13002,12648,6553
1711681471.0484385,93,78,30018,25779,4483,6410,6037,21833,11120,4233
1711681472.0461578,83,88,19252,19012,57257,5941,14105,12463,7607,9540
1711681473.0451503,54,77,1307279,487404,200149,24626,78459,15339,29399,53437
1711681474.0757458,35,60,76148,71644,11008,1815,2029,2650,1956,4122
1711681475.0753233,10,77,188865,29333,12437,16985,10416,4632,4951,7373
1711681476.1034553,10,77,762021,216578,378539,133347,148322,191384,56592,31023
1711681477.0383518,10,77,987253,281353,63379,64221,39799,36463,30627,9842
1711681478.0653107,10,77,15968,2559,278,296,454,1233,982,469
1711681479.0599813,10,77,1312851,400566,248071,33998,29280,61948,91396,34131
1711681480.0555694,26,66,92970,7126,9679,7577,5421,13056,10324,3001
1711681481.051691,37,54,134393,499126,21435,71046,28948,28857,48231,37936
1711681482.043579,40,56,677847,65827,6625,6714,6648,3101,10866,4430
1711681483.1069446,41,38,351269,85765,9545,8747,9208,8722,4700,7522
1711681485.0391424,38,35,87635,8080,5817,3376,2862,3190,7582,2795
1711681486.0392668,54,54,29290,32609,27309,12668,6966,10964,20098,10627
1711681488.0672758,53,70,64920,27479,5529,4624,4137,3639,1916,2425
1711681489.0600104,60,69,142676,14566,11543,3494,2429,7755,2648,1469
1711681490.079605,77,60,41320,25734,8165,14023,10748,24596,9787,10468
1711681491.0428877,83,63,74467,30106,12127,11341,18928,10766,15411,7045
1711681492.0395312,67,64,1973692,364105,58991,65804,40683,13752,22769,29458
1711681493.0402098,51,61,19142,53523,17024,17390,11788,6508,4813,6117
1711681495.0664127,29,64,112524,35430,3077,5944,5850,5912,2961,9091
1711681496.0611675,29,64,1174489,546721,143389,49813,91912,76810,18595,11129
1711681497.060926,29,64,907947,19184,14389,28923,12012,15676,5289,4944
1711681498.0541294,40,69,894023,52992,18986,11937,6115,5252,3309,5740
1711681499.038327,47,75,433699,17974,7028,10035,2574,4197,10263,2295
1711681500.0395532,40,51,156898,31458,2564,2773,2624,2965,2666,3684
1711681501.093968,35,57,235626,273816,42838,75839,61246,33050,34125,21192
1711681502.0406957,34,54,367012,807972,85253,358445,266377,70323,114183,79462
1711681503.0673587,34,54,1161422,461202,558044,396457,333595,108734,138713,114888
1711681505.0453026,23,43,44519,20243,1547,6058,1086,1411,1111,1365
1711681506.0704155,27,67,1080854,130922,52716,104017,23738,34485,35659,23065
1711681507.0637093,41,69,19100,43380,16508,11840,6197,18458,17324,30000
1711681508.0615084,48,88,1038047,17510,28711,4714,4158,4952,6658,7495
1711681509.0513413,66,70,380067,79393,5338,6061,18466,21283,20523,17624
1711681510.050884,66,43,132423,26209,1946,1538,3488,3369,4343,4667
1711681511.0494156,43,20,304508,525857,10404,35005,44048,25436,18647,7367
1711681512.0496259,51,1,1207889,199308,19774,24296,19138,43513,15270,23587
1711681513.0494351,53,7,479084,60081,11075,16790,12919,23630,13689,16116
1711681515.1097045,50,60,541006,69061,40758,17623,15933,20295,15704,15584
1711681516.0438378,41,80,606440,25706,1644,24101,2550,4688,4993,1941
1711681517.0550084,23,77,665894,262648,11463,57419,27293,20941,17414,6288
1711681518.0535197,26,44,309782,669079,6017,19378,15500,26562,22667,19154
1711681519.087148,44,38,15411,15183,12862,7150,19072,29002,13472,19416
1711681520.047362,61,29,56105,39068,10845,13593,6559,31070,12488,10060
1711681521.0468447,75,37,62205,55386,9136,13703,18779,15611,7646,10021
1711681522.0749245,81,54,842614,215421,48540,1909,12596,21465,21099,12434
1711681523.041163,47,35,523879,319844,15795,5110,38743,12329,23358,18749
1711681524.067734,40,41,17999,40213,15495,22314,9580,22607,23002,21843
