,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712077017.177534,51,51,555117,130983,70274,33857,49086,19254,4616,3780
1712077018.169533,34,67,337283,116707,71915,41083,15609,6768,3526,5566
1712077019.192533,14,74,2442787,488591,68031,100116,48278,20043,11106,10626
1712077020.1845324,38,77,35300,12741,3627,5237,11565,15659,3562,3735
1712077021.1765344,29,78,86422,29470,13539,16720,10857,10904,16450,15421
1712077022.2310324,41,74,120191,52387,29490,10991,11055,7031,3936,6804
1712077023.191531,64,80,40740,22480,10323,5725,7207,7157,4711,4076
1712077024.215032,38,81,100165,65562,14331,10864,19529,8154,14108,2956
1712077025.175532,30,84,3219,26502,14115,20745,13954,6802,6715,6596
1712077026.1985333,21,87,441975,58759,34883,11741,5558,3291,2631,2358
1712077027.1905317,1,77,373809,201476,22424,20335,18102,6663,6935,7993
1712077028.1825328,4,83,595943,68732,10660,38644,13093,16511,8110,5808
1712077029.1745324,14,77,9084,9008,6485,5167,11721,5235,4797,4553
1712077030.166532,34,84,17200,6051,27529,14271,4241,6357,7565,4515
1712077031.1900325,50,100,37607,14399,20420,23383,6950,6496,4793,5331
1712077032.212031,43,94,632017,70141,9148,19840,20909,9622,6538,6394
1712077033.1735315,40,93,361589,6989,4619,4069,6623,3114,627,1375
1712077034.1650336,37,74,3015,44942,10252,11229,9568,7048,3742,9934
1712077035.1885326,43,63,2141,12460,16334,7395,19689,6446,5398,2011
1712077036.180532,50,70,9359,18910,6053,25254,17789,7818,6098,4440
1712077037.2035322,48,74,58146,21055,11086,4734,1014,6904,3478,1937
1712077038.1640317,41,69,82615,28861,2888,5999,4308,2034,1843,4539
1712077040.1800325,1,43,762706,104202,22235,7269,6664,3541,1750,3431
1712077043.1865332,1,43,487455,135189,16876,18309,5948,8691,1877,2748
1712077044.178533,1,43,206779,17058,2948,1955,1778,788,498,299
1712077045.1700304,11,30,11869,11170,2320,1308,3207,4175,2121,1919
1712077046.1935344,11,21,333987,162558,6261,3811,3730,4217,1228,1296
1712077047.1855314,24,26,34050,28348,11189,6477,14013,7991,9777,7864
1712077048.1775308,26,21,1155063,212941,24816,17093,32385,10622,24890,6701
1712077049.1695318,1,24,577479,151788,26197,16188,4348,4941,4290,5864
1712077050.1925335,1,37,156320,14686,1709,1008,389,600,303,466
1712077051.1845336,7,44,9197,9896,14245,5311,4337,8555,7313,2833
1712077052.2075338,23,66,7943,19915,38953,8939,9226,11294,5514,3884
1712077053.1690314,37,80,175571,68589,70814,14625,5261,11810,13292,6825
1712077054.1910315,54,94,4997,28197,18918,14520,10548,10935,7898,8353
1712077055.183531,48,100,51638,15713,49329,4104,17284,11703,6546,6914
1712077056.1755333,47,94,54471,27854,5674,26928,6951,9012,8288,5261
