,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711220693.675463,44,53,958593,15029,8946,5927,4485,2976,1530,1572
1711220694.6918366,43,50,593445,209897,25937,16513,16887,8403,2376,4852
1711220695.6701913,41,53,81933,93488,21000,7158,3778,4786,1466,1380
1711220696.6708627,41,57,102931,44647,12627,7581,6981,3282,3438,1466
1711220698.6930263,40,38,2727214,377488,44139,28803,4199,10474,6566,4281
1711220699.6954815,53,51,59042,65757,86137,59912,46236,43562,29180,18605
1711220701.6725185,70,53,292411,39642,7823,63500,93595,51371,20518,23093
1711220702.6590228,53,57,703456,450877,61006,27194,4679,7017,11081,7489
1711220703.6773107,54,56,93761,118669,10180,10718,5347,3843,3002,4610
1711220704.6790903,40,38,109005,99515,15758,5825,4782,3401,876,1043
1711220705.6722693,17,50,213631,66894,33867,51893,3690,4988,4978,1832
1711220707.680396,37,50,718214,95976,21889,17931,24335,11625,10155,6649
1711220708.6883183,47,43,241637,86720,1209,9171,7401,8981,8836,9353
1711220709.6925244,48,11,133856,51951,4460,575,1392,1973,3475,1464
1711220710.6949103,50,30,1438171,112372,46124,23151,18383,11940,5658,17925
1711220711.6849349,60,37,591912,47816,25182,20126,35415,24313,27193,22760
1711220712.672766,51,56,1210077,224379,83270,73048,35369,15171,22772,19738
1711220713.6607869,57,74,80559,20974,9321,2355,5586,2989,8153,6234
1711220714.6951995,57,63,351257,121273,15827,11207,10095,10094,6795,3859
1711220715.6765592,57,70,617162,8567,6059,18044,11744,7470,8432,5247
1711220716.6721625,67,60,41953,42237,7917,5315,8393,7984,3931,4138
1711220717.68481,64,74,735751,167516,218758,51665,46436,25813,55695,25843
1711220718.685837,78,69,54439,10530,1062,1928,4653,4563,3050,2610
1711220719.6887715,78,66,19124,12377,14285,10182,10926,8317,7675,10695
1711220720.6813047,67,70,779460,74916,20424,4853,3616,3648,4482,4311
1711220721.6726441,83,50,23829,19406,3767,3643,2627,11281,22113,6507
1711220722.676324,70,50,625437,460987,69084,12733,31410,35961,21852,30370
1711220723.6875288,61,37,151946,52786,5013,9923,5143,5198,1830,4162
1711220724.6681547,70,40,1544781,66639,11225,25863,16327,13100,5358,7206
1711220725.6840827,51,43,624043,29347,7281,1720,3346,1326,1207,467
1711220727.6617017,74,64,1894202,117677,72237,67032,29076,29664,16045,7404
1711220728.665824,63,48,168068,233594,17973,9535,6982,11757,3651,6114
1711220729.6850617,77,37,68414,100781,7830,4837,22131,22926,20572,9354
1711220730.681206,56,37,343063,39337,7294,5986,3354,3961,1941,1708
1711220732.6729913,57,61,26268,5307,3769,14098,3408,2508,5514,4374
1711220733.6764727,51,83,252858,33822,16896,5879,2539,4811,4667,3535
1711220734.694159,47,88,208301,67658,25037,7983,16464,4186,4105,5017
1711220735.6857738,47,84,193829,417764,123699,41570,51879,36569,17074,10530
1711220736.685366,48,67,87337,93533,24939,25089,25968,17607,11921,12153
1711220737.6907318,56,74,22065,10902,20685,15928,19542,13233,7696,13723
1711220738.6783366,66,75,74041,140920,78783,17080,14456,32877,16702,17864
1711220739.6808958,74,81,56324,20680,11060,5253,2907,6237,5611,4255
1711220740.671219,69,84,1812378,162151,66616,53558,46214,23618,15991,7947
1711220741.705059,53,74,443156,91022,22481,7385,6041,3488,7181,4517
1711220742.6771424,48,74,380741,147446,69267,19937,14876,17443,19817,22013
1711220743.6787777,48,63,784012,78656,18854,7140,8570,17678,15865,3201
1711220744.666559,56,38,38181,27863,643,1883,3509,7236,10204,5547
1711220745.6634142,67,56,682650,8429,9979,7743,1869,3353,1037,3388
1711220746.666652,69,60,24463,16941,13568,2306,3017,3111,9713,5587
