,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711215832.3272383,30,50,174464,23982,10176,11469,16337,2448,1558,1307
1711215834.3144343,20,57,59560,42583,7424,3837,1747,1561,1533,659
1711215835.3364437,41,56,5007,6884,5219,2759,3919,6017,3125,2786
1711215836.3337674,38,64,47809,16599,23819,4650,4819,1888,1389,927
1711215837.3204508,43,41,15519,10296,6849,1034,1914,3496,825,751
1711215838.3248973,53,40,27957,111460,15128,13078,8707,7857,2674,1721
1711215839.328844,21,30,152530,4021,1068,658,1618,281,202,236
1711215840.324127,16,1,162628,26251,2705,2384,1943,643,780,313
1711215843.3301592,27,1,1809862,351807,7900,31401,19009,22120,12619,11715
1711215844.3377652,40,1,163147,20505,6196,1721,4558,1521,760,433
1711215845.3157096,30,10,45288,30044,6886,2257,3349,1826,1549,1413
1711215847.3320053,21,29,127839,68819,15660,9339,3941,5560,2487,840
1711215848.3288517,30,24,8147,37390,4922,4926,2035,5339,1500,977
1711215849.3331923,40,24,124232,22300,3407,4851,6536,2332,1521,1231
1711215850.3354144,50,48,23168,26682,22613,21314,38136,12347,6615,5733
1711215851.3142912,66,50,70786,15725,3687,4810,2840,4720,1534,1208
1711215852.3180625,56,51,294275,53113,10776,4499,2924,3808,1671,1847
1711215853.322486,64,54,34982,41078,5194,13851,10388,8894,4560,1921
1711215854.3422058,74,60,57256,9599,11106,10711,5223,10353,11436,2924
1711215855.328985,67,51,245444,5542,608,2563,7795,1306,946,583
1711215856.3255303,78,56,345295,12903,3858,2402,2513,2182,1643,1625
1711215857.3290572,83,51,6946,3822,357,1331,2170,1210,1208,1176
1711215858.3243775,61,24,35752,57982,1920,4275,2330,3677,860,1128
1711215859.3217628,67,27,92071,14004,4686,1824,3073,5434,5962,2499
1711215860.3139272,87,30,4366,4960,785,10232,12769,8104,2669,3680
1711215861.319279,75,56,10669,12008,23239,15674,3361,4164,3684,4699
1711215862.322123,94,64,13141,5930,425,1289,976,1965,528,1114
1711215863.3101509,69,63,63316,7146,1309,1374,1010,365,263,160
1711215864.3219118,57,64,29362,23727,4461,19128,9683,8620,4387,5609
1711215866.3210716,23,40,178834,52210,5243,1735,1040,663,593,1735
1711215868.3290708,14,40,43091,37004,10343,11658,18398,5601,4660,2623
1711215869.3152544,20,53,154502,45908,42590,26162,6592,10515,4061,3752
1711215871.3130322,29,30,38930,35972,3047,2434,4989,921,774,702
1711215872.33584,27,34,120359,53702,11396,24285,26643,6385,7286,3834
1711215873.3172114,17,11,247380,28120,2862,2837,2722,1351,1051,1160
1711215874.325453,14,21,47437,53164,6174,4033,4620,1600,1467,876
1711215875.3296227,27,41,212788,18035,7301,8141,2812,2329,1430,1207
1711215876.3169382,37,48,4641,3963,522,4962,1139,1715,946,1013
1711215877.3250947,29,48,65731,62991,3008,9012,1941,1454,872,1100
1711215878.3386505,26,57,109442,27381,10863,1822,2671,707,916,522
