,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711229621.4759936,51,43,1294152,41331,13097,10580,19030,9515,2485,6727
1711229622.4609473,34,30,2170815,868031,68050,70708,124355,21847,16814,19184
1711229623.4526157,41,37,753132,18992,3474,4407,1643,2839,2848,2601
1711229625.4755647,70,48,32022,35017,7605,7652,12416,17791,8138,9087
1711229626.4550793,100,78,362565,21806,32920,5702,20628,9478,10663,12820
1711229627.4825144,100,75,14548,11845,9405,2984,11730,17772,9505,9280
1711229628.4603837,90,53,49870,27147,4159,2579,2088,3567,4962,4083
1711229629.4568439,81,50,81892,8596,923,2019,3787,2907,1962,3645
1711229630.4536593,94,44,4375,9854,8236,8979,3743,18819,14220,5996
1711229632.451784,96,66,10368,6061,2731,10784,4166,9668,8946,18564
1711229633.4637816,100,84,21641,12422,6149,9221,8914,9018,7654,10624
1711229634.4441667,94,63,1812,7851,346,2011,1751,5013,1632,2561
1711229635.4708776,100,67,17478,9943,2896,9913,8045,12789,5727,6527
1711229636.4582698,93,60,49964,17017,5386,5841,5180,3358,5877,3381
1711229637.453891,97,50,16540,21464,3205,21070,23626,24129,13764,27987
1711229638.4751332,74,56,341730,151490,9091,38392,45139,11787,10621,3446
1711229639.453597,56,54,34706,11707,2711,4217,4256,2606,2150,3169
1711229640.4500377,64,44,218732,115208,27273,9640,20779,39775,13446,16563
1711229641.4534082,64,60,152803,4644,5526,13018,6295,13074,10440,6881
1711229643.452379,93,75,56485,56147,20730,27660,7423,19557,6808,19988
1711229644.4562588,94,87,13815,16101,7900,5671,4117,9061,17371,23929
1711229645.4532485,74,66,46248,101719,19659,12189,11144,12408,8888,6123
1711229646.4776216,53,60,158886,64512,1336,18269,3138,6281,4714,1094
1711229647.4738412,61,40,82054,31869,7430,3986,23298,17019,11171,10665
1711229648.4699461,64,40,33916,14198,12718,3396,8404,11476,8204,8911
1711229649.464869,70,40,9132,43144,12610,5959,21089,10204,24316,10353
1711229650.452993,64,21,500519,113586,5729,1236,4215,4882,7859,4429
1711229651.4559379,50,29,112901,24099,3785,2075,412,3569,964,1644
1711229652.4686265,30,24,1105570,201521,34610,25078,7271,22393,42863,40636
1711229653.464358,17,29,858470,208640,42031,28296,26139,13722,34082,18479
1711229654.473893,29,63,75866,95141,33478,31771,12615,17105,19820,11380
1711229655.4700608,34,81,448908,52736,37314,13942,3002,14991,10051,20815
1711229656.4606783,44,70,504173,93286,14125,2940,17445,26200,15616,18471
1711229657.4694848,50,84,611515,72412,74931,6768,26729,11909,7801,9429
1711229658.457788,50,93,368695,11944,12152,5852,5730,3330,2481,2444
1711229659.4532704,38,78,947639,249909,70864,24337,71118,17598,29736,23110
1711229661.4755485,74,74,3188,21949,4205,11309,15603,19621,5387,14633
1711229662.4726188,80,61,10503,34790,16352,7898,9526,13281,10782,8007
1711229663.460054,100,75,7074,10173,14643,5900,7424,14734,22310,11896
1711229664.463263,100,81,12281,5296,5069,5638,11778,14058,9498,10511
1711229665.474602,96,93,7883,9189,4904,7804,5265,3854,10398,8366
1711229667.450698,100,93,3161,10221,10373,10789,6323,14372,10935,4629
1711229668.4549875,100,97,11740,25297,12882,11549,4891,25840,5426,5049
1711229670.4531362,100,87,91618,22823,1724,3439,1280,3169,2430,1670
1711229671.4497688,83,77,83149,6964,2733,1868,4097,1305,2322,2733
1711229672.4654362,54,70,595504,428305,101149,33072,8838,26192,47606,18521
1711229674.4613533,20,60,153051,42174,3123,2216,739,1756,1107,1625
1711229676.4429371,10,67,105633,41364,10256,10206,15584,3946,2222,2535
1711229677.4555473,10,70,1562335,33098,8963,18495,13310,6397,13253,4970
1711229678.467354,40,88,52842,18750,10616,8355,11897,18671,8418,14970
1711229680.4405224,75,77,191210,44246,15688,3781,9645,8588,6644,2814
1711229681.452419,70,81,637907,68634,48070,25920,31271,10376,6315,11987
1711229682.4559152,48,77,841575,189128,46227,34721,37206,19551,10265,14047
1711229683.4589038,44,84,28597,18292,12927,6999,12082,9975,13500,11013
1711229684.455835,44,100,31733,7414,6483,4748,1353,2732,2714,3528
1711229685.4589462,38,83,674809,183281,32750,5129,7932,8502,15380,5615
1711229686.447158,41,94,114425,20766,7432,14636,5001,3886,9321,6050
1711229687.4421048,13,69,159570,217871,7836,14429,9157,4410,6204,8343
1711229689.4741013,23,57,1267621,1111167,237644,49230,255062,71038,61692,47815
1711229690.4601562,41,38,245560,52327,8440,9701,14482,33664,7421,24393
1711229691.4729466,67,63,22196,36157,7186,20817,4579,14889,16390,8791
1711229692.4607882,63,54,1369178,174603,5225,45506,17549,30790,22878,17135
1711229693.4480054,63,60,1107360,31672,4271,7511,8857,2545,2098,2942
1711229694.4604723,30,60,400936,114885,19088,3896,2845,3893,5088,8243
1711229695.4479723,21,53,456775,296606,49649,106966,159335,33850,22261,33299
1711229696.4530764,10,44,1716001,480373,49253,36791,146052,30503,47244,85331
1711229697.4870033,7,51,550303,19237,3058,6190,3199,1239,3642,2214
1711229699.4684732,23,64,134099,38048,6657,3202,2421,5686,6304,3838
1711229700.4576592,26,70,511307,223037,63093,23267,40485,20820,23923,27348
1711229701.4600818,51,66,27115,37609,17769,14158,13160,29688,12468,28646
1711229702.471034,43,50,1737254,2428492,660714,768921,188001,153006,243926,187115
1711229703.4362743,34,56,102528,21604,3896,3607,1227,1466,1131,1659
1711229704.4639003,51,63,57243,15270,10190,11393,8366,15236,7500,15107
1711229705.4673107,51,54,33618,28728,6878,6108,14062,18047,12007,5580
1711229706.4727347,74,43,112110,14256,1592,2034,2919,5246,1852,2105
1711229707.4573476,75,38,331277,25372,334,7395,7228,1817,3071,2587
1711229709.4730742,44,40,93509,78726,16456,12889,9199,11536,7227,5379
1711229710.4759936,44,56,21251,16772,14365,10651,2464,13215,17476,11344
1711229711.4488366,66,60,4366,19046,5504,5507,5224,11463,9527,15595
1711229712.4724905,77,70,1540378,5971,7362,29321,13975,12099,7497,4906
1711229713.471919,84,81,18710,17229,16238,9000,7465,8903,7599,4140
1711229714.468873,93,60,137660,7138,467,1544,2627,5894,3590,2210
1711229715.471422,84,67,63236,32144,15916,16735,9046,13268,12221,8803
1711229716.4505231,77,53,66316,21404,2451,6016,3543,3639,3038,1737
1711229717.453775,87,44,102415,19881,7147,12677,22211,16463,8591,12540
1711229719.4536371,38,48,214914,205087,49997,9215,21206,8855,10353,13924
1711229720.4507625,27,51,130185,73610,26816,14759,14514,5765,12922,6413
1711229721.451787,7,38,1088835,131672,7771,10646,30966,10395,6594,2096
1711229722.4408767,7,24,43958,50657,3119,3677,2802,3087,667,745
1711229723.4608827,24,30,42749,4371,459,2270,631,1027,691,338
