,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711226917.2372098,51,30,9818,4148,1017,4163,5446,5083,2175,1310
1711226918.2329993,56,23,1733,33191,1968,20544,13651,11526,1509,6258
1711226919.2349932,63,4,313177,80576,8501,10948,10712,25354,10368,8520
1711226921.2265525,44,1,719924,106522,7448,23561,25682,6195,2056,1448
1711226922.2228088,41,1,192996,103869,14713,30231,23375,24770,18376,5605
1711226923.2264209,47,4,754987,59351,69443,84873,118661,88090,11814,3467
1711226925.2264884,34,14,130037,64486,13566,5590,4006,2182,1733,820
1711226926.2308352,41,21,126873,5246,2693,3395,4145,4919,757,636
1711226927.2460797,35,20,243454,47868,29638,10082,16361,15471,5915,3097
1711226928.23383,26,24,740818,57891,15318,3727,8568,2488,1013,945
1711226929.2390876,41,27,34943,45771,8939,10571,6229,8334,5208,8725
1711226930.2287588,44,17,34540,22266,2303,9759,5981,20949,14777,12554
1711226931.2389634,51,26,23756,8540,9797,14851,8596,12310,4184,2657
1711226932.2349923,63,35,60876,15399,4503,5015,3210,3187,727,1894
1711226933.261728,66,60,10420,18520,14395,47122,14308,14724,7178,6256
1711226934.226205,54,77,22245,46378,18691,24437,8455,15132,8155,4964
1711226935.2304106,57,67,8539,7858,12762,5340,13382,12087,6138,2894
1711226936.24527,60,80,4589,12266,14633,10115,8985,5720,10422,4437
1711226937.2446187,60,61,30714,55032,16290,17996,4452,16311,4520,2658
1711226938.2381363,50,41,694902,196141,18283,28490,33576,14478,11674,5004
1711226939.2428477,44,37,13191,8878,1887,3267,1861,3560,4075,640
1711226940.2384543,44,4,15917,12904,267,2347,1722,2334,4055,1224
1711226941.2367845,30,1,1055964,193290,27679,30648,18159,13122,9330,5827
1711226942.240305,41,24,82189,20235,33667,16668,19493,11777,12015,9447
1711226943.2427504,38,27,17234,24549,4175,17940,16509,7924,7692,7255
1711226944.237825,35,29,86958,73612,12414,4888,24794,11092,5760,2147
1711226945.2394166,47,44,13383,13060,17326,6569,12578,6414,10010,7738
1711226946.2360518,43,35,156336,37641,6970,30426,22737,9347,12729,6141
1711226947.2094758,50,41,2781,3133,651,3437,521,2515,2004,2240
1711226948.2353482,48,63,34776,14765,14134,6754,14847,3739,3007,2530
1711226949.2312806,69,38,4762,1682,2919,3201,10483,23177,8294,4519
1711226950.2438123,74,37,24636,9484,7221,1800,2553,4668,915,2025
1711226951.2464683,66,24,226960,14053,2045,4313,2466,3674,1640,569
1711226953.2236216,41,48,166416,8318,3737,657,714,1668,987,1827
1711226954.2403464,41,51,21752,36437,12891,26158,10371,16412,5932,3893
1711226955.2456663,27,60,110590,14506,5451,3374,2064,838,273,458
1711226956.2476156,27,47,52163,55861,12575,18873,5616,11569,2866,2433
1711226959.2130423,53,50,1330284,30188,10810,16864,18855,12551,2811,4937
1711226960.23291,56,56,31087,9435,1422,12561,4093,5243,1196,702
1711226961.2502162,57,48,11294,8956,12626,18682,42315,16221,4324,4257
1711226962.22314,54,63,74776,15840,20213,16508,6639,9459,12168,4318
1711226963.248595,47,53,104358,45999,6027,7983,7668,5304,690,755
1711226964.2208524,50,48,50251,17143,23191,11253,31364,15639,3290,8236
1711226965.2243423,47,41,17630,17462,5781,5036,10120,7889,5932,6617
1711226966.24416,48,27,4749,2591,2593,2413,4229,1749,1247,1161
1711226967.2245126,51,27,611101,88011,12111,15303,23112,15800,9840,8559
1711226968.2358367,47,11,40685,49355,13286,6115,34952,11608,10857,4285
1711226969.2330408,40,21,60040,8481,2411,5288,4237,2186,882,823
1711226970.2209406,27,34,14571,19714,1873,24917,2602,3047,1091,786
1711226971.2463937,29,41,169792,86756,11855,36100,33096,20700,2236,6575
1711226972.212237,30,35,443554,68649,9234,3574,11015,14411,6754,6600
1711226973.246198,40,29,4716,6324,603,4346,1468,5011,1937,1183
1711226974.2089198,54,21,240634,23523,9720,19645,7600,15935,7461,4529
1711226975.2366884,54,17,863756,108858,26564,10531,9281,21131,9271,4579
1711226976.2553542,50,29,207263,47623,5847,10271,3276,6910,3053,1056
1711226977.2367866,37,13,574384,133391,2590,19751,15004,13389,10572,10861
1711226978.2323802,30,29,714599,20937,32618,56346,6597,18649,7509,4859
1711226979.2294805,23,30,210639,48672,13401,5260,6605,4229,1085,1521
1711226980.2453697,20,53,107164,47507,78322,11132,30513,8454,4627,4750
1711226981.242848,20,78,20635,47447,38751,20087,33469,10125,5976,3648
1711226982.2220452,3,50,350258,93668,22835,8796,8774,3162,4147,3558
1711226984.2287982,7,13,50221,21962,1275,1597,1905,6002,2117,705
1711226987.224779,41,48,133999,10602,3984,3183,4416,3755,1926,643
1711226988.22928,24,56,366550,56857,4253,8908,6181,2220,3829,2319
1711226989.2222638,40,61,28425,22689,18631,13451,16408,22833,12224,8826
1711226991.2299504,21,54,108908,74841,36669,27386,30840,13336,12065,3277
1711226992.2514381,37,53,10760,15955,1701,2652,6973,3741,2506,1879
1711226994.2497594,44,67,14265,26865,5930,15435,19281,20769,15839,6869
1711226995.222671,50,54,14713,36573,2405,8897,17086,8066,25456,5253
1711226996.2437918,57,66,4914,6893,11627,5778,19787,12785,15488,5635
1711226997.2443485,64,54,15701,14990,5517,10515,12329,10980,13892,6029
1711226998.2395375,66,61,112430,11335,2377,13984,5537,15042,11708,6787
1711226999.2424316,69,80,31821,7340,17800,32569,30948,18009,17094,11503
1711227000.2307677,67,83,7608,26353,14169,29795,6817,28292,4412,5319
1711227001.2422526,77,83,6682,5253,14176,9139,23671,26292,4481,5056
1711227002.2454803,54,91,151059,26146,21636,9978,3904,2650,1071,1825
1711227003.2438478,53,83,15476,4134,1427,2270,2024,1868,1328,1654
1711227004.2303598,51,87,164568,28067,28169,43936,35053,32092,13842,7644
1711227005.2254517,44,91,3640,4696,816,6652,1473,4485,2006,2408
1711227006.2278109,53,69,679879,130872,16517,8057,13629,18252,11925,5483
1711227007.24631,44,64,75031,23264,1150,8359,6733,3245,757,946
1711227008.2428324,34,50,2243,29162,4223,2982,2877,3162,2102,370
1711227009.2350838,23,34,112009,30036,3802,2879,4028,3829,3148,1260
1711227011.2301526,11,34,316482,277157,29857,23949,46389,13862,7065,3118
1711227012.228831,11,34,934830,362996,48185,42848,16325,42026,17029,14047
1711227014.2193205,16,61,108549,11903,6980,20464,12558,2453,1440,1756
1711227015.2291427,11,70,1996952,260794,65278,41515,9431,9761,4316,2152
1711227016.239752,20,83,388891,15865,15728,16722,21778,11774,2893,1974
1711227017.2400935,16,83,1112960,260767,79963,59540,24085,37733,17920,8349
1711227018.2383466,21,70,53837,42665,19163,6935,18349,8223,5816,4155
