,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711221104.1183262,51,51,879365,32670,19692,13309,7297,5460,4928,7590
1711221105.1032097,75,54,641260,282826,84757,47159,19033,69864,40061,24843
1711221106.0961556,90,60,1150043,139688,52046,38994,40470,24264,9343,31084
1711221107.0955145,93,69,591112,164625,96189,25392,13331,12850,9257,6148
1711221108.0948405,100,53,46426,2030,452,3460,6310,6890,3303,4703
1711221109.1043406,75,50,913932,278915,77068,13386,8444,16025,10702,25073
1711221110.1018198,60,26,91687,22252,1236,895,2497,1775,1522,1132
1711221111.1060085,67,8,32025,12648,1480,2101,1969,4785,4139,4632
1711221112.102458,37,1,151236,187313,7047,3374,3235,7143,4616,3708
1711221113.094613,41,1,29535,26648,1207,2752,2953,2223,2971,2652
1711221115.0942297,20,20,85745,7116,2827,726,1078,619,841,1668
1711221116.1052573,26,44,60488,180652,76210,9072,14270,18469,12530,17500
1711221117.1095872,34,60,49156,38946,22423,5958,15774,10456,6599,6484
1711221118.0893056,56,61,12177,4169,542,1787,2795,3270,2216,2482
1711221119.1175413,83,61,15572,2639,4141,3557,5106,14301,8404,12146
1711221121.1025286,100,60,67973,48145,17379,5428,3537,8664,6078,3388
1711221122.0794828,100,50,79616,11064,2367,772,4717,11951,4546,3531
1711221123.1079628,100,50,227031,21237,4369,3101,1424,1011,269,215
1711221124.1062603,83,54,71004,62232,29863,12279,3646,7136,3704,2719
1711221125.113607,74,63,51586,24319,15574,11140,3729,14444,24128,21059
1711221126.1093843,81,63,35356,14698,9436,3357,6191,9645,2808,2974
1711221127.1062095,57,83,204495,291365,123496,57404,38312,25879,10699,18065
1711221128.1020582,77,83,2925,4414,4072,7072,4119,9566,9128,5074
1711221129.098212,78,77,7857,17620,11486,1952,5760,10846,19218,12635
1711221130.0923717,67,64,1177940,362439,28014,38769,42868,52855,4248,13077
1711221131.1044588,67,60,1284638,111416,36255,20986,19508,9166,6450,2798
1711221132.100802,50,70,19433,19149,24296,13225,5207,4011,2860,2928
1711221133.0869725,37,61,108020,45770,6056,4759,10984,3980,1871,1770
1711221134.1067884,27,70,689511,287590,73595,40458,13271,16864,9960,11147
1711221135.1105537,44,78,19065,6766,2930,13595,13100,7501,13675,20224
1711221136.0923183,48,53,365977,23456,4660,1530,4228,3518,1276,889
1711221137.0944266,74,56,98134,17911,12450,11647,21622,56144,17073,12779
1711221139.1207836,57,24,113592,136389,4878,7590,10911,5962,2354,2643
1711221140.0822802,63,23,90459,16231,1737,4012,13709,4267,3729,3436
1711221141.1076198,41,23,90482,143321,31002,13542,8279,16261,3327,7488
1711221142.118504,37,30,1684471,173020,49082,44591,22019,13708,11052,16581
1711221143.1038666,41,56,609010,70936,30084,23973,14548,7428,12173,10355
1711221144.11515,34,75,1942961,206787,159168,38200,64304,33107,14056,18712
1711221145.0983956,35,96,741851,129814,215140,86234,20898,46047,55221,30214
1711221146.1184764,40,96,857472,295685,93226,60643,58928,37717,45799,19818
1711221147.0988996,34,70,2021790,625514,26934,30762,22072,16398,23180,18081
1711221149.0882242,34,53,82694,33631,7838,8486,12617,3147,2549,1541
1711221150.1070604,34,56,1785555,80279,56563,4265,17283,11626,9739,6906
1711221151.1036615,48,77,1318051,355753,169116,56600,82141,83511,35339,47837
1711221152.108549,40,70,668510,139993,40189,37270,32781,12932,21169,3721
