,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711223545.557157,37,41,89132,103542,10145,8174,2848,10479,4414,1813
1711223546.5333428,40,64,126201,7683,17173,4740,1303,5346,3656,2357
1711223547.5601099,44,75,31436,24323,20121,9637,22477,10855,15445,17459
1711223548.526811,37,69,903822,198534,24867,19047,27888,14107,18991,10190
1711223549.5578218,48,67,612761,33743,3282,13747,16371,11554,7867,10547
1711223550.5442615,43,51,312726,42670,8482,19519,17823,9135,3990,1817
1711223551.5647657,41,41,71090,33113,8869,1761,3872,6250,2421,2756
1711223552.5586727,53,66,26270,18535,24514,34864,20871,14122,6301,9575
1711223553.5338745,27,56,1141011,784874,61541,50356,7353,16682,10447,9368
1711223554.5371015,24,63,127597,3731,1906,2806,2706,844,926,756
1711223555.54224,21,75,213879,151268,90831,37127,39247,28617,16769,6402
1711223556.5577798,11,57,567138,194138,19039,51047,21005,19603,10358,5606
1711223557.5391135,38,69,63935,22023,1532,11424,7503,9376,7491,5188
1711223558.5282629,43,48,40372,26449,2353,2688,5956,4691,1114,5243
1711223560.5565152,61,61,60747,9613,7497,1687,949,1600,646,517
1711223561.5462494,43,66,212540,308459,118900,32718,29539,21737,14333,16023
1711223563.5461812,10,69,833445,42600,24484,21234,10599,4549,5882,2430
1711223564.537222,8,57,50845,108918,33458,15249,8395,10198,8139,3145
1711223565.5521743,7,48,395951,50740,8754,2161,2865,2553,1938,2794
1711223566.5380998,4,78,374014,121447,155633,164957,59429,28309,18502,10765
1711223567.5505545,23,53,266557,27562,479,4289,5887,8317,3961,4004
1711223568.5593245,11,43,1106078,864775,131542,27462,52965,17756,11792,13502
1711223569.5585182,4,44,1319399,106237,1640,26261,7848,2581,3066,3628
1711223570.5543253,4,11,742881,288243,27743,7902,16904,15745,16093,8447
1711223571.558881,1,21,46335,12425,3559,1496,4559,3207,467,795
1711223572.5545583,16,16,171173,14802,767,1115,1342,1487,1180,575
1711223574.5607293,44,48,103743,28494,4439,6833,1391,2575,684,797
1711223575.546401,37,63,1508594,105412,62350,59501,28773,18218,21026,4626
1711223576.5454357,34,83,37253,33458,3513,15259,5052,3128,2739,1794
1711223577.5404391,24,69,1098758,25293,6967,3580,6080,3490,1843,901
1711223579.5394652,21,27,2529448,1757897,131531,231769,166025,227600,21793,23718
1711223580.5198107,21,27,592291,14814,661,1545,2562,3919,1026,2075
1711223581.5401535,24,17,880721,113292,10413,21183,28307,13330,7575,4307
1711223582.5425937,27,38,199628,57340,116007,11649,18388,24078,6379,5106
1711223583.5518432,40,61,1112842,17284,3676,8412,3235,3702,5902,1508
1711223584.5250974,27,60,442197,181494,20930,4546,5056,6842,4048,2762
1711223585.5369449,24,77,512052,63742,39168,15851,9743,7228,5970,4246
1711223586.5471923,26,78,88156,7326,14122,16319,5365,5852,1967,1798
1711223587.5578732,40,77,47307,15426,3344,18284,12533,17188,4688,8655
