,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712075305.8890412,44,53,549345,15569,12398,3379,4841,1494,2557,765
1712075306.912043,37,53,73860,45683,7125,5653,4539,1761,2089,802
1712075307.9040432,37,53,2087533,270267,46268,29791,24173,13171,4781,4129
1712075308.8960423,60,67,802107,12022,16653,15113,18165,7146,3374,1959
1712075309.9190407,78,54,301539,20887,3018,4776,3218,7430,2285,1749
1712075310.9110436,97,61,280542,29887,6098,11941,6064,5787,3455,2023
1712075311.9340436,100,54,694414,50463,3574,7624,12808,4145,3641,3004
1712075312.894544,69,51,2740995,159950,81673,40062,24059,11113,10714,12194
1712075313.8865457,41,75,1992940,222353,450226,116094,55153,34349,88938,28769
1712075314.9100428,48,84,1390420,24488,30578,14669,13023,13134,2369,1624
1712075315.9015417,67,93,2050173,100211,33267,34948,99429,45067,27080,16775
1712075316.8940437,94,88,93877,7608,4410,1848,3702,2885,1274,658
1712075317.885543,94,67,772583,69804,14205,13020,10096,3925,1619,1415
1712075318.9090428,87,64,403157,22176,11552,16676,10973,6572,2720,2008
1712075319.901043,87,64,1270706,127866,31455,48939,24330,22938,8822,3759
1712075320.8925424,57,66,793086,41383,12338,5949,9930,2755,1692,1654
1712075321.916043,21,57,800314,119293,2051,30592,17018,3351,2857,1728
1712075322.9080415,23,51,198641,24315,3900,737,1942,1417,562,597
1712075323.9000428,14,48,24236,2674,4604,1005,5372,723,670,452
1712075324.9230423,40,51,200416,13253,1625,6774,3650,4278,2641,1239
1712075325.8995445,57,50,1517876,415992,39416,47983,38939,36463,9916,9136
1712075326.9225411,61,50,1585921,305607,42330,28926,51279,22349,17631,7430
1712075327.9145439,81,51,358579,22513,10640,40137,29240,23273,7764,4601
1712075328.9060416,56,53,440996,484421,257641,30888,71807,32925,12529,7571
1712075329.8985424,54,64,89912,14736,6908,8473,14758,1973,1257,1280
1712075330.8905444,66,70,1371159,84547,24883,9090,11770,15477,8385,2313
1712075331.9130437,41,67,351405,50805,15057,17600,10065,5388,4356,1010
1712075332.9055405,51,61,1263981,75894,2136,30342,12559,11068,13635,4281
1712075333.8975425,60,50,113023,51576,6303,5014,1584,7294,1818,700
1712075334.8890555,54,41,292086,21665,1720,2466,5292,2490,1025,879
1712075335.912543,60,43,879584,207865,87299,74556,69788,31036,23602,7053
1712075336.9040415,64,38,916991,94016,10527,18697,27482,15721,3543,5920
1712075337.9275415,56,34,744599,69171,6400,4242,4207,5583,3182,3015
1712075338.8885417,70,56,858484,3492,11644,17175,15760,8828,6300,3204
1712075339.911545,67,43,1121267,246840,14525,27208,23297,18860,23886,4773
1712075340.903542,75,50,144986,65698,24757,32100,52173,24942,4846,2307
1712075341.9265413,75,64,358179,90422,29267,26289,8694,9797,3757,2025
1712075342.8875434,61,57,234993,42237,21292,13154,8764,7985,5712,1191
1712075343.9415438,74,57,2326426,245235,39722,5933,13626,42608,24424,52972
1712075345.8945434,64,48,1216276,66104,11523,4763,8659,4401,1734,2009
1712075346.8860433,63,54,186066,13597,10914,13256,5243,3503,1084,1220
1712075347.9090414,38,56,795889,334507,53182,13616,69848,11353,9068,4356
1712075348.901543,40,57,107423,53754,27574,5486,15627,14818,5100,5348
1712075349.8935418,37,57,82307,156505,27617,6511,15443,7747,6800,2639
1712075350.916543,38,41,163117,130899,20472,27491,24441,15678,8650,6279
1712075351.9084177,51,48,251519,152456,9407,45037,20452,13424,6810,4138
1712075352.8999188,35,54,95686,37077,29052,10564,7729,4921,5893,4835
1712075353.9229174,43,63,348421,62636,23293,7589,9954,6727,5382,3911
1712075354.9154212,57,60,120430,41198,5485,9519,9935,15020,11539,4267
1712075355.9074192,67,54,1073834,89274,9133,14697,22062,14721,5235,4273
1712075356.9299188,60,29,794709,500415,46912,9188,11409,18438,5296,3209
1712075357.8914227,60,26,297046,57619,11773,13451,7967,6321,5657,1953
1712075359.906417,27,21,663130,68362,2589,10448,9453,5957,4081,2712
1712075360.8984182,38,35,204984,92779,17341,18405,18441,9193,4220,6807
1712075361.8899171,41,37,94310,60074,17771,14563,12630,8031,7502,4209
1712075362.9134169,34,51,454366,88519,30364,16344,4000,5358,6162,11594
1712075363.905418,34,67,130756,33988,9237,17615,6385,4415,10402,4487
1712075364.8969197,38,80,1031610,72788,15059,62820,19156,13713,16263,10973
1712075365.919917,16,78,723078,192686,45656,30254,29182,4369,8254,6220
1712075366.912418,27,69,199724,53614,4787,13096,13347,5273,3378,1799
