,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711219236.2731862,41,47,213762,50289,30611,4518,6792,12888,6224,2569
1711219237.2770667,41,27,346871,87037,11142,8492,28329,12550,10961,3313
1711219239.265434,48,27,19535,12442,4900,2479,2501,9265,8914,2715
1711219240.2612522,47,16,493676,59744,5203,12173,4587,7834,1495,709
1711219241.2883403,60,23,7962,10666,2491,3683,6035,15674,10725,8346
1711219242.2844143,61,37,2127189,415083,152209,69557,10017,37572,23540,17690
1711219244.290632,53,60,248732,12683,6872,26701,5951,5726,10091,6255
1711219245.2871847,35,61,1250234,45960,6158,9465,21866,4249,4588,1009
1711219246.273371,38,43,453928,148565,23134,26362,9175,22239,6613,3021
1711219248.266623,37,3,287508,45858,17921,27475,80015,11300,32503,8942
1711219249.2697773,47,21,50554,23270,7488,23806,14517,17872,22541,9186
1711219250.2739675,61,11,84273,3340,1108,319,2276,5551,2832,2514
1711219251.2765255,60,23,588804,378598,63639,50853,27019,36714,13607,19132
1711219252.2648563,70,38,17491,2825,2276,7563,2462,7315,2705,3758
1711219253.2682571,66,48,277573,111003,208832,12048,21968,60010,18370,22931
1711219254.2741523,47,48,120804,69924,3333,6608,677,4018,1393,956
1711219255.2681756,47,56,2238580,417347,167190,37730,9028,38379,19786,9680
1711219256.2726586,30,30,44266,148693,21835,4829,2500,10451,3945,6044
1711219257.2748444,20,3,1346708,115510,17454,8197,6079,3975,2837,3831
1711219258.2890182,20,30,832348,269523,218788,54229,91672,31741,42828,14179
1711219259.258771,20,30,293289,170184,41280,16076,43977,64247,18079,9565
1711219260.2930505,23,51,747568,16382,25366,8022,4546,5351,4520,1937
1711219262.301739,20,78,343874,46534,77239,10038,3791,4549,4182,5862
1711219263.287308,17,53,776529,39983,4469,2243,4777,2197,4516,1898
1711219264.2755423,14,34,59562,25049,9299,3651,4614,2890,2480,709
1711219265.2700503,16,53,120621,91131,27954,6516,6226,5388,6122,4681
1711219266.2678862,29,29,10371,6830,1485,2480,3789,2496,2589,3215
1711219268.2511134,29,23,1141057,109683,25287,18419,16943,9075,9634,3106
1711219269.2638185,37,41,1316589,203295,295807,61440,41681,67529,22003,21341
1711219270.2800071,30,48,639713,38664,12586,11076,5765,6604,2385,2601
1711219271.269321,34,67,220675,70709,37310,6481,6107,6904,3966,3045
1711219272.2720203,51,63,10520,1870,1494,2062,8919,4950,2506,3990
1711219273.2901447,50,54,421323,32098,4743,23519,3557,6107,6356,4862
1711219274.2869096,51,47,231093,37675,4585,19738,36752,9158,12767,6671
1711219275.2767475,54,51,134196,38773,14140,18841,6560,6866,6767,3165
1711219276.2738674,40,47,1256251,402684,36191,34732,27555,50136,39899,16149
1711219277.2747378,50,38,292168,18743,2916,13711,8532,15274,10440,2751
1711219278.2784212,48,61,128530,12012,7718,13013,4190,3409,3223,2781
1711219279.2721267,48,47,667665,94414,19075,13043,7788,15209,16204,12133
1711219280.268551,51,54,168513,38964,7845,6941,11962,8471,8624,2796
1711219281.2645743,50,54,8847,19361,14122,8763,18578,12802,17811,22492
1711219283.286969,63,37,423161,312643,127035,24415,64604,45756,65153,22518
1711219284.2678149,64,41,1334647,27507,13760,4867,18990,8936,4662,8285
1711219285.272083,50,41,167727,295375,92669,62426,18900,15164,14783,8457
1711219286.259586,34,63,927998,15585,21485,6284,9598,3577,2663,5493
1711219287.2806494,30,69,1817391,400192,162188,103530,25587,48847,41380,27282
1711219288.265698,27,70,783151,95636,30954,20928,16724,16737,28425,37661
1711219289.2848854,35,77,1290178,182763,101327,36223,25625,30413,16397,10166
1711219290.2885447,43,64,56715,23721,12245,13944,14776,15188,12554,11260
1711219291.2599354,48,47,109736,47204,8450,3938,8486,7536,8379,5272
1711219293.268818,56,63,481349,8277,4644,7872,3451,3031,2445,1281
1711219294.2818742,53,57,32983,44379,19403,3959,8466,13545,2942,1113
1711219295.2914777,47,64,1214209,66336,13021,13277,12159,4027,1901,579
1711219296.286884,40,56,64762,69499,17540,15983,5174,11833,4172,4129
1711219297.2653906,41,48,336744,23209,11062,9350,8181,7913,2720,2738
1711219298.2698383,50,43,15790,13168,6838,7735,29989,17734,14440,29027
1711219299.266439,61,53,44255,24056,12699,26773,27027,15782,14570,10511
1711219300.2832966,60,60,300073,319059,151684,97818,41754,50387,7744,23170
1711219301.2894459,56,53,270332,48229,18108,6000,15913,7711,3808,5089
1711219303.2727613,47,56,170356,106411,20734,50289,68172,61065,22632,17114
1711219304.27008,38,57,325949,75478,34196,27498,5997,4092,3472,1380
1711219305.262753,37,57,203545,246907,54832,67835,94689,27321,12841,26842
1711219306.2775936,30,74,962331,51209,116527,21306,15292,10261,10743,6661
1711219307.2720778,14,87,686372,102876,58361,26646,3927,4735,4173,7682
1711219308.2662368,20,77,72989,38383,17058,9204,11911,3875,7718,5522
1711219309.2537718,14,64,1018934,574716,63708,38482,11984,26269,12105,4687
1711219311.2769313,27,14,648348,32326,10880,10977,13524,11903,10220,9331
1711219314.2640162,38,37,458238,23335,19580,15017,6731,4671,1700,1573
1711219315.2661242,26,44,269043,136474,51736,26967,33690,7668,16523,9647
1711219316.2541344,17,43,1411951,191132,35558,9043,11047,6228,5806,5467
1711219317.281014,10,63,1168316,1318724,166215,221618,62658,32412,60859,40745
1711219318.276643,10,69,1883131,251448,488642,58965,24269,69901,97503,72717
1711219319.2812386,21,74,2484941,115136,82948,43317,50025,35703,55746,53686
1711219320.262907,27,91,3092090,54315,51049,12754,6977,9545,18100,2717
1711219321.28886,38,84,648623,448424,61317,31973,83200,43044,36086,30624
1711219322.2798877,38,57,924789,319674,57062,9963,22568,32556,35506,27382
1711219323.270498,24,63,920288,84383,59549,31675,17817,3298,11649,8767
1711219324.2668068,24,40,289151,286085,20980,25421,27187,29756,40217,21759
1711219325.2639635,27,57,114520,30768,28243,5390,8267,9112,6896,2728
1711219326.2820556,30,57,97873,32490,5292,1767,3098,5134,6031,7178
1711219327.2806027,44,40,45082,37205,6945,5929,14998,5967,4098,4533
1711219328.2735884,61,44,6667,3139,911,1102,1357,5806,7971,8473
1711219329.2692933,69,43,129502,26604,24932,12312,5978,25637,31499,26340
1711219330.2882133,66,57,776086,99611,50424,41833,20154,18285,10831,12477
1711219331.271024,66,57,805566,22777,7244,8450,3613,2866,1684,572
1711219332.2932632,63,50,697716,717787,14334,71215,41166,60349,19885,31478
1711219333.275051,47,60,819287,83240,10209,32610,6119,11567,12357,23195
1711219334.2719495,37,70,1890338,18795,52484,31316,10967,8786,13106,9728
1711219335.2677217,34,57,747492,99618,17157,11803,14572,8329,7322,5661
1711219336.2877269,35,70,641209,27384,10261,1568,4202,3718,2205,1016
