,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711214853.9817474,51,30,1878488,544293,58344,75080,40118,41664,18137,12805
1711214855.0185905,54,14,207174,33648,2052,5001,3363,2264,881,690
1711214855.995409,78,23,174044,7063,1778,2315,1861,1634,1560,833
1711214857.0118976,100,38,8231,7444,5014,217,991,2335,1181,3792
1711214858.0099988,96,69,198842,16057,14028,13202,6235,4835,6100,1985
1711214859.002433,75,80,37703,56967,11933,6036,2859,2957,2234,2599
1711214859.995821,75,93,99387,15310,24015,1266,7786,7414,867,2583
1711214860.9751112,75,100,21151,3496,31,7302,1356,2389,4197,1735
1711214862.0107157,67,100,24053,11055,9765,7417,4680,2142,4259,1894
1711214862.998073,69,88,224225,21698,131,1052,1092,922,590,641
1711214863.9951918,27,53,85244,53684,1273,2670,1069,1407,829,586
1711214864.989387,1,30,1499886,209711,27675,33409,45961,12304,16498,11997
1711214865.9951808,1,11,124490,60519,11543,4738,3605,3035,1733,1305
1711214866.991142,29,14,9648,20686,2318,1613,13755,19249,16802,8627
1711214867.9977334,40,27,79144,64573,10284,2687,4793,3994,3438,1266
1711214868.9939177,37,20,63980,18614,1547,1506,3019,988,680,443
1711214870.006167,47,38,38645,11272,11451,2278,2258,2683,3247,1836
1711214871.0109243,34,64,117214,21805,8879,10199,10847,9318,6371,1221
1711214871.9910166,50,66,162904,35035,7681,2147,5722,8212,1123,1088
1711214873.026338,61,90,61040,12173,7610,4560,3435,2926,2175,1297
1711214874.0135527,43,70,97987,54169,6567,9378,9494,1680,2866,1181
1711214875.0163643,23,66,47543,17367,4583,2672,3945,1243,826,531
1711214876.9928248,29,60,282320,42725,2796,5536,1445,3220,3120,1756
1711214878.9913912,57,30,37781,39786,10017,1961,18026,10404,6015,7384
1711214879.9945774,38,41,29555,28339,7609,26291,9834,8766,6002,4416
1711214880.9905193,40,41,30880,25082,1255,4094,2404,2293,1010,1577
1711214881.9958134,48,70,68617,86784,48091,10088,48394,14677,11948,2326
1711214882.996691,50,94,9832,14328,19005,15394,2237,11389,5325,3759
1711214883.9936264,44,88,80165,38222,14376,9613,2299,5933,1428,1025
1711214884.9977374,35,81,248786,36195,3585,1306,3703,1469,1370,1081
1711214886.9795115,27,69,51623,15745,4869,576,4836,2157,3622,1243
1711214889.0116858,64,64,299327,11809,357,1978,6138,4042,1047,1888
1711214890.0162132,77,61,452889,14772,23214,19283,20239,19364,9703,10440
1711214891.9959378,100,66,2611,4613,212,1718,1758,7205,1565,894
1711214892.9925325,100,87,14596,26587,21024,4901,5243,13064,5506,8862
1711214893.9818647,97,80,15403,1950,986,2557,3988,1997,881,1027
1711214894.9999244,61,61,163223,161666,22586,3341,4033,4014,2218,2358
1711214896.004575,40,75,18388,11402,3415,4175,1739,3050,1731,2352
1711214896.9937582,38,80,34300,16360,8260,37655,19719,14234,4321,10440
1711214897.9880714,30,84,266415,3910,3683,2562,4802,2003,2134,964
1711214898.9922903,60,94,19706,30915,14226,9614,8610,18089,2975,4841
1711214899.9954326,61,84,112009,65819,12207,3600,7730,12433,3245,2267
1711214901.0139215,44,81,496716,128546,45938,53904,14815,8621,12210,4762
1711214902.98882,8,70,125813,57683,56851,18437,2594,10066,10324,7136
