,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711679218.999529,30,35,71859,98108,9812,29096,8189,9106,6183,3688
1711679219.8041923,29,35,83302,21448,8807,10885,11369,3761,3398,1161
1711679220.7795978,16,20,1727604,244576,17400,17259,8992,13895,15277,7709
1711679221.8067317,16,27,631821,48387,57743,13042,13494,11756,5709,11458
1711679222.799268,23,38,44980,131998,90456,24863,13823,24097,7804,4848
1711679223.8067582,41,35,85184,33998,17332,15107,17296,14955,4834,4557
1711679224.8078368,44,51,160442,61036,27590,11446,11350,5812,6221,7366
1711679225.8011713,63,30,72576,50895,11111,7708,46090,16933,11888,9980
1711679226.8044684,78,35,40280,50638,40426,48814,14949,25625,5706,5221
1711679228.1217563,66,24,556544,561951,99644,37574,35192,78388,65356,32922
1711679228.839438,81,26,115576,5811,3882,2109,2332,1459,854,148
1711679229.8060908,70,43,2058715,17796,17787,1891,5946,5675,1208,524
1711679230.802785,40,27,726224,48612,6621,9097,7258,2284,5412,1136
1711679231.7972698,35,26,1629004,182640,38643,5484,17033,20015,10450,10166
1711679232.7884595,14,24,933228,107420,28504,37673,11480,7381,2954,2199
1711679233.7858915,1,17,188484,4965,1169,1121,1078,263,250,138
1711679234.8137617,11,23,1341955,121728,47105,15089,22462,22133,11420,4788
1711679235.8191867,10,37,684920,92653,58534,22473,14602,13438,14303,9433
1711679236.791935,23,41,99553,63742,52740,11075,6535,12287,4037,3643
1711679237.7940342,21,51,118067,103459,81203,21748,13038,5770,6539,7946
1711679238.7897782,24,53,114705,88076,37983,13105,10932,16965,5079,6602
1711679239.7824981,21,30,70166,54341,2071,2384,2320,3664,4305,1921
1711679240.783248,34,13,1320016,134145,6099,19135,32218,25056,18665,11948
1711679241.782679,34,13,1344104,12567,20300,31893,2738,12009,3762,1170
1711679242.8159664,53,1,107638,10299,749,1382,457,1094,186,128
1711679243.7815192,51,1,592978,14022,4856,2145,1956,2544,921,989
1711679244.8042133,51,1,78031,17176,179,747,501,1126,272,544
1711679245.8020759,57,16,529423,355680,107575,61908,30325,51305,53361,20827
1711679246.8244433,29,26,755493,234680,26753,71384,35194,10822,11111,3348
1711679247.7833285,21,27,1213894,45412,3698,7871,4453,3130,1160,769
1711679248.7807498,14,41,73362,3089,2874,2213,852,577,325,238
1711679249.8062794,23,40,154525,25604,8367,5581,5373,5966,5083,3478
1711679250.8043585,43,41,795420,69654,17149,18234,18046,9553,19036,4370
1711679251.8023162,48,51,671740,192146,76138,64807,38800,28644,44257,20840
1711679252.802904,54,37,203338,27030,7534,2450,2171,4012,2898,2295
1711679253.8320413,43,41,854371,94672,53288,12637,16626,12802,29362,8516
1711679254.800074,40,41,18779,61884,21584,8797,9329,6716,14719,26294
1711679255.8056934,34,37,244014,146965,22619,35096,17605,12251,28503,97826
1711679256.8047802,13,47,976999,124637,91315,19282,19530,7364,11498,13403
1711679257.79659,23,40,1161045,121447,7822,41396,47819,25758,20516,17569
1711679258.7941892,26,40,180193,42140,19074,4399,7472,6308,2655,5893
1711679259.7862737,27,44,208836,33610,18453,7598,8304,3929,12890,5610
1711679260.8187807,35,35,1818415,265310,46345,36433,12174,15356,5098,18562
1711679261.78736,34,51,1642972,47568,101347,12897,23270,21543,72911,64046
1711679262.7794588,27,54,75141,30258,13304,7442,6673,3556,4423,2720
1711679265.800398,80,54,22020,17058,6266,11898,2893,8402,9677,3578
1711679266.8019395,88,54,1032830,55930,32778,6301,9023,9798,1737,2734
1711679267.8032918,74,44,118646,39750,8256,2696,2323,2058,610,606
1711679268.7971053,64,41,7699,22666,5279,8924,4507,7347,2370,1799
1711679269.794443,47,43,85565,37754,28386,13941,10019,6762,4916,1395
1711679270.7889566,47,51,83628,10554,15959,5168,4679,3487,3479,3166
1711679271.8192608,47,51,392940,225285,96636,10088,62060,20148,73928,39721
1711679272.785614,47,51,2047817,1338151,383361,402312,187147,80439,38500,44847
1711679273.7854965,67,50,14109,187984,38274,19224,61270,35878,8954,7007
1711679274.8137362,77,50,43902,12481,3847,7618,6888,7444,4091,2424
1711679276.8044157,100,35,15890,11653,1050,11804,14941,6495,3134,1728
1711679277.7784417,100,54,448043,41808,48242,18805,3234,11587,4059,2675
1711679278.795798,81,63,398181,34341,24012,22191,12606,8318,5288,5248
1711679279.7908583,57,54,1240360,58701,6600,10217,1540,3837,4804,2960
1711679280.8056514,40,54,177910,17508,674,7336,4275,2060,1140,1011
1711679281.8034177,56,30,52012,29483,770,8221,9653,11128,6864,3105
1711679282.801448,56,26,161711,7938,3906,762,630,1583,940,332
1711679283.7955937,48,38,5811,73185,61485,10848,6717,4007,4972,2108
1711679284.7928095,43,34,11469,44151,5382,5344,8332,3690,2223,2032
1711679286.7856655,23,57,7675,9011,15184,8407,3653,6783,2352,883
1711679287.779243,53,56,16696,9577,9554,5797,8558,4001,2035,928
1711679288.80422,38,56,71710,45316,3540,5360,1779,718,1462,673
1711679289.835701,53,48,78317,15715,6476,857,2056,1853,1429,1683
1711679290.8004546,40,35,406685,53366,21988,3081,12273,4353,4814,2761
1711679291.795507,37,29,258004,93081,20283,33041,15068,14592,7472,4322
1711679292.8026636,69,38,169986,83240,25226,26975,17957,22346,22901,8983
1711679293.805833,84,26,65148,15619,2315,922,2238,4710,3843,2990
1711679294.799642,100,24,10435,37865,20002,6926,28238,19214,48241,13732
1711679296.827591,100,14,114902,36169,16220,15620,4350,4269,2491,490
1711679297.791982,93,29,201300,6014,3954,1134,1861,1629,505,1317
1711679298.8011734,91,38,72501,4831,8167,230,4750,3137,1401,2149
1711679299.7990327,78,41,89089,51017,2990,3982,3737,3774,2259,1586
1711679300.7961082,84,47,47520,35121,50865,7404,6524,8506,1728,4974
1711679301.7909029,88,50,40619,26166,19592,10903,4717,10885,5370,2391
1711679302.7885652,75,27,29130,43469,3456,1889,2865,4547,1049,671
1711679303.817941,81,35,51490,68382,7436,13610,27938,8304,3956,8897
1711679304.7861943,63,35,30401,58801,73631,6512,5929,3449,1789,2627
1711679306.783637,70,38,51323,29616,14032,5144,2369,10870,6864,2590
1711679308.7820575,78,35,60323,6320,3189,3198,3392,2164,1611,470
1711679309.8075707,51,38,28203,40736,11709,6949,9269,3517,2612,1619
1711679310.8024232,38,38,15374,36095,11886,7876,3307,3280,1770,3184
1711679311.797595,48,47,20778,18874,9565,12833,5158,8036,3211,2994
1711679312.7891636,35,44,48694,50671,25597,5447,16189,3718,1983,5898
1711679313.790222,44,53,23673,19183,10542,14646,6975,6621,2667,1409
1711679314.8238206,50,56,10505,20847,15350,4973,7502,3997,4145,1253
