,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711933238.4964736,51,30,59953,21461,7857,2448,2350,3744,1180,1127
1711933241.4923947,74,53,21539,23714,6496,6266,6641,1777,1641,2358
1711933242.4836018,83,53,29125,25685,7299,13472,22113,8606,5230,5824
1711933243.5038748,88,24,18964,4733,6351,2018,17383,5918,4094,5002
1711933244.492828,91,1,1787,29061,966,7015,10444,7328,5696,5799
1711933245.5119576,90,21,53621,16418,14543,5947,2249,1996,2027,704
1711933246.5013962,74,53,56935,1314,2420,5801,3100,1532,990,783
1711933247.5211475,64,51,23914,22325,11316,4610,50282,11218,7878,6348
1711933249.5011468,75,64,19140,67435,2978,30156,9534,9552,5036,2303
1711933250.489162,70,44,153857,26107,10989,11400,8972,5408,6601,11328
1711933251.5100067,80,57,14389,6566,5521,2797,5474,11782,20075,12466
1711933252.499268,63,30,182515,24064,4551,4418,3079,3065,2875,1660
1711933253.5206597,60,47,70133,73450,33296,51941,8822,15241,2394,3305
1711933254.5111954,60,56,85397,2184,1545,3499,2674,995,1334,1210
1711933255.4996564,38,64,11821,29463,10103,24793,20851,8024,14569,4394
1711933256.5211475,44,84,29360,12986,4560,11149,1669,4222,1305,1894
1711933259.489114,17,50,84340,29465,2892,14341,5962,2786,3467,2249
1711933261.5004559,35,75,138173,56323,39190,5759,13620,12277,12394,8266
1711933262.4897034,43,87,17131,5020,2539,27446,4261,6378,3669,2798
1711933263.510131,30,83,212029,44268,9724,8607,1995,1590,924,694
1711933264.4996502,48,51,28850,10811,6751,4817,6883,15284,8862,6315
1711933265.489333,44,75,16107,15737,44743,16298,3057,6760,3666,7460
1711933267.5016704,77,70,13540,5399,13235,20726,8057,7967,4188,3650
1711933268.4903672,56,91,7813,11626,33992,14741,18365,8108,4457,5344
1711933269.510672,60,64,134354,33422,17634,13342,26163,6829,9720,7483
1711933270.4993408,54,51,29986,23836,4324,4981,14207,6882,3120,7779
1711933271.519474,38,41,22719,18253,18675,1853,2741,1907,1092,1441
1711933272.5089831,38,17,78699,33915,10348,4760,12998,6687,4432,6796
1711933273.5297847,38,27,6329,10185,11728,9550,11833,3154,2454,2784
1711933274.4882934,43,47,29315,11536,8088,9145,5941,8855,4192,5669
1711933275.508865,63,23,20418,21169,3050,5687,10681,8079,2957,4054
1711933276.4980202,51,40,60752,49239,28550,28194,15370,5976,5360,3858
1711933277.4880657,54,29,16963,25717,6097,13821,15117,5661,6033,2299
1711933278.5084138,44,34,766,8854,3673,16201,9500,3688,2704,1692
1711933279.5277603,51,48,1767,8917,6832,9078,6988,11306,1693,1368
1711933280.486133,48,47,76397,41648,25245,15125,12775,3955,5025,991
1711933281.5061648,44,30,111341,47812,3045,7940,14767,5595,4602,8905
1711933282.496146,54,26,10354,9234,5416,7024,6059,6248,2379,2504
1711933283.486612,21,20,978215,154163,16216,44256,12434,6639,9598,6709
1711933284.5056334,37,37,85615,6368,42263,4002,10439,7781,4825,7827
