,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712074793.9719186,48,53,9122,13355,39488,7058,6085,7265,7839,7008
1712074795.9714181,74,47,211293,104818,4016,31325,19195,17993,7250,8303
1712074797.9864192,74,24,12418,15581,25704,10668,14006,5775,3762,2577
1712074798.9784184,78,16,49478,34624,10851,11959,5700,13031,17472,11816
1712074800.0324202,75,29,963234,39803,28110,14195,13085,8482,8584,10829
1712074800.993419,96,48,13798,18648,19130,15311,7448,16589,6757,8445
1712074801.9854178,100,50,11216,12607,9972,16657,5811,6162,3397,2064
1712074802.977418,74,43,101347,37940,6246,6882,8903,2085,2550,434
1712074803.9694192,74,43,164258,30014,31078,16911,25708,9847,8981,3871
1712074804.9924183,54,47,4276,15086,33650,6636,11650,5450,1346,3675
1712074805.9849193,54,50,9326,14132,26187,5650,2587,8022,5495,4043
1712074806.9764173,54,80,4852,9722,53640,1343,8846,2721,2567,767
1712074807.9684172,56,88,7036,10930,10366,17739,6788,6129,2744,1587
1712074808.9914181,61,91,8152,11091,24309,10030,3737,5837,4577,3112
1712074810.9759183,91,61,7060,4154,19059,4373,9280,5461,4465,3845
1712074811.9674184,81,51,95582,44572,14602,20526,8987,6362,4473,5336
1712074812.9904175,75,34,226998,84754,22979,22558,16263,10740,14908,17579
1712074813.9824188,69,41,12875,26359,6831,12792,3433,7926,9454,6132
1712074815.005418,70,35,27035,22652,29305,5899,16822,13361,14027,12253
1712074815.996918,61,26,596040,117269,17172,30984,7729,7187,10786,5725
1712074816.989418,66,17,153850,155619,34174,10642,12525,20641,3526,8082
1712074817.9809172,53,23,244800,124005,78545,51946,47031,19572,4752,4828
1712074818.973418,47,34,25747,4039,11799,6566,5882,3277,5307,2989
1712074819.9654188,53,37,209500,44606,19738,4296,6272,4653,1690,1416
1712074820.9884179,64,56,25400,14552,11689,25066,10123,10413,5168,3030
1712074821.9804175,64,54,332830,72890,88003,24707,87853,13906,11049,4767
1712074822.9724188,63,41,67050,32594,6289,34670,24019,9917,7667,7722
1712074823.9954185,61,40,715946,40637,8473,8154,4674,3488,2082,2062
1712074824.9874196,53,37,459847,48069,23254,26065,5090,12443,12985,5813
1712074825.9794185,53,48,45705,35196,37307,41757,5430,7533,12108,8140
1712074826.9714181,64,60,20714,4413,16637,9748,6150,9496,10797,6614
1712074827.9944177,91,63,308026,18952,302,17434,7380,11886,12965,9710
1712074828.986418,100,56,25354,24548,5558,13378,7154,10104,4589,16374
1712074830.9704194,100,21,392685,37934,12489,11868,10046,9457,9478,14393
1712074832.024418,100,21,1212203,183010,22983,108478,27958,22202,5374,3351
1712074832.9854178,87,20,175322,6006,404,3118,1264,1270,438,170
1712074833.977419,77,13,1804253,184545,69635,29889,138809,35788,15031,9491
1712074834.969421,70,13,1703404,279806,98109,38401,55674,42373,28978,11313
1712074835.9924183,41,16,432532,83952,27725,15338,1867,2805,2131,3025
1712074836.9844177,43,16,558711,108446,47401,13006,29900,21404,11132,9746
1712074837.9764175,41,13,138980,54084,2653,14917,6373,7733,1871,1817
1712074838.968419,41,30,26085,12398,32426,5514,10402,4913,6855,5653
1712074839.9914186,77,37,573985,65571,91776,10530,42454,31605,8425,7790
1712074840.9839191,88,50,22943,10341,20928,11913,10346,11938,11597,9907
1712074842.0064182,97,69,28250,9571,15907,19028,10878,9809,6374,10237
1712074842.9984174,100,61,22661,39317,33979,8731,3103,13872,13421,5898
1712074843.990419,84,41,767930,269187,14772,15831,17779,14883,4143,3310
1712074844.9824193,48,38,399063,70247,26793,43898,25210,3206,6178,4152
1712074845.9744177,20,13,158485,26070,2776,1045,2521,1042,400,947
1712074846.9974177,20,1,115977,89480,22508,7734,45685,18443,7978,14349
1712074847.9894183,40,17,49651,6854,6673,706,4083,2387,1728,1386
1712074848.9814181,80,16,439977,16216,17044,19178,17531,26113,16216,7371
1712074849.9734182,87,38,105626,16036,15626,3894,5652,2308,1156,872
1712074851.9884176,48,48,402284,87656,3729,6292,2805,3494,1401,1266
1712074852.9804192,27,26,133431,161281,10258,3468,22823,17615,11188,9189
1712074853.9724205,23,30,197807,72537,78637,29515,15562,8363,10422,13671
1712074854.964417,24,11,1155860,84998,13990,32545,60190,12060,9345,6087
1712074855.9874191,16,17,1726371,541356,50967,35715,27076,9362,10293,10039
1712074856.9794168,14,35,1086088,32660,6541,8079,5521,3331,1236,1064
1712074858.0024173,20,35,17982,10288,4221,23478,11655,2814,4581,3743
1712074859.986417,38,61,54446,19240,6720,8320,1458,2768,3797,2208
1712074864.047419,90,53,11171,3466,7122,6555,4649,3844,1441,991
1712074864.977417,78,75,5216,3370,12542,15197,1376,2500,1078,843
1712074865.9689195,66,93,3897,5216,13505,14338,2392,1500,1982,1188
1712074867.98392,23,100,5024,7543,8743,12611,7985,1855,1841,2940
1712074868.9764173,35,90,1272,8896,2776,2653,1633,2390,3761,1076
1712074869.9684186,44,81,1555,7725,3303,16929,3811,2749,694,1775
1712074871.983417,48,69,4388,5508,2129,21686,5017,3295,2531,2099
1712074873.006418,51,67,264007,6199,1046,2952,2999,2132,1479,1043
1712074873.9984179,51,67,2031784,41034,43932,57131,48746,41671,14592,13608
1712074874.9904165,51,67,65215,25340,9033,6088,3765,1931,644,380
1712074876.974419,51,67,705830,158322,24422,46738,44690,19745,5530,1580
1712074880.012919,48,51,46855,43438,6371,10376,16300,4719,1322,2957
1712074881.9654171,61,40,2144551,284286,145955,26705,115757,30486,7033,8757
1712074882.9884183,53,37,36093,8872,997,2246,966,1378,802,674
1712074883.9804184,37,34,70134,21886,1628,2449,1369,546,467,255
1712074885.9954195,35,13,62349,17139,487,3431,4213,4840,1856,2808
1712074886.9874184,29,11,30156,112730,8777,26925,22566,13251,6560,12339
1712074888.0104191,56,24,96600,2458,2519,2480,2835,1559,703,212
1712074888.9713984,64,35,33223,8574,5715,1611,1376,972,404,435
1712074889.9938958,57,44,127272,97184,40298,16293,8427,19479,11071,5785
1712074890.9858973,69,51,7943,27320,10784,11755,20580,10848,8771,3939
1712074891.9783976,56,41,104922,19172,4370,3098,5797,1812,2563,2350
1712074892.9698958,60,27,135201,37430,3853,4570,7818,3879,1284,4390
1712074894.9853973,48,53,26449,25886,14060,22722,10912,10491,8824,6278
1712074896.0078967,67,67,146409,5370,7952,6057,1204,6683,1737,1558
1712074896.9693985,78,84,57405,15126,40158,5342,14941,12449,5793,5777
1712074898.9843957,60,60,420978,78238,12514,6540,6608,7138,11784,1686
1712074899.9763968,38,44,55275,15040,4444,464,839,1233,1590,625
1712074902.9828987,47,50,249910,10197,7274,8983,3738,2459,1345,1600
