,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711220170.5551805,51,51,95355,121096,85058,39078,19517,37198,43060,26437
1711220171.550889,38,35,312224,75190,5840,5401,2561,2923,1031,1908
1711220172.5484123,61,38,81722,50553,20946,18339,7895,25612,13367,28005
1711220173.5504742,84,43,387988,38319,12488,24392,23872,25301,10721,9049
1711220174.539097,70,43,314666,41608,20459,32280,14971,6656,2305,4259
1711220175.5590992,84,51,167516,143999,24737,10664,1828,12729,13549,14488
1711220177.5876663,44,63,2948362,94710,82330,36332,39354,28600,29729,10648
1711220180.574403,100,66,415572,70239,78956,162339,99588,76061,19992,22857
1711220181.5721135,84,47,1231263,89566,18762,6983,5294,4754,660,736
1711220182.5746672,75,44,807217,295323,55522,69426,11199,52798,10753,9201
1711220183.5560603,80,40,19297,1487,2711,2785,9744,13660,12338,11562
1711220184.5415401,60,37,222545,82382,85104,39905,54176,39424,20279,14887
1711220185.552632,60,37,249241,21687,8224,4008,2038,2209,807,535
1711220186.5742948,57,24,287013,214250,11573,4218,3983,11160,1374,1995
1711220187.5698102,41,27,111096,57613,19742,4307,1369,5169,1609,2320
1711220188.5401113,10,41,205267,255260,71080,15788,13102,25862,7394,36429
1711220189.5745964,1,24,601418,848085,89081,98832,22076,26639,18074,13203
1711220190.5628388,1,27,30230,47014,1479,3088,5605,2246,2942,1268
1711220192.564357,1,37,570833,53540,23745,11834,4315,8033,2289,1970
1711220193.5647519,10,48,197531,62796,39087,5189,7394,13847,3282,2367
1711220194.5754492,11,70,783678,146971,58319,33067,53781,13359,18247,6893
1711220195.5841033,11,60,607201,138704,15388,13770,36411,12384,19090,6697
1711220196.548385,13,40,71661,44096,4991,1996,2688,6629,3645,3552
1711220197.5718222,11,30,997198,140443,28785,19336,10896,17981,4267,3325
1711220198.559968,16,20,741320,137077,12852,15860,5750,16034,17720,23830
1711220199.557633,17,14,95908,122102,3857,12396,25575,12765,10999,20164
1711220200.5750587,43,24,5538,4340,589,7472,3964,21620,5491,4612
1711220201.5637498,34,20,269260,390086,50454,16865,17513,16352,12749,13022
1711220202.536329,24,24,117326,258052,47015,29849,16599,14209,31212,6533
1711220203.563424,21,29,1054142,159905,5872,23518,10594,12213,5312,4063
1711220204.5734308,1,20,116064,7370,357,799,785,906,484,677
1711220205.5763094,3,34,464296,117649,36951,23298,9739,15164,9967,18903
1711220206.5718327,34,37,9340,4652,4603,7119,13027,13904,14906,10511
1711220207.5760899,48,64,32698,7185,22437,8794,3445,12250,10863,8179
1711220208.55012,35,69,139510,91984,13613,4646,7630,3278,6994,2242
1711220209.568262,37,80,163154,27473,29760,11099,9987,6987,3145,4231
1711220210.5717769,8,66,1447744,352276,26134,24606,26226,20353,17485,6512
1711220212.5618021,21,64,19160,8599,3878,4472,2147,2064,6215,3314
1711220213.5724542,29,48,25918,9319,2597,1564,2002,3249,4729,1323
1711220214.5627763,34,51,92450,17391,1289,1546,1073,1289,872,615
1711220215.5589366,30,53,17276,6323,1783,2726,4179,2170,2342,1355
1711220216.5375214,38,51,8255,6504,3995,3949,2510,3593,2599,3456
1711220217.5658402,27,54,1115894,329853,116124,27052,25768,41784,13831,4290
1711220218.5622966,29,61,105089,50699,10119,4820,4215,5397,2030,3640
1711220219.5719836,29,63,89762,40215,16253,6636,5558,14350,4448,1799
1711220220.5731902,11,54,175434,64369,18965,8314,6707,3390,1136,1157
1711220222.5425627,11,64,11630,21584,7968,6257,3769,6458,4291,2862
1711220223.5697222,1,57,408249,293223,48068,30168,23771,19188,19041,9780
1711220224.5648344,1,44,200857,165871,19292,3852,3060,6239,5419,2819
1711220225.5463424,11,47,19185,8633,4095,2805,1835,2931,4522,2161
1711220226.5491414,11,47,191421,26885,6203,10994,10128,7400,4904,3655
1711220228.5564034,44,56,15260,3295,795,4113,13246,14187,8063,8679
1711220229.5536623,35,48,623727,249759,46165,31624,19770,17873,20294,5988
1711220230.5553434,16,40,196116,34411,5271,2994,1926,1267,642,815
1711220231.573625,27,37,287085,55645,12660,12549,1864,8291,3565,1513
1711220232.5754366,4,41,238725,70738,6330,13677,6633,13636,3708,1969
1711220233.566365,23,47,19754,4170,1444,2506,2586,2942,2699,1520
1711220234.5539365,27,54,151749,257244,126872,22898,81698,22080,18147,11943
1711220235.5577042,26,43,557362,85274,7578,7512,6229,8304,7581,4934
1711220236.5615926,17,60,68992,42355,32472,2022,3543,4621,5020,3048
1711220238.58215,8,53,137315,10267,2053,4416,460,1180,1066,1711
1711220239.571914,4,64,789373,43826,7752,11817,8783,4575,1559,1640
1711220240.5650141,13,64,138026,30383,18522,13319,6414,9633,2220,5356
1711220241.5622046,3,88,47475,13661,11894,5628,2561,1050,352,1072
