,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711227611.247335,53,40,9212,2219,502,1340,2034,3337,980,1233
1711227612.249553,47,43,53290,23926,3245,8883,2123,2444,1926,1275
1711227613.2301047,50,44,17337,23400,4603,6980,9585,8320,7211,3814
1711227614.2255738,54,37,17320,29283,2052,3104,7141,10663,7216,4362
1711227615.2456565,29,44,291668,78361,50382,4646,12791,5711,4434,2766
1711227616.2496583,41,48,2038,10164,10734,5243,11110,6609,4291,3197
1711227617.226439,44,53,11735,10653,8034,8337,12234,11745,4051,1482
1711227618.2157786,54,63,5122,2023,1146,3912,6335,6194,3942,4484
1711227619.2510622,74,63,7299,2369,6462,4165,7211,6012,2753,4359
1711227620.239078,69,54,135265,31688,9917,2272,12611,7107,1182,3774
1711227621.2268667,69,50,1338,16451,2644,6748,6465,10572,2360,1826
1711227622.2614124,53,41,96192,2981,69,446,677,392,362,199
1711227623.2495873,40,37,105297,20865,8494,872,2043,2201,847,1540
1711227624.2445798,30,27,172753,34349,2462,800,1915,2582,1243,972
1711227625.2327063,26,26,413457,49302,8512,9169,16806,13479,5715,13972
1711227626.2358649,27,27,252824,24868,1358,4379,6527,4301,807,727
1711227627.2315192,38,21,29070,43798,11194,3411,8183,16796,7354,7510
1711227629.232136,29,57,112886,25747,18870,12097,4278,1851,982,1186
1711227630.2495296,35,66,1730,3480,2301,963,2020,2026,1555,507
1711227632.25011,44,66,9867,4455,4674,11085,6092,12152,3839,2658
1711227633.2461782,61,56,32985,17903,7389,7483,14233,9406,4710,4516
1711227634.241548,61,51,38290,8245,1010,2322,3674,3364,1377,772
1711227635.2355325,70,38,25585,18517,2105,424,4512,15232,3522,4307
1711227636.2252889,54,30,792514,98896,21688,15228,13093,10748,6021,3031
1711227637.2285118,54,29,22296,6138,2071,3172,7767,3147,3763,2163
1711227638.2245393,47,40,43454,20613,14915,2178,3768,3639,1509,3452
1711227639.2420707,26,44,181258,47154,4015,3873,13534,3416,1490,1647
1711227640.2469008,38,43,975214,41480,8935,9885,10064,20243,11642,11378
1711227643.2482646,50,60,1423879,97598,37429,85084,57045,39679,19170,26895
1711227644.2324724,40,57,1348693,69456,9788,11285,13373,9679,4437,2675
1711227645.239975,34,60,149660,52907,11143,17578,7227,4284,3273,2918
1711227646.2356086,26,64,367321,32694,12639,55506,23117,13203,5224,11469
1711227647.2078414,24,44,67099,29477,635,2014,4591,4452,1229,1320
1711227648.2445133,27,53,37210,3198,1439,1122,471,938,655,589
1711227649.2475722,34,51,1047525,122529,24403,41627,48415,16392,8469,6191
1711227650.2423236,27,34,216956,50670,6750,1291,4164,3917,1108,2221
1711227652.2255092,17,35,309588,77417,29232,4406,7071,4310,4301,1293
1711227653.2287197,17,43,140884,14207,11303,13122,6578,3801,2970,2713
1711227654.232332,30,56,4351,2593,1395,2139,1884,1834,1908,2014
1711227655.2437568,26,70,32058,49823,36770,15312,24107,8653,4405,4588
1711227656.2089827,44,67,90847,29877,11370,10291,15477,23108,4541,9623
1711227657.2362673,56,57,110205,3311,1457,2717,6188,2967,1364,1274
1711227658.2468948,60,56,58344,12453,16672,10919,29134,20384,6059,10737
1711227660.2216527,48,44,579661,28438,1870,5962,13963,9181,12936,13198
1711227661.2185638,40,41,21707,16164,700,3194,1445,2491,2830,3271
1711227662.2457283,23,50,81888,26372,41684,8926,15648,4573,6614,15525
1711227663.241433,35,54,49587,27043,18266,6781,5372,10140,8644,10861
1711227664.212905,27,75,26293,18598,6117,52655,10895,8501,5357,5630
1711227667.2468715,14,67,79856,14314,12826,17629,16555,9979,20723,5462
1711227668.2284126,21,61,112341,28335,17171,22245,13764,17051,7194,2964
1711227669.2460384,29,70,81614,14821,16262,3129,3186,3769,1998,1209
1711227670.2265463,47,78,20589,10928,13719,11026,22527,9488,4373,5038
1711227671.2257488,37,66,134804,28864,5767,3220,6601,2400,1767,1007
1711227672.2277496,37,67,47028,27201,25131,22354,19338,17092,8824,3572
1711227673.2295651,51,66,9828,2265,12470,21815,12420,28094,5773,6802
1711227674.2257445,56,64,24337,7391,9961,6078,13709,10344,6093,6116
1711227676.2244265,60,66,703703,72285,22281,14539,7810,14526,10784,6529
1711227678.2356968,37,54,414454,417497,38476,24859,21998,23450,20696,4771
1711227679.2260165,21,44,724901,90563,4205,10903,5716,2298,3171,2186
1711227680.2278697,26,44,92406,6152,2404,1579,2865,2687,1537,708
1711227681.228061,13,50,424484,20788,72444,28683,21629,9421,12530,16672
1711227682.237378,16,50,65024,75825,5896,5267,4111,7050,1472,1475
1711227684.24562,16,44,222760,48184,11881,3560,7177,4297,1108,747
1711227685.2344718,13,30,118298,58847,29465,3601,6057,4210,1524,1889
1711227686.228913,8,40,50001,72194,13261,7722,2183,3995,1177,500
1711227687.236408,1,34,861551,888644,11016,42492,39186,20910,9489,14455
1711227688.2198386,1,38,668161,156265,50617,53335,39975,26863,10022,5239
1711227689.234615,1,38,229535,27691,35242,19252,11824,3854,3260,2786
1711227691.2371423,35,41,924808,231216,101715,29682,24428,107825,21478,44691
1711227692.2412872,40,48,186459,365017,25118,16917,18911,17571,10178,5554
1711227695.244447,21,30,11808,33157,5325,4841,18065,7487,6596,3596
1711227696.2378268,29,56,17302,7553,10553,19505,5919,4502,3913,3744
1711227698.2394922,44,56,46516,12164,2855,9471,14745,17813,5828,4535
1711227699.2277608,44,60,53370,10908,2281,2271,5854,2811,714,1610
1711227700.2308185,56,34,110486,10887,870,980,3473,5694,1404,580
1711227701.2269216,60,40,12560,20924,17051,5776,11110,6020,5828,3585
1711227702.221778,44,37,376138,69096,5666,11610,1244,9941,7755,3320
1711227704.2189476,35,56,80174,130457,11328,70994,55216,13853,10509,4316
1711227705.2390702,35,69,24358,5746,12526,36639,10083,6258,5775,7537
1711227706.2433531,37,74,54739,23997,6037,6145,7246,5640,6932,2532
1711227707.2460904,26,60,59296,11725,1134,974,3449,1157,934,513
1711227708.2455707,27,56,168542,20741,8218,1950,15639,3034,1771,712
1711227709.2465591,27,48,24765,7474,9813,24563,21881,5604,5431,3823
1711227710.2433197,38,51,17488,7904,4003,17077,22342,15755,3430,5708
1711227711.2240496,47,61,4853,13562,13720,654,17685,6727,2359,4949
1711227713.2444603,60,66,34207,17428,3153,9823,6523,7641,11386,5530
1711227714.2244987,50,75,24526,25704,6214,43223,11709,12977,10227,9089
1711227715.2443023,53,67,23230,18120,6329,1136,13082,10538,4068,2425
1711227716.2398949,63,63,19165,5605,22142,13926,8693,28524,2376,2644
1711227717.2515898,63,74,46536,29956,26128,32317,3783,22982,3752,2199
