,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711931285.2856424,40,41,175272,94397,34998,17822,15085,10092,6028,5670
1711931286.2774167,53,34,13110,12593,10299,3040,11558,9421,6515,2437
1711931287.2991655,67,56,3464,4854,10966,7698,9670,10603,11231,5398
1711931288.256946,74,80,16731,15033,25046,5721,11150,7040,7484,2623
1711931289.2797089,83,67,14949,29328,20782,6384,19397,13300,12643,7010
1711931290.2722075,84,75,9823,11746,2900,13651,9422,15342,8567,4302
1711931291.2952075,81,57,11753,4672,4523,1447,1905,2873,1172,1690
1711931292.2867088,78,34,96123,72507,34589,12915,6858,12265,6101,4477
1711931293.2787087,80,24,49336,27439,6917,8376,22443,11666,8176,6318
1711931294.2707071,67,43,68528,14700,12245,4208,5445,3739,4254,1944
1711931295.2627068,69,60,46278,1731,23296,10010,3562,11451,5832,6321
1711931296.2857065,77,66,7060,15589,11926,8852,4399,8803,4602,4543
1711931297.277707,75,100,2938,5528,14991,14130,9211,8899,4587,1816
1711931298.270207,83,70,3094,24540,9820,3428,1336,11534,3709,3528
1711931299.262207,78,40,5897,19525,4470,7390,4194,5925,2141,2637
1711931300.2847095,74,43,70979,33309,14943,27451,9567,9994,5289,6632
1711931301.27671,61,27,165066,25993,9001,9875,2933,2512,4822,3052
1711931302.299707,56,37,44566,30754,19190,2244,5245,7395,3900,3807
1711931303.260706,50,67,7940,2354,10707,23735,3973,2751,5797,1870
1711931304.3147082,61,43,5464,12707,1384,8041,14455,10437,6037,4569
1711931305.2757068,74,24,11037,20313,4245,5471,16641,9948,10547,2169
1711931307.2577078,88,3,6647,5785,7868,7429,5398,7415,5554,7009
1711931308.2812078,78,11,119656,26355,3629,11156,3017,5693,1207,1484
1711931309.2727077,70,17,85072,18404,1897,5893,3861,3488,4817,2102
1711931310.2637079,67,4,886738,62294,3086,21850,12730,11605,10734,10531
1711931311.2867062,51,1,180738,10889,1815,190,2245,477,928,1516
1711931312.278708,48,1,387695,46435,31829,14301,9817,8984,7383,6764
1711931313.302207,50,13,259158,24694,36930,23896,25792,13612,27754,15701
1711931314.2622077,50,30,58678,12482,13065,5130,3589,3827,2283,1329
1711931315.2852082,60,41,1475199,84811,28324,13253,25278,18089,18819,10506
1711931316.2772074,56,26,43517,79824,12949,11451,14837,7535,13071,7949
1711931317.2687066,56,38,3280,9201,73356,4651,13602,12884,6159,5259
1711931318.2607079,51,37,314415,79389,58746,27508,12781,11098,13863,9774
1711931319.2837095,56,57,2803,5896,776,31438,2329,9798,3799,4422
1711931320.2742066,57,83,41444,19298,29089,33210,15725,7465,8821,6559
1711931321.266208,54,48,130747,49116,6579,1525,1214,5077,1430,1312
1711931322.2572062,57,37,34279,30339,4686,11467,18958,5605,6337,4696
1711931323.2802067,54,27,9319,13458,1110,19730,2813,4888,3991,4989
