,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712076651.4725404,43,50,98471,58649,56423,14174,13388,14281,15328,4885
1712076652.4645393,57,61,17750,12565,10557,15536,7945,10106,11466,6722
1712076654.4795392,84,61,33610,25125,14487,6266,8257,17526,12429,8020
1712076655.4715395,81,60,61864,26221,23126,15719,17851,5119,11839,9946
1712076656.4630396,77,66,33180,13824,37611,5816,5118,8976,11825,7576
1712076657.4865396,78,63,451926,66473,6077,8798,5289,12765,7730,7830
1712076658.4780395,66,69,73619,30294,23650,6505,4873,8153,17955,22058
1712076659.4705408,88,63,35286,22402,9892,18564,12489,24122,12673,17984
1712076660.4625401,78,43,60500,25686,6035,1682,2528,2761,6185,1003
1712076661.4545393,90,54,42293,13251,5252,12996,6512,13132,5762,8840
1712076662.47804,93,51,49040,25759,12020,22731,26859,10325,11867,7300
1712076663.4690394,88,54,152452,20563,10724,10311,4466,13612,30528,12025
1712076664.4615388,100,60,9409,13345,2414,11279,9205,11635,8163,6994
1712076665.4535394,100,51,29289,25448,4680,10884,15073,25384,7431,11205
1712076666.4765391,100,51,21736,25064,24313,12639,12469,25587,20867,8171
1712076667.4680438,100,48,72749,58525,11619,18745,5076,12579,7220,7057
1712076668.4600396,100,53,8358,17527,14879,8661,4513,17657,24935,13253
1712076670.4755387,74,64,48210,72045,60620,36453,21590,34964,5250,7624
1712076671.4675393,61,67,167506,64483,26547,7203,3354,4666,4875,3756
1712076672.49054,38,48,1134142,419382,28221,22363,43395,26113,18492,13158
1712076673.4825408,60,44,154210,51423,9393,39642,22081,39852,13812,8524
1712076674.47404,63,38,783486,35805,20193,6965,16470,20009,12223,11051
1712076675.4665387,75,29,331664,44842,12511,4362,13866,9181,2929,2228
1712076676.4585404,100,50,23146,16233,27734,9431,18865,30192,14027,8989
1712076677.4815407,96,41,83934,43488,2538,14202,29024,15230,9419,13015
1712076678.4735417,100,37,32390,31307,17918,2277,7835,36848,16772,10090
1712076679.4655392,100,41,77092,11603,4441,2414,1589,4120,2966,2016
