,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711219778.4492304,51,30,129713,67346,14913,7811,19247,12706,13477,6993
1711219779.449051,51,13,375202,437648,17964,13959,42740,32608,9549,8497
1711219780.4497511,50,10,190020,27957,4358,3796,7619,2237,503,697
1711219781.4529905,41,16,107294,71664,14189,15096,4785,4476,2218,2769
1711219782.4570396,20,26,406002,252656,26037,58703,24959,15149,12315,6037
1711219783.4592662,20,35,206413,79371,2648,7522,1417,5781,1771,3015
1711219785.461019,37,26,70714,43499,14789,7279,6260,5505,2986,2167
1711219786.447659,38,17,3042700,561331,50773,54082,20761,32749,17420,13577
1711219788.4534926,67,64,7903,5645,9163,10210,4255,12650,9724,10392
1711219789.458294,80,69,10092,13176,971,13468,5498,6315,3791,5004
1711219790.4531956,100,87,4431,6461,5574,6985,6119,11693,7010,5168
1711219791.4452772,96,69,504809,305129,35713,14089,25478,27884,7399,3318
1711219792.4376273,77,51,35651,52452,11090,4197,6537,8674,1018,1190
1711219793.4381056,57,26,529796,319832,8498,21617,12399,20753,5899,3305
1711219794.4574182,57,21,4881,1650,4141,1701,5012,8432,6607,11300
1711219795.4384525,66,38,10240,29059,15399,12216,10453,14215,5448,7493
1711219796.4342487,63,47,76050,20842,6226,5553,4238,3893,1282,1406
1711219797.4541173,74,66,203414,32076,13241,3175,6667,8791,2218,2562
1711219798.4504316,47,63,21908,17055,4461,2619,1601,2071,2049,1865
1711219799.4382899,24,50,647447,775776,120087,25486,43689,31566,13304,5134
1711219800.4577856,35,40,118539,64168,5634,12811,15664,24973,2832,5644
1711219801.4226751,17,23,74346,101131,6272,5382,4308,5118,2651,2896
1711219802.4494743,14,1,306297,464059,13823,20276,35964,35795,11379,15619
1711219803.460946,16,3,3303084,771440,97388,65989,8817,39177,8481,5744
1711219804.4474432,17,11,5206,6823,3694,3352,5229,5365,6183,4782
1711219805.4431555,13,29,49514,67339,24556,4151,5878,1771,2499,2028
1711219806.44629,21,41,1301463,146123,18254,10239,8801,23687,6283,9574
1711219807.4426053,38,47,415771,44373,3522,12236,4603,11131,8703,5065
1711219808.4535077,16,34,313366,44341,4740,2278,4127,2337,369,360
1711219809.4587753,34,24,83055,48105,7043,6585,6756,6203,1786,1887
1711219810.450727,30,38,90155,34723,9924,9375,6912,6200,4258,1158
1711219811.451072,37,50,18903,3938,2855,1257,1042,2187,2377,2679
1711219812.4368882,67,64,10148,2432,8940,5537,8926,21885,4825,6896
1711219813.4548562,56,70,232426,26200,6109,4863,1482,1156,304,202
1711219814.4510646,57,70,75762,102411,53398,6644,14351,19784,2131,2261
1711219815.4491334,50,74,1674958,40259,29816,13264,7091,9220,1422,1778
1711219816.4690602,16,63,78212,87252,10136,11686,7676,4728,2621,940
1711219817.446875,38,66,6296,5072,2664,1586,1688,2768,1149,713
1711219818.4505363,38,81,77116,23011,34264,54899,24855,14186,8138,8619
1711219819.4394753,35,53,161590,361694,10872,28111,12349,31281,8190,13661
1711219820.4340189,53,78,11329,5746,15272,12891,3793,11128,5877,4630
1711219821.4593744,43,75,30236,55315,21316,3749,9123,7322,1592,1568
1711219822.4402692,34,53,1272434,85245,7871,16662,7272,5369,2257,3911
1711219823.4561877,17,64,232458,189034,28470,17073,6545,4331,6439,4463
1711219824.4491112,1,26,912368,1162690,48815,47260,32975,48286,19575,26472
1711219826.4392302,1,20,244611,144105,18243,9733,9285,7206,6964,5358
1711219827.4438608,10,35,57431,28973,30042,4835,21597,5443,3724,5689
1711219828.4488645,41,47,433915,67345,11367,20810,13836,100519,16127,7158
1711219829.4339979,50,60,81462,9437,7752,5963,3144,3465,3833,1503
1711219830.431356,63,75,578278,98527,55443,23747,16595,27522,15381,9014
1711219831.452407,56,43,255391,506245,2494,14832,19684,23771,10530,5509
1711219832.4432814,35,40,99258,68143,1124,6151,6696,8306,1341,1472
1711219833.4486434,35,20,57318,46668,3849,3235,3543,8282,1429,2606
1711219835.4475377,26,37,425787,73346,9214,2335,2905,2415,703,591
1711219836.4443507,14,43,85790,99272,13758,3056,2848,5053,2491,2820
1711219837.446932,3,56,27523,103268,31789,22443,13383,7634,7773,6297
1711219838.4344685,1,48,94928,88249,9663,5733,1821,7017,4405,1630
1711219839.4538212,4,56,75711,134197,48871,2193,7503,8573,1910,3432
1711219840.4567919,10,63,98714,48341,12074,6767,8180,4341,2005,2954
1711219841.4460294,41,56,3089,5010,512,4838,7499,13464,6290,2137
1711219842.448533,51,57,76122,27500,5956,2488,8345,6543,1950,1190
1711219843.4445755,56,54,512341,341016,62737,34014,20301,36515,7268,3120
1711219844.456176,75,57,48529,24615,10544,14729,10869,18829,4287,5855
1711219846.4335012,60,53,3105,6127,5246,4662,4436,13910,4294,5756
1711219847.4340951,78,66,3486,8232,15365,1879,3097,11484,5939,9574
1711219848.4306858,81,64,6991,7724,2984,5807,6426,8911,3655,3652
1711219849.4351015,81,87,138673,151815,58046,36006,18989,15651,6378,11000
1711219851.4335341,56,70,138652,96711,46532,3858,8508,4896,1921,3252
1711219852.445311,37,66,207314,78392,17266,5922,7126,6627,3504,2157
1711219853.4407454,35,53,123003,121302,19295,2459,5528,7327,1792,1307
1711219855.4559107,38,57,634405,197611,79285,23587,37786,32324,8008,11017
1711219856.4412303,40,57,115460,118187,23084,13537,13174,11371,4127,2592
1711219857.443364,51,64,73436,24719,8391,2825,2702,6323,5441,4010
1711219858.4493928,34,56,2085048,377734,53762,7819,27644,32360,21200,15198
1711219859.4692607,41,48,149011,42881,7610,3967,9375,12675,3349,4527
1711219860.4321141,53,61,152590,110001,49518,108812,20183,72391,13592,14893
1711219861.4385295,41,48,812707,997371,62280,41379,4731,58151,15929,12601
1711219862.457362,43,56,38780,14605,1244,9174,12315,2469,2335,3271
1711219863.4377558,35,70,643348,256473,172900,55335,31981,46899,17191,8655
