,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711680083.671359,50,47,1547197,175749,75747,87492,95453,37284,16712,5602
1711680084.6311564,56,38,1715214,83983,22176,12953,26944,11593,5220,1936
1711680085.6385546,54,48,1148126,228540,95734,62967,27563,20431,5856,3052
1711680086.6453948,54,48,172429,11874,12044,10175,2781,3318,1231,974
1711680087.6614232,54,48,759294,248707,17500,52818,61882,57392,18681,7839
1711680088.6552744,74,47,174477,10541,3683,1984,1712,3322,560,107
1711680089.6555517,74,47,2402360,21003,3760,11245,2154,1345,474,263
1711680090.6592371,70,57,1579479,5441,2156,4830,2075,1382,363,89
1711680092.6251667,70,57,749130,9216,1887,5271,5153,2821,825,214
1711680093.628702,74,66,89250,6035,1841,1316,1171,954,415,264
1711680094.6617997,81,43,135248,32441,6658,3887,7721,3953,2630,808
1711680095.6548176,81,44,53702,18523,6580,4133,3872,5619,1230,1275
1711680096.6514814,81,44,674101,103888,12272,48839,49634,112912,12126,8210
1711680097.651136,81,44,523317,54157,41974,16867,12117,6027,735,214
1711680098.6519537,81,44,1363742,224357,197031,111921,59739,35481,49270,40942
1711680100.64159,81,44,985671,59783,11322,8804,5821,2208,856,658
1711680101.706259,87,27,1198227,51793,20044,24515,32716,14319,7452,4354
1711680102.6410732,87,47,187280,64168,59128,12534,20890,14355,6053,7454
1711680103.6477141,100,69,81130,52118,23316,28384,14696,24339,15699,4876
1711680104.6574764,100,51,24169,22600,2282,2846,2084,5713,1394,1766
1711680105.6556334,77,69,710596,182698,113590,47401,10706,9451,7752,4305
1711680106.653179,77,69,220520,119261,12876,3887,5658,3969,2034,1228
1711680107.6567786,77,69,1044990,99355,39245,43033,53932,25725,24728,12780
1711680108.6527324,77,69,459660,24600,6105,4348,1407,991,475,236
1711680109.6494,77,34,406920,42100,5439,1034,3819,4677,522,593
1711680110.645926,63,44,159285,26371,32187,4031,14215,6000,6711,1543
1711680111.632167,63,77,13775,6301,5198,1437,2812,2598,533,1225
1711680112.675718,88,63,85107,56162,7272,25705,13290,14203,11824,3260
