,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711933129.615444,30,34,588063,39927,23430,9306,4443,3930,4937,4368
1711933130.6361518,44,24,24818,9019,6390,22158,24671,8112,2605,5038
1711933131.625947,67,7,6204,9497,3424,5560,26237,8787,3329,5756
1711933132.6300893,91,3,8259,2750,2785,5150,7515,4108,2950,7293
1711933133.619903,100,1,4498,13494,170,4004,6734,10580,7292,6123
1711933134.6415634,100,8,4434,8641,14348,4973,3621,4958,10915,4665
1711933135.6321657,94,16,43347,9173,2028,1117,1182,1842,1024,452
1711933136.6526017,78,21,25596,23074,22576,7628,20240,9571,3601,4598
1711933137.6426172,66,37,242599,4611,1639,2227,3586,2336,1021,731
1711933138.6324499,44,24,82358,24771,3628,10049,3254,1536,956,1422
1711933139.6219168,43,44,14891,8382,18068,13942,12903,4683,6207,4193
1711933140.6126268,37,34,56272,18405,2856,2372,1207,2469,671,721
1711933141.6329296,34,41,7816,19577,14284,10261,4068,8657,5162,1118
1711933142.623661,54,41,217496,27005,12964,15673,20246,10834,7598,8427
1711933143.6129467,57,35,24196,8977,9090,8770,11246,4236,3144,3751
1711933144.6331468,80,44,5340,7480,10356,5040,10230,11350,5406,2998
1711933145.6226513,69,54,14820,17372,26126,17721,5409,5789,4083,8886
1711933146.6106656,78,54,18461,9602,9840,7507,22917,9665,2608,5444
1711933147.6305628,91,54,45356,2847,3900,12722,10808,7809,4622,4875
1711933148.6206636,81,67,6881,9778,15876,21584,6946,11739,4123,6414
1711933149.6397574,88,48,21567,28167,8917,9126,14679,7221,2751,2710
1711933150.6286588,74,60,24987,17583,30987,4273,12471,6012,4885,2305
1711933152.6097286,57,35,4310,35308,5899,4688,6382,8916,8116,3678
1711933153.6616752,38,37,50339,77182,17589,17512,9573,4193,3769,4305
1711933154.6211486,50,27,28387,20674,16239,7832,11079,11133,7189,17277
1711933155.6124492,40,20,52217,52777,11348,28200,13252,8998,5634,6720
1711933156.6331499,41,24,45584,23009,7044,6187,12169,8084,4062,5706
1711933157.6225545,60,30,17411,24604,22126,2324,7482,6644,3067,3936
1711933158.6135504,60,30,38838,11957,13069,10062,21288,8622,6798,7092
1711933160.6236737,66,47,13334,2228,4640,8233,4391,5830,4001,2770
1711933161.6131608,56,43,37568,52964,14331,16556,12762,5485,5388,5116
1711933162.6341493,53,35,29998,29732,9804,5116,16373,8204,2976,3524
1711933163.6244173,77,20,14008,14261,2356,3578,11428,9293,3684,9113
1711933164.6433616,64,13,13658,5184,4654,8833,14096,3460,2463,2160
1711933165.6316643,80,27,12032,15484,34622,10659,4504,10282,5194,5796
1711933166.621305,74,54,13056,9824,27302,10388,3646,6014,7343,8370
1711933167.6111338,60,83,55907,11995,20636,13403,7886,8463,10937,4432
1711933168.6309924,64,84,3780,10495,2652,14221,9457,7366,5444,2832
1711933169.6194277,74,66,6328,13994,10789,4272,14685,8532,2341,8939
1711933170.6096778,69,61,46250,22895,57449,14335,17774,9087,6079,4693
1711933171.630565,69,53,3897,10148,6039,17810,16935,7371,1771,1881
1711933172.6189468,63,74,2236,1884,25873,19888,5298,7607,6416,1231
1711933173.6084428,30,80,627487,134988,78870,15789,8634,5114,5866,7049
1711933174.6278977,30,67,1714185,61385,28270,27208,14692,8222,10204,6530
1711933175.6181698,21,64,38966,13711,4394,4068,1339,1548,923,1223
1711933176.6391795,11,51,40237,20052,19099,12644,6669,2904,2657,1137
1711933177.62866,29,30,158337,24273,233,3004,10084,2467,1126,616
1711933178.6182778,35,24,548202,77338,11405,24162,16927,12629,5281,7485
1711933179.6386228,35,29,288766,64069,33663,26442,22571,9564,6598,9551
1711933180.628152,34,14,304809,76543,6849,15327,4771,4717,1501,3668
1711933181.619147,40,44,21730,26075,31293,25412,8862,12307,9206,4092
1711933182.6084561,44,64,11922,5008,8617,20278,4314,6122,4392,3261
1711933183.6287854,43,64,114550,10359,6014,3249,2692,1322,1348,3440
1711933184.6176784,56,66,72376,15414,6595,1962,11574,3393,2756,1331
1711933186.6269858,66,48,15478,20782,7718,14393,6624,9517,9005,5996
1711933187.616317,78,51,34837,23000,7916,29915,11730,9572,5034,4422
1711933188.6355932,80,63,16228,25110,15191,11550,2499,8389,3034,2808
1711933189.623469,74,48,54120,59648,12022,8019,14254,10914,5031,4880
1711933190.6451461,78,41,11564,15696,1604,8411,7215,8489,4214,4362
1711933191.6052241,78,29,13135,37506,7176,9974,10903,8236,6060,10666
1711933193.61596,60,23,16220,10754,13387,7831,7832,8120,2651,5448
1711933194.637669,44,40,8235,13339,10938,19574,2660,4747,6347,4663
1711933195.6286488,40,64,3595,7130,25166,25770,4357,6647,3867,5163
1711933196.6185822,78,83,17755,7205,4413,8301,8550,7719,6852,6187
1711933197.606652,74,84,26026,21379,17546,26136,13923,11272,4208,4589
1711933198.6281672,69,69,199587,19110,6877,1937,2045,2371,2340,1367
1711933199.616946,75,53,8181,12108,7458,16213,16450,5594,5405,3393
1711933200.606918,77,44,9809,10891,3718,6528,16490,10822,9244,3998
1711933201.6586654,70,43,61870,6638,4985,7238,4794,2060,1367,3026
1711933202.6170013,84,50,12694,14243,13361,14518,13073,11915,6499,3212
1711933203.6369083,90,64,3993,6208,21222,19740,4095,10007,6197,10629
1711933204.6273808,91,64,106435,6477,4540,6243,13307,13378,7508,4198
1711933206.6081455,84,53,167303,23274,29427,8250,7465,13171,13938,10021
1711933207.6290126,81,41,21136,17199,15178,19071,21139,10005,5076,3572
1711933208.6505232,70,48,9234,13557,9870,8598,14757,10289,2252,3501
1711933209.6411495,60,53,79348,13105,3841,6129,13361,1194,811,1312
1711933210.6304233,64,48,14143,5717,8339,14467,21718,7950,4422,3748
1711933211.6201758,50,41,111646,16755,7651,1273,3026,1529,1649,1231
1711933212.608149,27,54,8478,34815,45581,31359,11296,5542,4676,5354
1711933213.6296735,29,66,25079,12854,5927,10536,3352,1698,1714,1588
1711933214.6186855,20,67,104089,13705,5447,10057,2317,3678,1690,1441
1711933216.6301625,30,50,41696,21420,2623,3878,3106,1878,2354,1504
1711933217.618173,50,40,20187,37973,18582,13887,19062,20643,3106,13644
1711933218.6384838,64,24,10766,11613,6077,2573,13147,9583,5100,6170
1711933219.627388,64,27,250956,54648,31364,17654,12112,9839,5619,5248
1711933220.6473494,75,50,6282,10995,21813,14115,4847,8146,3300,4587
1711933221.6056716,74,53,21091,17773,10516,5313,2899,8614,7819,4662
1711933222.625328,40,57,735255,206941,66177,38713,40432,8253,7816,4890
1711933223.615652,35,60,80789,62529,33577,23908,14892,6776,6359,6234
1711933225.6268606,34,47,69766,57510,40277,17823,19754,22947,3486,5725
