,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711933804.1916509,34,30,87137,71544,26717,23687,23097,10331,11613,6374
1711933805.1811516,14,38,202210,115658,45419,49671,13827,9116,4406,5793
1711933806.1706867,23,61,68284,2933,5337,4164,3029,2558,1719,755
1711933807.160465,8,43,224085,59022,18256,6644,10392,4245,4858,2601
1711933808.1786435,14,34,1577828,831407,25158,44769,107329,109192,60249,56819
1711933809.168414,14,37,145522,24471,8933,6002,4827,1765,1701,1528
1711933810.1566734,1,3,715864,135107,2923,20796,39602,8733,12038,6159
1711933811.177003,1,17,39312,29626,1831,5088,1951,3011,1503,1103
1711933812.1666803,1,44,403861,157397,44145,39000,34941,9755,11536,8583
1711933813.1885414,23,44,897692,31309,24150,35404,30541,64177,24044,10399
1711933814.1791532,17,63,601267,23270,6470,3768,2023,1254,2161,509
1711933815.1691852,23,75,752361,111855,41868,36332,40080,20243,11924,4944
1711933817.180065,7,57,179443,26916,9028,7743,16929,5839,2885,2106
1711933818.1706681,7,57,1213049,334265,94924,62304,61192,11894,12536,5056
1711933819.1916301,3,66,120434,32722,23336,5355,3612,3693,2685,2779
1711933820.1816163,24,87,175780,11342,13989,7591,13075,7456,5207,1741
1711933821.1711507,7,100,152111,4008,4120,7429,3963,479,340,292
1711933822.1920054,11,100,9153,52304,69667,30478,57996,5897,11896,9738
1711933823.1816673,27,100,1059836,55409,27653,6255,27079,18627,19328,4570
1711933824.1714218,20,88,644083,133768,41422,19570,28019,17461,16678,16505
1711933825.1607432,41,78,94665,23248,34228,17083,43417,12942,5534,11772
1711933826.1821449,41,66,97897,112674,24696,24757,16713,5758,3898,7729
1711933827.1711514,21,84,737876,31353,38296,100708,12169,8240,6522,6881
1711933828.191654,17,78,306527,85387,15220,21619,20812,8738,6544,6943
1711933830.200002,35,60,46515,43956,5353,5270,20030,4799,10396,6462
1711933831.1583948,64,40,3354,4748,3678,10219,12983,11906,6046,14497
