,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712076906.7091517,47,47,477,26892,6285,9692,8146,6509,4644,5524
1712076907.7006507,66,51,152886,5171,2862,339,1677,3296,1139,391
1712076908.7241557,77,67,95893,38964,34165,13343,14638,14709,23893,6408
1712076909.7161527,88,91,221564,5884,16162,4119,5452,4998,2029,1401
1712076910.7391534,97,78,9881,23886,6819,2659,12952,9774,8257,7190
1712076911.700152,70,94,263538,13246,11373,7539,1474,2010,4080,1319
1712076912.7231529,64,77,69072,32512,3610,8900,4164,4755,2148,4111
1712076913.7151508,48,41,1076858,116799,7401,16551,19664,8161,3419,2361
1712076914.7381513,54,44,9358,9831,2939,4892,12799,8748,9542,7772
1712076915.6991506,56,4,211562,75338,2398,5430,5410,6923,14290,11022
1712076916.7216518,48,1,343761,71184,6077,9264,8901,6066,2288,4016
1712076917.7141538,61,10,66987,16714,1236,5532,2227,3731,4576,3977
1712076918.705653,38,37,2286966,62366,44756,48072,5901,14620,16700,12805
1712076920.720651,75,100,22335,10880,17470,20386,8075,13496,9143,6090
1712076921.7441514,74,100,73164,52971,30104,8489,18170,12330,10416,14857
1712076922.7366507,77,96,1270053,58652,13563,38818,12328,13465,5994,13184
1712076923.728151,64,100,79805,10454,35279,34194,50519,8311,9610,8579
1712076924.7196522,64,91,76990,37695,29185,19502,33713,24242,9163,10807
1712076925.7121508,51,80,70035,85670,9361,15366,15775,5958,3441,7612
1712076926.704152,41,74,230809,216232,52590,65455,31952,21134,13877,8905
1712076927.7271519,54,67,43212,17696,11989,17980,10133,13567,8654,5701
1712076928.7191515,56,57,70017,21730,4630,10323,16734,11163,7645,4905
1712076929.7106512,60,61,285579,103242,20813,10963,5610,9505,9234,7118
1712076930.7031527,78,66,50581,4560,1129,4651,4022,2403,2415,800
1712076932.7181525,53,83,288372,33251,35297,12360,26789,10269,6630,2043
1712076933.7101512,53,67,364896,162953,18252,3974,31469,12630,8908,7370
1712076934.7021515,50,69,14533,19604,18889,8471,14502,8034,5406,8757
1712076935.7246516,37,50,67008,41581,12133,2864,12053,2690,3416,1876
1712076936.7171543,48,51,11081,16720,15412,10349,7647,12487,9397,11195
1712076937.740153,74,84,3199,16916,24540,5054,8599,18282,3446,6320
1712076938.7321513,56,57,610399,258675,5196,37956,37466,16101,10812,11533
1712076939.7241516,50,61,36794,28445,7032,4249,1874,1154,1156,1424
1712076940.715651,37,44,83932,55288,13838,11970,29117,9838,18401,9411
1712076941.7081509,40,48,28965,10067,32665,8956,18714,23513,14725,3744
1712076942.7311513,70,81,53841,7039,26101,10890,15245,22605,19742,5205
1712076943.7231522,100,81,128557,8223,1359,4552,3080,4837,5014,1860
1712076944.7146523,94,70,286367,179972,9367,21718,10919,12016,11603,4760
1712076945.7066526,90,77,8844,6546,23608,7495,7643,13272,9219,8176
1712076946.6991518,48,67,17974,14288,7552,1119,1494,553,479,420
1712076947.7221518,27,47,96763,115445,8196,5925,11508,10732,2143,2483
1712076948.7141528,30,56,1262824,195069,47049,25681,19884,21954,10681,16090
1712076949.706152,34,44,41797,27628,17857,13390,9065,21297,24341,9007
1712076950.698154,61,48,95073,8798,8777,4282,3638,4475,2479,7074
1712076951.7221522,44,78,1349179,43234,13516,11383,3914,1394,3421,2372
1712076952.7126515,64,96,14199,6944,4470,13162,7644,7679,3526,5417
1712076953.7361526,70,88,759,9444,10165,3821,6183,24777,3441,2594
1712076954.7276511,63,75,180689,102617,37707,10197,17048,21544,5716,4609
1712076955.720151,90,50,281357,71679,8978,4401,15579,20924,6847,3960
1712076956.7121522,74,54,105215,35792,56577,35121,25910,12294,12835,14664
1712076957.735151,48,47,83784,76450,13373,8058,12071,8377,4626,13439
1712076958.6961513,51,51,31845,31727,12234,6435,6904,9480,10977,9377
1712076959.7191522,48,84,102066,10502,13017,4352,3257,5400,2781,4256
1712076960.7111528,60,69,431306,11751,4592,8083,10275,6603,2457,2411
1712076961.703154,63,83,1286559,197006,65167,60378,49289,42983,47144,34606
1712076962.7261512,53,61,184182,45798,2528,3755,3374,3891,11652,5243
1712076964.7101526,48,43,109141,23232,14184,1077,1526,14531,6383,3877
1712076965.7016509,38,35,198299,26420,8414,2572,5871,2268,2689,5959
1712076966.725151,47,70,129734,4591,4552,13173,9060,3567,2369,1629
1712076967.7171524,53,56,14434,60839,5053,8171,11015,11219,13447,5337
1712076968.7091541,44,63,15622,48773,16045,39063,23812,17744,18110,10628
1712076969.7321532,51,54,1443921,242454,8799,46116,23098,39575,12190,22786
1712076970.724152,47,40,1070183,143270,67428,22179,44641,20942,19746,15585
1712076971.7161524,43,43,298506,105852,4191,24181,41221,16096,18159,12584
1712076974.7231524,34,27,1278061,992189,126225,43976,81748,64043,51010,94072
1712076975.715154,21,16,204617,103828,7282,1351,3399,3767,1681,2781
1712076976.7071524,21,43,37792,46775,27327,19573,3133,6812,7154,4682
1712076977.699153,1,20,222856,55571,3253,6551,5541,1876,814,996
1712076978.7221541,7,54,61489,21896,27824,33530,8055,7347,2275,3858
1712076979.714154,14,91,50318,53753,67584,11921,3199,10893,5476,7922
1712076980.706152,17,93,7927,15300,12692,27697,9564,5738,3690,3956
1712076981.7291534,30,100,7975,16002,37387,7919,5806,6419,5365,1892
