,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711227186.057618,34,40,2510920,341698,53695,20653,29671,14382,17901,9376
1711227187.059664,35,50,18110,61640,23420,23899,23785,10702,3079,5572
1711227188.0644078,47,54,83540,13904,6990,5293,16706,6377,4250,7673
1711227189.070017,60,63,439206,11918,6522,2039,4546,6103,2053,2741
1711227191.0579786,67,60,4165,10127,13013,4471,13227,10687,2199,3795
1711227192.0514898,57,67,50069,23078,12342,11042,10770,3773,5291,3396
1711227193.056466,44,61,83359,35628,5994,2378,4465,3564,1158,713
1711227194.0684876,53,75,121829,24121,3190,11985,3418,1972,1581,873
1711227196.060607,38,35,21046,42398,2849,3606,8061,5487,1596,1599
1711227197.0491776,40,35,2214647,172062,5478,27299,4592,18545,7118,6367
1711227198.0731604,44,30,81909,36396,8086,7800,3378,4837,2013,2072
1711227199.0629292,29,43,381941,33147,8869,1578,2391,424,465,948
1711227200.0587156,37,63,83287,33202,25469,5770,9204,14785,3142,5450
1711227201.0554357,40,66,37905,14161,856,3941,2452,2672,2150,832
1711227202.0657573,41,67,73392,31351,9290,13072,9968,7068,3483,5165
1711227203.0617394,57,64,59772,38220,2475,5718,2853,2895,1413,1030
1711227204.0644789,56,43,4237,10996,486,1273,4029,2565,1636,1093
1711227206.0730746,43,26,594771,108533,5342,12328,9501,9293,7558,4798
1711227207.067169,54,43,2732,7863,3736,20066,13589,7063,5203,2941
1711227208.0714004,51,69,115169,21051,22656,11725,11499,8341,8745,5881
1711227209.0437615,67,91,14453,5694,19035,10453,8733,10133,8264,4864
1711227210.0706267,63,100,19061,40461,7263,4471,1745,2283,1371,1173
1711227211.0735118,75,87,10497,17641,5757,8358,11133,24274,2931,6362
1711227212.0622306,61,83,60076,19621,2010,15180,4094,1603,3205,1318
1711227213.0739026,41,53,52636,73901,2432,6346,5946,2566,1348,1260
1711227214.0613596,61,67,7912,2522,12750,9915,12646,8752,7582,5269
1711227215.0574903,37,57,1177893,377111,40157,6664,22407,18474,12415,4257
1711227216.0752265,44,54,107711,71177,7129,45987,6942,14894,13632,6490
1711227217.0551023,53,61,312560,180767,13051,30240,28413,15736,42938,25195
1711227218.0573232,37,47,650984,71848,23791,4223,24009,5756,5741,6449
1711227219.0498464,37,56,2602441,184211,17920,39503,27780,11942,12515,9608
1711227220.0422919,29,48,319341,34819,5277,4842,681,2369,1741,2068
1711227221.0458431,47,51,51223,31943,8570,8841,18869,21263,10914,3833
1711227222.0573099,54,57,13416,16829,4382,12602,13207,5824,5509,9022
1711227223.0463881,74,75,6384,2908,5385,4585,1559,3818,3874,1587
1711227224.0499146,88,88,7528,10168,10879,11943,8357,11129,3617,5177
1711227225.0594642,80,100,54658,18898,55530,4193,13479,14153,14982,7470
1711227226.0555584,77,100,80976,26559,2111,9992,9688,4312,1099,1500
1711227227.0435474,66,83,65821,27966,5739,1973,2854,3399,1969,2777
1711227228.0466757,63,77,30377,36272,19233,7512,12692,13754,8093,2045
1711227229.0510085,69,61,43131,5241,1137,3697,3815,3413,2976,796
1711227230.046548,84,61,7133,14209,3973,7841,7774,16066,7092,2186
1711227231.0573094,97,63,397881,33607,14575,5182,12513,22164,8816,6162
1711227232.0462754,100,54,25877,11395,8487,2614,27192,11040,4164,12369
1711227233.0484252,80,48,96119,55334,8125,4514,3956,1542,1262,837
1711227234.0679545,64,43,68034,13254,3559,1016,6739,2139,1431,1404
1711227235.039878,70,41,66784,13417,6147,2768,12700,15068,5405,3432
1711227236.059134,56,61,77714,16925,12259,25121,8868,5300,3904,5150
1711227237.0554695,84,70,23532,3989,2323,7182,9528,7491,5487,3687
1711227238.081939,84,88,113935,26932,13758,34506,15172,9098,8539,5828
1711227239.0453124,69,94,164123,23693,6064,8094,10353,5830,3163,862
1711227240.0480227,66,84,47642,22406,7311,9752,6720,2613,4278,2787
1711227242.0408785,53,57,168788,140046,3554,5321,11811,22697,21195,11858
1711227243.0730526,47,56,735120,211429,35883,39237,15330,21566,21649,10157
1711227244.0492187,51,57,123503,19462,6670,8845,2607,4501,4847,7583
1711227245.0517042,48,40,757389,364132,46712,37574,84027,27570,23592,26551
1711227246.056617,37,57,1219725,80039,9067,12850,4175,4363,4370,2696
1711227247.0524411,38,60,109093,27014,8397,7217,15001,3717,2194,1632
1711227248.0545688,37,47,113661,29546,5661,3261,8017,3760,2856,2009
1711227250.0358539,35,44,143521,51055,16876,4252,12815,2462,2508,2475
1711227251.0750303,40,47,39106,32356,8686,23290,37519,11090,4446,5854
1711227252.0425153,43,61,1614463,147726,77764,69889,33056,37903,14666,10231
1711227253.0808673,47,77,1341510,376140,137406,108275,140280,61564,33926,14588
1711227254.0477164,50,69,1602885,742721,48857,99784,120888,47777,57986,58182
1711227255.0480828,38,56,259005,27058,2970,2001,4277,1486,643,350
1711227256.0741637,26,54,103441,58905,44301,3989,7436,3702,4157,1659
1711227257.0716069,30,43,124746,87572,8403,13010,27015,21467,4411,3044
1711227258.060009,27,47,196014,62581,12997,5308,5937,2724,2139,1215
1711227260.065827,51,51,58169,8645,1006,2545,1179,877,900,591
1711227261.0604212,51,74,17258,3660,5071,5097,3440,2660,833,897
1711227262.0561929,70,81,22107,4367,6531,7265,18113,4953,2200,1344
1711227264.049181,81,100,44966,26954,22231,23902,13428,15085,5772,3209
1711227265.0608702,67,75,48840,28686,2963,1973,2611,1657,2256,1180
1711227266.0567684,70,70,117697,25306,3257,13167,8892,17281,3539,1399
1711227268.0467181,66,64,40094,22001,10034,1052,7605,4003,1426,840
1711227269.073041,78,70,205347,81440,17549,14839,46974,18197,9530,4233
1711227270.0532494,80,70,34009,19992,6715,11096,13380,17975,5634,10251
1711227271.0502417,77,63,102879,11313,9361,1954,7097,5377,1973,1168
1711227272.0463767,83,60,299785,70090,12306,13160,9592,19486,3716,9251
1711227274.0452108,81,56,75554,19967,6021,14005,23397,15075,9936,11443
1711227275.0720806,84,53,8846,10641,3654,4508,3323,6965,2995,1558
1711227276.0647514,63,47,43863,42878,6246,833,3761,965,592,289
1711227277.0381572,61,44,29761,40077,4316,2824,1318,6081,1021,2615
1711227278.0439985,54,56,15943,7666,8386,5150,3700,4494,1316,820
1711227279.0702453,54,54,41619,32685,7354,15112,16595,16090,19401,4870
1711227280.067275,69,64,93031,55553,10657,29191,39378,10417,6423,5049
1711227281.0698538,75,78,15199,7300,673,4631,3046,2352,1093,942
1711227282.0495872,61,60,116234,143789,9368,20695,12740,9775,11205,3637
1711227283.0847569,54,61,107781,52448,22131,9491,16855,13227,6275,4097
1711227284.0717514,50,56,82929,44071,8991,6771,10372,3749,651,1550
