,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711224112.8662932,53,30,288335,171108,36848,18387,74812,31651,28857,10806
1711224113.8764703,66,24,663231,267908,30532,43803,47865,50429,11135,9760
1711224114.8508775,69,23,25155,21688,726,9277,4312,2299,1128,1254
1711224115.8775747,93,24,7022,2653,6140,1959,2815,12561,6767,6975
1711224116.8590114,94,37,24625,5296,274,14654,5961,9282,9020,5245
1711224117.853733,64,35,372199,98727,8698,8487,7188,2269,1686,2204
1711224118.8556986,67,44,21965,19890,4418,64788,25150,14759,2916,7180
1711224119.8827887,44,48,54395,39738,27836,3740,7680,6679,2914,1279
1711224120.8555694,34,41,156880,8068,4167,373,2376,1951,1375,1180
1711224122.8705897,48,40,13962,15202,3755,6048,9516,4617,1959,898
1711224123.8828666,41,41,157290,54274,28561,9050,1612,4030,1835,1537
1711224124.8555448,30,51,92525,16801,17511,8835,4120,2537,1092,2050
1711224125.881142,30,47,792926,250219,66902,25543,20287,27912,6628,5074
1711224126.8704886,16,35,1026420,327826,14635,17377,10631,13404,2132,2589
1711224127.8649974,23,13,178700,382345,5263,7032,31874,31668,9940,9389
1711224128.8762295,30,13,65718,15621,3987,22260,5757,5747,2132,1667
1711224129.870507,26,20,237175,274929,88125,47341,29247,19900,8805,8645
1711224130.867507,37,47,62625,44311,80726,42009,15095,23699,8005,5536
1711224131.8578384,27,80,467883,90181,145317,90578,23793,10278,4708,5086
1711224132.8669517,27,75,102565,17283,4123,6914,2830,3300,1655,1188
1711224133.8622813,37,87,15349,11878,32031,13132,5668,6746,16280,2876
1711224134.8584836,29,78,170694,64554,14549,36694,20157,7726,8336,3839
1711224135.8542342,40,60,138083,17718,1132,2608,956,1907,395,396
1711224136.8788254,38,53,8937,13630,2740,1377,7585,1787,848,907
1711224137.8541527,29,41,142138,22787,6239,10871,7437,2208,1311,1901
1711224138.8649719,27,24,167855,22500,1233,597,3402,1209,535,498
1711224139.876288,24,30,444687,49257,21000,4447,6500,5063,4523,1902
1711224140.8716235,43,30,100737,7305,423,2484,1965,6924,2370,4244
1711224141.8759453,53,24,28938,95731,10604,19869,9504,22657,10380,7119
1711224142.8707519,70,40,1859,2698,1144,2324,3598,2783,1345,4665
1711224143.859936,78,34,1235145,171105,21387,21843,29388,25996,12382,4864
1711224144.8629327,67,43,6227,28671,30211,8287,10805,15700,8321,6820
1711224145.8577619,70,50,109594,32372,30022,14560,31929,21068,13852,9200
1711224146.8799663,61,53,162755,33127,23620,4640,6026,7320,2207,3117
1711224147.8596873,63,61,627668,83878,37756,26476,9398,23141,14514,10581
1711224149.8558402,61,56,120522,321985,27208,32687,23655,34518,6404,12694
1711224150.8672361,56,41,129269,12248,1028,367,890,1072,996,922
1711224151.8791816,51,43,797784,39716,27253,11026,9908,5686,4184,5242
1711224152.8605924,17,23,1490896,1301021,81735,30639,26768,21351,23473,13896
1711224153.8652427,10,34,901571,43114,20836,6256,4707,2809,3492,4651
1711224154.871454,10,40,1952107,715887,69121,113291,30630,72440,38742,55466
1711224155.863364,1,29,60039,60945,8215,7108,4841,1819,1019,628
1711224156.8659754,7,48,393111,11476,1411,11746,2497,870,1346,1290
1711224158.8797135,1,53,109806,9334,278,2462,1033,872,318,206
1711224159.8751628,11,61,85680,27913,8694,15536,7141,4580,2602,2015
1711224161.8715112,16,53,638607,291766,76732,49430,19558,10705,12867,9532
1711224162.870038,17,57,25371,17308,3716,10274,6002,2652,6127,2478
1711224164.8753316,17,53,143319,61323,30756,7820,30800,3417,6667,5621
1711224165.8614123,26,53,2065672,160077,16544,53674,25625,14851,9464,25940
1711224166.8690798,34,50,117515,17475,4918,4142,2275,4437,10244,5490
1711224168.8672462,35,48,106299,86742,18519,9989,7195,6290,5780,3240
1711224170.8680673,24,26,227797,488151,16883,11434,6629,19880,7640,6686
1711224171.8726892,16,13,1077888,341147,11026,25176,3310,14525,11804,18579
1711224172.8707495,8,24,23624,8504,7004,4549,1449,426,599,674
1711224174.86504,20,35,168515,135877,20942,31457,41387,26165,14054,12891
1711224175.8799205,21,44,44533,10955,2216,2521,2206,829,644,308
1711224176.857456,30,41,136730,34631,24933,11041,9451,4272,5757,5259
1711224177.8767412,26,60,3101102,125885,205269,87078,46191,24656,15691,9300
1711224178.8649483,21,60,2001471,136726,16485,17244,7601,11487,3705,3966
1711224180.8671305,13,37,370107,341631,11915,14205,10493,14441,16579,2605
1711224181.8552763,23,23,1329611,74025,18957,11248,14576,15302,7672,6876
1711224182.878471,27,34,672593,65814,29669,29717,8084,14539,2977,4635
1711224184.86939,56,51,1427589,131204,74183,78046,68951,43464,22725,11541
1711224185.8581958,53,56,313061,43092,7215,21607,5054,7182,3618,2280
1711224186.8546867,54,57,59736,34257,19355,26870,9325,11214,5393,1597
1711224188.8777153,30,50,163670,100568,18174,10173,6760,5044,5927,5500
1711224190.8665137,13,44,266472,41608,15633,16950,13811,4199,4903,3720
1711224191.8624356,17,40,545357,81121,2740,10028,4768,7074,8377,2651
1711224192.8735378,26,40,585302,57238,8709,9010,2783,7382,5234,4835
1711224194.8742712,26,34,733419,112933,15994,10708,8098,6661,4805,2195
1711224195.8697002,30,47,868464,48534,24246,20382,13826,10422,6498,4721
1711224197.8693836,29,51,2071514,245427,128557,54998,93606,33830,10895,10588
1711224198.8719196,37,47,591149,68884,10312,14268,8108,7295,11038,4296
1711224200.8637736,21,27,748460,260219,4564,5348,8172,4951,6279,9068
1711224202.8708036,24,30,50990,17769,7470,2293,1815,1926,934,1611
1711224203.8429797,20,24,227014,176050,19250,14440,5972,9580,7716,2276
1711224204.8547518,41,48,84991,9502,2330,3688,671,2054,2574,1487
1711224207.886417,50,56,1156123,31775,23869,5093,11146,4801,14629,3200
1711224208.8818521,41,50,1311098,634639,122675,48602,50041,54913,28109,56691
1711224210.867149,41,53,1295109,447570,239024,12514,8010,46995,61937,14784
1711224211.8617313,48,43,753498,45413,9807,1944,2219,7402,6022,958
1711224212.868107,51,38,706772,65584,4850,4951,13321,7439,13319,10500
1711224213.869735,41,38,117010,164039,87031,23534,31157,19090,12996,9473
1711224214.8800726,30,20,869423,967103,32561,30062,70059,28118,37062,22370
1711224215.8776398,27,14,1375269,98583,5683,8854,5500,11142,13784,4578
1711224218.8645535,40,16,84783,14424,5046,1402,2207,3933,4420,1248
