,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712077976.744467,30,30,431334,325175,8743,15513,9363,6867,7503,13023
1712077977.7364705,40,37,1744951,795685,139343,83772,99965,157542,40964,52702
1712077978.7594674,44,56,45365,24679,17441,9287,4312,4346,1968,2316
1712077979.751469,56,74,20745,14451,8738,8023,16064,6149,6331,10098
1712077980.774468,74,97,39909,45702,35179,16989,24739,14744,6767,10565
1712077981.7354677,78,100,25483,6045,20055,2057,17056,7272,4342,5647
1712077982.7584693,83,100,3177,24107,6506,17092,10244,6501,4659,5755
1712077983.750469,78,100,13507,16316,40536,10578,14856,8597,4838,2865
1712077984.7424693,84,100,10897,8396,9844,7591,7862,7822,7573,8831
1712077985.7344673,83,100,4060,23763,14450,14347,2490,10657,8234,10350
1712077986.7264695,75,100,20790,20619,66028,3855,6579,5560,4960,4245
1712077987.7494674,77,100,11192,8655,40706,4732,14964,7207,3638,5387
1712077988.7414691,75,100,13246,14343,6583,4809,6311,7143,6285,2406
1712077989.7679684,66,100,13724,45526,65762,8378,3577,9944,3900,3588
1712077990.7254677,75,100,21594,18626,19958,15293,10589,8302,11007,2072
1712077991.7484684,74,87,23140,32863,16319,3087,13844,5498,4455,4221
1712077992.7404697,61,84,310455,175695,49150,48276,49109,24306,12999,13113
1712077993.7634666,63,90,66353,9229,72657,10424,13838,8462,6475,8869
1712077994.7244673,61,90,13541,18981,26728,11945,9328,6959,6135,5201
1712077995.7474697,56,100,75676,8276,15929,3478,4660,1683,1408,2497
1712077996.7394686,61,100,8232,28596,24916,8352,19231,9050,8605,9962
1712077997.7624671,63,91,31634,38231,10161,22879,10568,8913,4949,6952
1712077998.723467,64,90,11020,15752,8745,13979,2875,5202,7934,2958
1712077999.7459702,77,91,8683,8164,35533,7118,8984,12272,5613,6454
1712078000.738468,74,100,15546,11907,68259,5008,6283,7703,6020,7091
1712078001.7304676,81,100,503284,8152,22567,6425,8374,11622,6748,8365
1712078002.7224681,77,100,104796,42889,88612,18774,30358,12671,8724,8010
1712078003.7454684,74,100,410059,38445,23251,7760,9677,12182,11367,9936
1712078004.7374668,70,81,226011,177451,24633,28948,14933,21153,4611,6959
1712078005.7289677,69,80,9003,11430,25235,4060,14798,9504,10031,8849
1712078006.7524695,77,70,12674,40887,22730,8576,8289,10711,6465,14489
1712078007.7439675,80,75,445605,34468,47425,13616,18438,21714,6679,9325
1712078008.735968,78,80,186418,76804,17906,25468,8625,10339,10115,7194
1712078009.7284687,66,90,32015,7126,32411,8377,685,3118,2902,1177
1712078010.7488947,74,84,15626,19387,12969,2942,15412,13052,11255,9456
1712078011.7384667,56,78,792345,95125,40782,9086,7256,5532,11589,5571
1712078012.761094,54,70,292337,115730,7453,27438,12393,11957,4487,5225
1712078014.7428164,63,40,546599,64647,32674,11499,41878,9952,5194,10141
1712078015.7340963,80,34,41013,20572,2934,5885,15295,7647,6858,11398
1712078016.725596,100,34,2010,9728,3171,4310,8625,14327,5196,4224
1712078017.7490962,94,53,4324,1689,430,10059,2440,5083,5583,2938
1712078018.7406318,100,60,161347,31733,19819,19122,6901,10625,3086,6478
1712078019.7336292,87,60,142095,42159,3537,7217,5750,2551,2366,3877
1712078020.7228827,70,77,25127,10694,17344,14070,7361,6210,7159,9994
1712078021.7729495,77,74,7190,3894,8039,12379,3656,16723,4957,5079
1712078022.7315414,88,75,6126,5772,30149,4511,10374,18965,8985,6462
1712078023.750036,100,84,22984,10099,7644,7859,4650,13530,11958,6892
1712078024.7389631,100,74,535,5420,6387,8066,15311,18561,8255,4862
1712078025.758496,100,61,31560,9272,11507,4464,35370,23175,9074,5599
1712078026.7481902,100,48,25305,21618,2823,2747,1065,2065,2983,2696
1712078027.7360113,97,48,1916,13561,12084,7343,11321,7296,9493,7845
1712078028.7245963,77,64,5826,2768,18014,28719,12566,4485,6938,8081
1712078029.7437074,60,75,11595,13319,26730,2866,18330,4889,4665,13860
1712078030.7329245,61,81,170902,66765,26541,18434,12548,11141,3508,14993
1712078031.721682,66,81,3119,7700,12781,2804,10642,9855,2248,9291
1712078033.7308848,57,66,50477,23419,6656,1643,3140,1431,2052,1485
1712078034.7493677,67,75,5924,3514,28536,9268,12160,11423,6218,7601
1712078035.7367995,60,83,3101,9105,18141,16268,8368,7297,4862,3912
1712078036.7596402,57,75,200616,80249,18274,21423,10570,7631,6706,6069
1712078037.751643,61,83,133767,61123,21039,50860,21331,9257,8429,4005
