,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711681146.655234,53,30,143410,32061,1919,4664,10928,5739,3544,1431
1711681147.6837852,53,30,1405621,241196,92976,74093,46718,41662,20211,7461
1711681148.6659284,61,30,789587,123758,43919,25712,69320,15901,11730,9454
1711681149.6695502,69,38,665503,143781,45466,64116,23291,19451,7458,2953
1711681150.6409795,69,38,1345431,55449,8592,58996,30237,11059,5234,3390
1711681151.642192,69,38,2373067,171854,36448,86317,458035,336316,36085,24990
1711681152.7023177,77,40,187931,130468,22752,51567,28834,12974,14787,2967
1711681153.6685202,80,51,850653,50434,13209,26541,11815,24111,9019,3813
1711681154.6710157,88,53,894961,19475,10478,5224,6818,7389,1646,757
1711681155.6511195,100,34,653666,36693,3617,1918,28467,15200,8635,1926
1711681156.653021,100,20,113435,10745,580,816,1535,1161,208,519
1711681157.6393661,100,24,94429,19346,29193,5350,18028,11622,2856,1432
1711681158.6401188,100,24,1952286,4515,7375,4758,3831,11300,3683,627
1711681159.6667907,100,24,1483841,98693,55847,10812,12362,5707,3211,1921
1711681160.6670575,100,21,641731,56939,1135,32490,29166,18073,6039,1530
1711681161.6703262,96,27,2777623,469981,67143,24514,109853,98309,34702,13582
1711681162.6806614,100,47,341577,7500,9183,2512,5671,4633,984,1177
1711681163.7089717,94,50,824882,30116,27223,38115,20825,7159,2426,1319
1711681164.6474564,94,50,205737,17754,6814,1740,2791,2946,3496,1615
1711681165.6438432,94,50,2033862,178448,2854,7143,10175,9827,2152,1621
1711681169.6688898,93,48,165226,3645,181,2209,2753,871,408,115
1711681170.6684587,83,54,1383023,91729,11617,18440,11255,6301,1912,727
1711681171.6668582,83,54,469371,2941,3395,6065,3212,2880,422,112
1711681172.6587405,83,47,190334,15751,3313,3636,3212,6051,1455,1416
1711681173.657892,83,47,485837,277095,85260,84736,134747,13788,16316,3310
1711681174.6524827,83,47,1660893,307687,113631,66020,108202,88735,17567,6326
1711681175.6488945,83,47,753486,37213,35842,12360,7928,22869,14998,9237
1711681178.6437385,83,47,356529,97409,54724,48538,17333,7189,7469,12910
1711681179.6888301,83,47,920034,163463,106127,71764,36752,14416,15716,13473
1711681196.6631353,77,27,579450,31887,11465,3936,4061,5903,2735,1658
1711681197.663269,53,20,680355,116065,39915,9357,4278,7422,5614,2572
1711681198.6589818,50,3,186562,51523,7459,1620,8353,7353,7003,2715
1711681199.6563854,43,1,93905,41165,588,13848,15292,17288,11905,13550
1711681200.654878,41,1,422446,46303,4919,908,4808,5288,3605,2802
1711681201.6463711,57,1,319642,76742,20202,11350,6087,23363,29062,15229
1711681202.6752229,70,16,12733,19410,13553,7349,6212,14969,20332,16281
1711681203.642422,61,10,266699,214562,10330,15420,7802,29513,27528,28796
1711681205.669062,61,29,1715438,175325,82356,27151,22785,29316,13075,5092
1711681206.663295,51,11,44534,6547,555,1076,880,1287,893,848
1711681207.6596055,43,17,1132577,23038,1021,3370,4703,1482,1633,1970
1711681208.6529355,40,35,1293124,105097,97104,22699,31940,36763,47621,27160
1711681209.6571968,53,20,159227,27155,3148,4883,6570,14041,9566,5466
1711681210.6498103,50,41,1103711,70153,61665,21579,24023,17236,21980,11701
1711681211.6801744,61,60,24415,60045,6784,40401,18421,16125,11616,12383
1711681212.6462042,56,64,77713,55290,68479,11386,9245,16296,8104,14514
1711681213.7092676,43,90,77619,16176,13381,4703,1862,4006,1761,1807
1711681214.6467366,48,75,69827,75561,11975,24847,27690,17161,5967,4171
1711681216.6441944,50,64,69152,43440,1552,19941,5828,13745,5678,7953
1711681218.6709678,37,69,222636,81520,10345,30480,11172,8713,3777,2385
1711681219.6667874,37,63,71023,114810,32725,44634,11812,17422,7450,4210
1711681220.6970434,29,69,536223,67906,40726,6822,12838,13322,4416,7354
1711681221.6619012,30,64,292148,93746,56178,14556,8137,16326,9012,4232
1711681222.6560838,41,69,411212,78285,33997,48233,33367,28606,16130,7418
1711681223.653005,38,74,402624,52649,38018,14530,17239,7426,13152,5335
1711681224.647872,20,87,145040,105868,125455,14694,10615,5293,6334,2639
1711681225.6590166,13,67,263124,85774,12007,6041,12429,5631,4548,2618
1711681226.688035,7,66,176863,120744,35463,46925,25575,17000,2137,2618
1711681227.6853538,8,51,82049,113353,18792,12496,13729,12421,7761,6882
1711681228.645354,26,37,179861,55433,11192,25010,10070,10836,10817,4406
1711681229.6467044,35,66,620101,71443,100381,31816,15686,20725,14685,3499
1711681231.6697357,44,91,38131,45808,51592,20120,7999,18928,11273,7994
1711681232.6974514,40,100,104649,20089,10265,11415,3422,3272,3303,1174
1711681233.6620553,41,88,664042,79812,47976,22354,12273,16891,10913,4549
1711681234.6602802,40,64,780320,155223,11718,11280,6274,16782,11395,4994
1711681235.6419284,26,47,143701,91005,1189,30497,19187,6212,7804,6180
1711681236.6706674,29,40,437625,73228,18228,28664,9461,12237,6772,6085
