,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712077129.3816094,51,48,610346,112822,48065,26411,27470,22505,12377,12097
1712077130.373109,67,70,558324,23645,22906,10974,16363,7560,12298,5699
1712077132.3886108,30,64,261691,47199,24677,5111,3324,3412,5009,10957
1712077133.3801126,3,37,165703,157745,24705,12162,13720,8207,4995,10062
1712077134.4031093,10,37,452939,32212,26115,13822,6561,13600,6466,12388
1712077136.3871124,37,37,158476,298870,24559,54358,48883,23622,15786,12906
1712077137.4106102,51,47,285939,24807,5940,2684,4889,3030,1948,2960
1712077138.3716106,14,4,227193,93794,516,1789,12055,4943,1138,1310
1712077139.3946116,4,7,660816,99286,37946,1464,9384,7639,7114,4016
1712077140.3866105,1,21,88406,142528,7146,5698,4356,3197,3872,3992
1712077141.3786097,8,50,25064,27858,5853,14069,9563,5168,7763,6029
1712077142.3701096,30,91,518238,33930,14588,15102,3743,6551,4645,5750
1712077143.3931098,64,97,44192,14980,9164,8378,9573,5600,6849,5520
1712077144.3856096,100,100,52784,23116,3628,7804,21363,12644,4405,2485
1712077145.3776102,100,100,50568,19241,19087,6124,12131,9018,11232,6334
1712077146.3696094,100,100,21197,7268,10937,5659,8136,4410,6749,8464
1712077147.3926141,100,100,1891,1873,17951,5812,6425,4885,2223,1089
1712077148.3846104,100,100,27222,32137,16974,36191,28080,18381,5773,14356
1712077149.4076118,100,100,8082,10056,7027,12986,8349,7436,5266,9839
1712077150.3686106,100,100,93652,11759,18183,13021,5142,13768,10668,6007
1712077151.39161,100,100,72815,28009,9085,16749,5129,6033,2727,12975
1712077152.383609,87,100,434740,60851,16945,16512,12637,6062,6046,7793
1712077153.4071107,77,97,107370,47902,27446,18549,9800,11336,16330,4399
1712077154.3676093,77,84,4346,10944,5160,5315,16692,7554,5697,4510
1712077155.3901095,93,87,8356,11326,21948,3177,9996,14850,11704,5173
1712077156.38261,100,83,15891,22939,6384,9731,13763,11542,10778,7927
1712077157.37411,100,74,110281,19155,2674,2274,1649,2715,3207,1462
1712077159.3896098,67,81,52160,19255,6894,1888,5255,1749,2951,2614
1712077160.3816094,56,80,37890,21137,1999,4916,1703,3670,3515,3436
1712077161.3736103,41,78,788745,49261,9013,1983,6119,2260,1714,1529
1712077162.3966093,26,69,677690,123921,86197,36320,30380,11062,4758,13492
1712077163.3881097,41,74,56176,8775,1081,7554,6968,3169,1578,1170
1712077164.4116106,56,81,10544,5172,7607,13109,13153,12590,10433,5598
1712077165.3721101,78,84,12697,37492,9661,5385,9816,10807,6700,5505
1712077166.3956103,100,91,11788,1125,10419,4076,3728,5342,7626,3614
1712077167.3876126,100,93,3626,14335,12477,3045,8137,9249,4264,2971
1712077168.3796098,100,93,24851,32917,42163,4425,14612,16833,6539,6793
1712077169.4026093,91,100,126298,41561,16309,31592,52616,7347,8278,2829
1712077170.3946106,88,80,37481,47137,2422,14721,35246,15732,12876,7676
1712077171.3866107,63,74,132246,43802,9274,4387,4447,3267,1484,4114
1712077172.3781102,51,67,857491,21938,9930,2612,5596,3393,2253,3110
1712077173.3706105,48,74,336473,56441,42656,36134,27656,9206,8084,7403
1712077174.393611,37,87,241436,21228,4462,16561,4921,4450,4043,2566
1712077175.3856122,53,87,7811,32391,9985,3804,7812,8325,7969,7952
1712077177.400611,54,80,672378,114300,13831,32385,36080,5054,14791,12162
1712077178.3926094,53,77,9779,46365,17947,9305,6263,6148,9854,7847
1712077180.3766103,50,70,30306,34194,15426,7069,11103,7692,6057,5646
1712077181.3686104,69,88,72921,3724,21550,12007,5432,4843,7404,3534
1712077182.3916101,74,90,33540,37444,28952,9680,4377,10165,8306,4770
1712077183.3836107,74,100,24757,6925,7912,13495,4508,6372,9931,5935
1712077184.3756104,69,96,144692,33129,6543,9599,10666,6637,1806,1379
1712077186.3906114,54,67,712252,148396,5034,9639,18596,6640,14540,7492
1712077187.382612,54,50,12528,40057,9829,2733,13194,11840,4075,4282
1712077188.3746102,35,50,118592,60365,7838,17706,11514,2121,1207,2419
1712077189.366612,30,44,64155,61161,18759,14719,7127,9362,5238,4340
1712077190.389609,43,61,553199,55361,11153,37284,6634,8732,9605,15329
1712077191.38161,34,66,479012,41081,19593,4572,21955,7644,10435,6041
1712077192.4041097,61,80,6217,4914,28375,6888,10190,8601,14530,6403
1712077193.365614,64,80,8218,30580,14494,7516,13000,6551,3616,5174
