,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711680876.5739334,30,37,2107982,161985,40233,28267,18277,14416,6609,2669
1711680877.5772948,30,37,322453,27500,15476,29850,23821,12992,9660,4180
1711680878.5731654,30,37,1259830,31246,13502,6495,8957,9282,4461,5113
1711680879.5695682,21,43,131235,18459,2464,6897,744,1481,838,644
1711680880.558197,7,24,15545,74870,5362,8811,6509,3548,6256,1998
1711680881.5519705,1,40,167166,99151,35743,13745,15567,7655,1828,787
1711680882.5806286,1,24,155911,69499,2789,8506,8600,6698,1798,1572
1711680883.5520346,7,30,71127,37503,12750,7228,5313,4776,1836,1128
1711680884.5497744,4,66,64048,40195,15930,5754,9887,2496,3145,956
1711680885.5794258,13,70,66452,16514,1328,9840,2534,2773,822,1599
1711680886.579409,16,100,14742,49549,40179,7204,13030,11044,4947,2058
1711680887.5765128,17,97,1977372,145023,16405,30671,12443,16320,38811,18870
1711680888.5759413,35,100,233712,63362,21668,15430,4550,12522,6989,2967
1711680889.572966,44,66,105849,14697,572,3549,6555,3849,3058,2300
1711680890.5691166,54,41,40413,29747,7600,6051,16834,10405,8397,31984
1711680891.5527124,57,64,12659,18113,34978,3659,9860,6422,8613,6164
1711680892.5820222,54,41,275698,70581,7697,14664,5089,8113,3732,4460
1711680893.615617,57,38,1697275,85376,13560,13805,52663,29929,29514,47726
1711680894.553686,64,38,24852,21940,13642,2900,23524,15786,33952,21746
1711680895.5484834,74,24,1055399,151135,89071,31468,19104,57494,28400,18991
1711680896.5522451,90,27,801411,52652,15981,8879,11654,25589,21352,8919
1711680897.5583873,100,37,2619,6105,3791,5854,11997,19764,14407,26677
1711680898.5612504,87,57,779154,47017,13682,64895,15863,23162,16392,30160
1711680899.561465,75,38,112519,28161,6443,1080,8337,3362,2934,1820
1711680900.5923197,66,40,94952,36373,4974,12203,6629,12612,18642,7858
1711680901.5556827,30,27,754849,290235,17589,11088,46430,15794,30174,23529
1711680902.5575387,30,27,283021,182535,53464,17086,7863,33216,19414,14041
1711680903.5537088,30,27,311792,81846,20645,14626,51296,44482,11855,4117
1711680904.5520325,30,27,1919481,131250,9193,10831,37256,186812,61049,58309
1711680905.5481675,30,27,1662423,16553,9381,15723,20500,3812,3292,2970
1711680906.576538,14,20,788382,281458,130288,25544,15874,20386,14865,8124
1711680907.5654004,17,54,67033,25301,33411,72409,24894,16821,9693,8992
1711680908.5591054,16,64,217839,45632,31176,13876,9674,18916,14544,10624
1711680909.584208,17,81,750146,177592,30072,27395,18581,13987,8315,7293
1711680910.5496545,20,57,996069,27448,1234,3795,3601,1770,672,502
1711680911.6144412,8,40,2332509,123319,11388,54143,19454,8615,6379,5042
1711680912.5511873,1,37,1439566,11453,2335,4755,3523,1114,316,263
1711680914.550236,7,51,98810,44838,30204,12278,30948,87860,128009,83730
1711680915.5770886,7,51,1179201,1007781,293437,352584,301456,172212,76290,24079
1711680919.5507393,7,51,94603,12374,9698,13391,2829,2414,1172,1150
1711680920.553603,7,51,122,44,24,18,10,4,3,1
1711680956.5644772,29,77,1625890,30724,3940,17846,2324,10738,2226,1098
1711680957.591957,24,74,499673,127277,23934,33589,27374,12886,5905,2506
1711680958.5574596,16,50,874344,33499,2563,3901,4386,2480,2357,1510
1711680959.551305,1,24,425543,60674,11589,6808,19080,5649,1286,1213
1711680960.5728357,1,11,243078,34176,1784,10388,3741,2990,922,506
1711680961.6025252,1,1,103504,122254,8124,17998,27043,15229,6875,4320
1711680962.5670812,1,34,107147,21444,6605,9994,2752,2326,2862,716
1711680964.5629244,1,13,1262143,295233,15348,30082,26970,17767,25216,6625
1711680965.5637763,1,47,953628,102082,20865,60709,21501,28143,2903,2445
1711680966.5603664,3,23,117474,75785,10454,11459,5827,6334,4883,2026
1711680967.5583994,1,63,1662268,30538,15984,9510,5407,2528,1805,409
1711680968.5876253,3,91,574836,29950,11544,7814,6399,3040,680,438
1711680969.553472,3,91,777410,49803,12527,5365,4409,1639,1209,462
1711680970.5525243,1,78,625299,85006,18478,7251,6953,3223,3479,4588
1711680972.5803258,11,60,129455,24043,4796,11112,4528,2554,1945,668
1711680973.5766497,30,51,113546,21265,7320,3460,4295,3830,849,2021
1711680974.5783157,61,48,24124,71243,5345,18720,13486,14119,8369,6577
1711680975.573864,61,48,677214,705082,26135,132407,67595,28116,15886,5159
1711680976.5700607,47,54,1753584,370515,57876,18467,16870,23337,17865,5618
1711680977.5493271,47,54,2170488,98123,1207,11192,10490,7421,3050,1176
1711680978.5806308,61,35,129160,24233,2119,4364,2533,3990,2145,1027
1711680979.6054502,61,35,1909123,48537,24717,14608,12587,26345,4118,1245
1711680980.5694842,78,50,252923,5218,1231,8008,4075,3973,1389,1819
1711680981.566512,78,50,765361,126342,150266,34613,59016,44485,65468,15661
1711680982.5643868,78,50,32876,61739,24337,6310,3566,8882,5126,5148
1711680984.5605152,78,50,163735,1843,462,1599,5141,2538,741,415
1711680985.5633204,78,50,1155466,42553,6528,10614,9698,8198,4526,2343
1711680986.5904634,67,56,478255,9248,1419,2667,3154,1190,594,227
1711680987.557126,94,63,1247003,95991,13254,39237,50918,35961,5091,3015
1711680988.5875332,81,70,565224,70830,18414,6111,8073,6087,1985,1860
1711680989.585888,69,60,351236,18557,5851,5850,4588,4187,2094,767
1711680990.5509865,80,80,31492,4369,3256,1227,594,1439,306,357
1711680991.551705,41,74,96672,155865,11112,23806,4525,5367,5452,2426
1711680992.5513413,53,90,1099980,82793,12805,59767,19541,17962,3297,3019
1711680994.558503,20,83,30906,5898,11875,5072,2904,1713,973,700
1711680995.55664,50,88,57052,77833,17663,37237,31044,20704,9607,3098
1711680996.5728521,64,64,34399,36015,5759,15001,30417,13846,4535,4476
1711680997.6046505,53,63,67085,89915,21599,21335,8728,3667,15004,4130
1711680998.564333,60,21,25227,105481,4508,7047,7928,12563,5533,2784
1711680999.5656998,47,20,153608,123363,38262,12109,11947,12688,7219,3221
1711681000.5636082,11,20,250238,161180,37868,12772,35831,7007,9211,2924
1711681001.5598645,41,40,59496,5737,10527,9522,2163,3651,3202,2078
1711681002.5771728,43,60,18497,35812,2257,16204,10611,6892,6471,2351
1711681004.577048,61,74,99276,20513,8733,5512,5001,2144,1475,534
1711681005.6034954,63,47,47089,53040,6841,14791,11295,13212,2919,3159
1711681006.570036,66,60,50333,23788,24986,23440,21838,10381,11347,3326
1711681007.566739,60,66,22897,51742,35415,17906,14225,8092,4301,4536
1711681008.5595884,77,74,20713,34669,28988,22588,14817,13487,4369,4469
1711681009.5580363,69,93,62901,53410,72626,36599,25697,15612,11310,3566
