,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711230322.0332322,30,38,291124,64353,6500,9315,13330,6646,11872,5622
1711230323.036157,54,43,39384,16261,12802,7732,23718,18210,14311,11165
1711230324.0400786,53,56,42063,31301,27347,10456,13770,9049,7816,10487
1711230327.0183496,100,61,15768,9150,3662,964,4240,5148,8798,6342
1711230329.0255659,100,60,70806,77166,65325,63216,68382,37020,16706,2195
1711230330.0446267,78,64,1199884,22956,2823,19327,13398,3904,6631,1782
1711230331.0492961,41,61,1575443,132243,3559,21224,3566,6310,17621,4069
1711230332.0200732,10,74,1790681,87167,37671,36396,21378,9912,8257,22934
1711230333.0409636,1,77,108388,37602,30197,11108,10293,4414,4781,2579
1711230334.0434635,8,77,92112,7053,5327,4006,4047,5020,9856,3359
1711230335.0088246,34,90,30991,18264,16798,6801,14799,7918,11002,4930
1711230336.017997,38,77,90550,71486,10246,8880,19675,7552,11254,9835
1711230337.0227747,67,67,59986,10868,7102,9907,18049,10470,6993,6506
1711230338.0257769,38,40,1112981,873560,34116,15547,28901,22415,12270,28881
1711230339.023633,38,50,45394,1716,2323,1678,578,850,607,945
1711230340.0262542,53,74,61247,26123,24249,34706,8993,13198,11892,5846
1711230341.020967,50,75,11176,27464,18360,10711,13211,15106,8344,5044
1711230342.0253131,66,97,297323,157800,44934,28067,20396,20130,8845,6292
1711230343.0209396,66,70,160247,88788,9721,5870,5361,14723,25420,12187
1711230344.0159357,80,60,48339,3735,134,3423,926,2956,2246,1822
1711230345.0427916,78,63,3723,11702,1236,22922,9738,7858,7022,4393
1711230346.038533,93,67,377616,19618,9207,7212,5823,9208,7571,8380
1711230347.0108442,100,77,5646,18014,898,10349,5084,9260,6373,2496
1711230349.034427,70,83,294036,48833,44786,17425,32647,10232,10678,7940
1711230350.0376732,63,84,73532,41109,23807,7528,5326,8739,15274,5140
1711230352.0368867,61,83,9521,14459,2608,10867,7026,11157,14653,27173
1711230353.0406868,84,70,6784,9343,4083,3760,6644,14475,8046,10741
1711230354.002891,88,67,3347,20772,1736,14345,5315,7557,10453,6561
1711230355.0223882,74,57,1299642,874407,179158,38704,57969,30142,37993,41728
1711230356.0423856,44,38,154981,46797,363,3325,3593,2803,2366,6194
1711230357.0159261,26,23,30659,21848,595,2196,4171,4951,9048,3192
1711230358.0430639,14,1,576270,169579,2091,5438,10383,11519,3270,7716
1711230359.0303156,20,1,129313,155117,25050,12226,10010,8104,7733,6566
1711230360.03433,40,8,976742,133031,25703,4136,6373,43434,47159,23769
1711230361.03785,27,21,762269,326175,30410,62750,19644,27596,18639,28958
1711230362.0242026,30,21,524194,356728,8782,5279,26262,32242,12020,17293
1711230363.0351913,40,38,123877,17861,12459,6854,952,3851,1603,2867
1711230364.0384557,17,57,557423,71219,70428,12421,8808,6168,6069,3187
1711230365.027946,7,56,826327,985377,156929,59626,45640,24855,19787,8761
1711230368.0151646,1,80,1316849,63259,72809,30608,11283,8885,23571,11771
1711230369.019307,8,80,154413,27277,2836,3478,1945,2561,5193,4127
1711230370.0232768,35,100,15968,9493,6475,33936,3796,15370,10670,6275
1711230371.016231,40,77,142640,87791,6984,4932,7266,9094,7846,6968
1711230372.020932,34,57,124975,151292,26347,6919,12000,5921,18120,7493
1711230373.017226,48,64,28721,31568,3061,16922,6201,13491,21759,14985
1711230374.019499,51,43,13620,15192,3525,2311,6712,8805,14300,8886
1711230376.051313,97,50,14445,28837,8216,364,8081,9286,4530,7241
1711230377.0157683,91,41,26394,42979,1959,8376,5828,9416,4506,3502
1711230378.0189884,66,50,765656,172736,74244,15523,9600,15700,6481,5611
