,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712076763.5519128,43,41,351623,104191,24453,34295,18568,18919,11430,7659
1712076765.5674121,53,35,325168,30175,7509,11319,11680,19515,22796,13012
1712076766.5594122,40,16,112869,117812,4168,5053,10660,5860,3605,3022
1712076767.550912,23,16,174283,110761,52054,4583,6648,8189,11397,10545
1712076768.5739124,56,27,541,9627,4732,7776,7653,7114,6982,12266
1712076769.5659134,56,37,9818,9686,14435,12160,9790,14025,9702,6446
1712076770.588912,74,53,11154,61874,18072,6380,10939,10670,7916,8874
1712076771.5809128,100,51,51082,34185,19455,3713,4198,19998,9617,11707
1712076774.5564122,60,60,103746,66991,72410,47595,18261,21359,12219,9230
1712076775.548913,21,40,1438919,380108,5898,19564,9799,9512,15754,6641
1712076776.5719132,8,26,115003,25566,7027,4708,3269,2728,1296,1392
1712076777.563912,16,34,1014369,105604,21761,15226,23077,9077,11781,5719
1712076778.5869122,37,26,9976,9521,11405,5619,9475,13372,10262,6930
1712076779.5474122,54,61,440860,25697,33510,36736,22772,8035,15754,8953
1712076780.5704129,80,70,6149,6758,21683,5239,6471,17289,7351,6813
1712076781.562912,93,75,25378,45234,760,23017,7312,13458,12683,9171
1712076782.554912,84,81,16766,17208,18729,21196,7142,16496,3509,12097
1712076783.5779135,87,78,112568,47563,45612,25960,13059,11728,4488,4931
1712076784.569414,84,69,14593,15653,16587,4983,17263,18013,11538,6242
1712076785.592912,81,64,129419,32668,7390,1123,2603,5898,2319,2153
1712076786.553912,74,44,313058,94486,18047,7605,11756,24205,18967,6863
1712076787.545913,56,29,380462,143020,36371,6586,5783,4809,3645,1665
1712076788.5689123,34,14,1371238,143925,8009,7535,7294,12428,10024,3766
1712076789.5614116,38,23,50644,13995,7526,9709,18879,6465,9307,2351
1712076790.5529115,35,30,140730,34419,13372,4445,4806,7600,8630,12626
1712076791.5449116,50,26,2056860,67215,7327,7097,9368,6774,1071,3070
1712076792.567912,40,43,39304,73480,7128,30165,12118,3950,3541,2195
1712076793.5599132,13,38,669167,82002,15952,9805,4951,2329,3380,4144
1712076794.6144123,16,47,325048,6261,1309,6579,1069,2604,1389,1948
1712076795.5439131,11,44,913019,153977,13287,12157,15818,9170,13097,10384
1712076796.5664127,23,38,24360,7536,1565,853,1412,787,431,188
1712076797.5594122,30,29,206674,100380,11700,6606,11500,5319,4440,4594
1712076798.5819123,16,37,11768,20176,61674,8622,23243,5820,3778,4726
1712076799.5429149,16,60,92504,42888,56230,4826,8718,4867,5859,4829
1712076800.5654123,21,56,151327,86209,13721,10067,14817,12703,5835,3242
1712076801.557912,35,77,22810,18683,33279,8796,28398,7670,5057,4630
1712076802.5499158,27,78,127039,48104,89023,19891,9063,5966,3892,2658
1712076803.572912,44,74,33161,6390,8456,3565,7908,3191,1630,767
1712076804.564413,38,77,93953,58930,21957,4662,22206,6551,4807,6639
1712076805.5574124,35,87,29363,28350,73250,11591,9373,10738,2178,3499
1712076806.5489116,47,78,184283,22974,26628,8782,10592,5531,7202,5485
1712076807.5719132,37,90,32696,22299,73422,13759,19929,8778,5850,2809
1712076808.563913,38,97,441567,37156,26017,13053,18882,6341,5205,5054
1712076809.5559123,38,77,89153,107449,23350,14028,14001,13348,5266,6828
1712076810.5789118,38,87,33327,23664,89878,14114,10400,11551,6937,4586
1712076811.570913,48,67,20059,41449,5466,16604,7651,11556,3057,4966
1712076812.5629127,60,57,123890,71666,19751,7306,21949,19241,4081,2709
1712076813.586412,54,70,36114,38305,31952,28401,23313,6704,8657,6195
1712076814.546412,50,54,659432,94203,38243,22892,12532,8945,8807,5192
1712076815.5699162,43,47,448141,80795,19072,4529,35446,11574,11994,15946
1712076816.561913,47,53,243447,50555,15988,15232,5555,19204,11852,10219
1712076817.5539129,51,53,92509,34246,37297,19777,17161,8945,4728,6108
1712076818.5459116,54,34,2033584,1880065,144123,52838,66152,152193,112499,60902
1712076819.568912,54,30,969858,548798,60503,37408,14637,67133,27689,38078
1712076820.560912,64,30,33660,3506,1399,8695,10956,7170,2720,5077
1712076821.552914,70,11,111322,126072,14363,11953,18027,25870,15008,12889
1712076822.5449128,69,16,313785,85654,11037,3913,7729,6338,5257,3529
1712076823.5679145,57,29,1015804,27513,11838,4045,5302,2209,722,471
1712076824.5599115,50,24,192439,12555,1561,5399,7061,5134,2235,1741
1712076825.5514119,41,17,34958,99008,3441,6995,19219,9127,2829,2269
1712076826.6059127,60,43,41584,8681,13019,26500,7592,11579,6941,8739
1712076827.5664124,78,43,79287,13921,820,8306,2174,4655,3133,3042
1712076828.5899115,66,48,240927,22105,9113,4600,3439,3836,2368,1500
1712076830.5424128,63,64,103188,11246,12656,12389,9627,2385,2931,1932
1712076831.5659127,51,64,46516,30837,10470,6407,8906,4056,1217,1006
1712076832.557912,47,66,208111,132692,19766,64393,19115,16132,12089,4461
1712076833.5499127,43,69,39464,26830,24866,4000,11932,10221,5321,5012
1712076834.572912,41,50,18482,113143,21407,7734,34770,9141,15615,14649
1712076835.5649126,38,57,66296,34752,23423,8813,4536,4644,3786,977
1712076836.556411,56,63,56732,10309,9789,15703,8391,10718,7888,7296
1712076837.5489118,70,57,16571,19445,7943,7723,8421,17120,9514,12878
1712076838.5719116,69,66,659178,204289,66216,26204,18334,18135,6703,6297
1712076840.5559127,67,37,177944,136615,7920,7209,12642,30789,9523,9785
1712076841.5789127,37,35,113570,26575,7024,4213,2751,1861,1784,1557
1712076842.5709128,48,44,68307,26205,12586,32998,10685,9683,4033,6085
1712076843.593913,63,43,9416,15715,6235,9287,7442,8777,7862,5057
1712076844.554912,63,74,93729,15032,62138,17204,33554,18431,4933,3504
1712076845.5469127,66,74,284728,98654,18672,20167,8897,9467,11127,13081
1712076846.569912,84,51,65104,20059,3387,4965,18596,18147,5402,2621
1712076847.5619123,60,67,177376,51101,129207,21773,15200,8342,9780,7566
1712076850.5689123,50,60,12968,91662,9216,5655,15820,10557,6790,10276
1712076851.5609128,64,27,276131,105913,9886,7577,11098,17637,4802,6242
1712076852.5524125,61,34,3734,16458,6608,5978,9146,4141,5550,4266
1712076853.5449154,56,34,6074,24295,29183,18706,14766,11410,13247,20252
1712076854.5679119,74,48,33223,28340,9729,9564,5107,15665,4759,8568
1712076855.5599124,57,64,95260,76292,21763,31391,8234,5921,6315,8843
1712076856.5829134,48,51,298315,271181,29086,18597,18403,21163,12555,12741
1712076857.5439122,38,29,2041499,259899,10779,29855,29968,21118,14367,12911
1712076860.5504122,47,27,180377,61049,15209,6029,17137,8023,2187,2704
1712076861.5429134,64,54,45266,14835,22402,24123,8762,16729,7921,3135
