,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711220904.4007244,41,34,321712,831337,42422,181431,162184,96546,59720,36124
1711220905.3968978,64,40,12768,8166,2490,5416,2354,6190,4545,4425
1711220906.3857017,50,34,569670,183669,34730,6276,24437,13131,13210,5552
1711220908.3845246,34,51,917380,53802,14052,3928,8438,5111,1060,859
1711220910.3839073,14,61,963701,511169,229548,106554,86955,125004,29969,19767
1711220911.392714,21,51,2334141,125470,20668,46639,26192,22785,4616,5277
1711220912.3918383,34,66,2080746,330614,203116,160117,86262,70512,32883,32589
1711220913.3924499,57,75,937197,54762,27590,48340,36860,17600,14875,6919
1711220914.390546,50,69,178125,77713,10796,25738,22664,11844,3720,8367
1711220915.407242,40,74,925031,76742,38742,12267,11978,8690,4475,2292
1711220916.381188,26,60,2521400,184116,35037,28305,24927,12936,8784,6708
1711220917.3924584,16,63,731275,123589,113683,27656,11566,23293,12090,3091
1711220919.3990605,23,56,1119917,108060,30777,9951,42646,14577,7709,11161
1711220920.411049,27,66,172088,15099,7641,2944,1329,1783,476,251
1711220921.4072986,20,37,52870,69989,4164,3451,5461,3829,3041,1371
1711220922.4017088,11,16,228017,314135,25771,10934,23991,20640,23663,58886
1711220923.4038699,4,7,761551,606089,33793,32565,42789,48655,21988,17777
1711220924.4058294,1,1,1964458,421916,178699,7891,34184,26900,53306,43554
1711220925.3993268,24,14,344659,41844,11877,10312,10988,14668,3226,3003
1711220926.4066257,47,29,292945,219434,73255,29092,27529,68205,15621,8451
1711220927.4033265,38,34,96929,108787,9635,6693,6939,5307,4620,1578
1711220928.398954,50,23,808647,338882,51975,9469,14482,33000,10272,9139
1711220929.4026752,60,24,6664,2536,1131,2194,4051,2895,2329,1672
1711220930.398994,40,37,63384,51670,37174,17428,9627,7878,2733,803
1711220931.386566,51,64,80490,39864,15066,59943,11959,10232,14197,5755
1711220932.3688023,56,69,1047618,243177,58810,24330,30363,40113,23015,13323
1711220933.3923583,27,74,329443,5382,2300,468,776,680,861,477
1711220934.3908584,21,47,447033,568404,44931,17242,54390,31499,7986,12248
1711220935.4071035,21,38,7656,6274,1013,4710,1420,972,1350,2793
1711220936.3886437,4,27,62348,72549,5014,6448,7648,3759,1613,3294
1711220937.3935518,34,29,10798,1785,1684,1426,1134,4353,2627,4081
1711220938.4129274,35,24,122884,89982,5136,1030,3812,5759,3256,2772
1711220939.3903012,50,20,143754,4546,3987,5991,12935,5742,3297,1969
1711220940.3875704,44,44,99016,10215,7820,2781,1493,677,628,209
1711220941.3926876,44,40,11000,4271,2436,4979,7217,18300,8475,9235
1711220943.3816779,48,51,81711,100325,10717,9500,3865,7360,4694,2808
1711220944.4004538,57,38,148058,42033,12044,3258,6410,4158,2087,1199
1711220945.3983898,53,41,22597,8428,7558,1733,5730,16167,8090,4049
1711220946.3840034,20,38,240800,94267,26849,2444,6483,4080,3682,2855
1711220947.404499,17,47,515496,376441,87839,54455,22078,27959,13856,17313
1711220948.3846786,13,26,1528606,497861,18183,11889,16026,27929,20618,26099
1711220949.3879797,1,34,288408,207386,55386,64032,15915,19742,8784,7538
1711220950.397137,1,24,617474,604478,34013,51188,19095,21337,16687,13338
1711220951.3869312,10,24,8430,15993,1457,11187,9918,16136,22084,13636
1711220952.4053907,4,47,22241,177773,43271,14821,27825,4231,9738,2568
1711220953.3868499,11,26,956354,73876,3841,5074,9067,6316,5059,2721
1711220954.3824368,35,37,170519,29061,5778,7845,10914,8452,5245,2095
1711220957.3824093,63,44,108965,234607,7773,11666,26885,25259,9976,23783
1711220958.3957114,53,56,1548610,252858,274161,10074,54681,42188,20347,13516
1711220959.3889165,51,69,1706,3553,2334,25650,6828,24161,27697,33793
1711220960.3694115,54,53,780309,70850,10421,26077,50105,26236,24092,10077
1711220961.3895812,66,81,41086,31958,38853,15307,8818,29024,12535,11764
1711220962.4002283,93,51,28849,18832,2190,931,8450,25217,9958,10912
1711220963.4052863,87,40,1665624,121922,57403,31576,98385,72301,65974,35386
1711220964.4015071,78,41,799369,85025,11517,21042,14033,10730,22215,21936
1711220965.3974476,57,26,171781,51934,4706,9249,6592,3098,11066,5805
1711220966.4017751,29,51,780539,613200,293235,63255,31777,65441,46701,10644
1711220967.4039195,11,30,108780,175336,5567,5473,10090,9235,10478,15634
1711220968.3980656,10,47,1095774,145291,139082,31489,13008,21671,43841,46234
1711220969.3935726,16,61,143306,77954,61131,19952,9738,14633,8939,12704
1711220970.3896964,35,54,71866,44398,16513,7600,6518,29327,9815,4594
1711220972.3974419,35,50,736291,25563,5973,5873,2558,3913,2086,3870
1711220973.3939846,48,38,72027,6870,4684,505,5805,4266,4704,5233
1711220974.3819206,47,35,1436466,54430,22096,7982,42702,30101,26485,19315
1711220975.401972,61,38,97494,52967,2584,8499,17136,10612,10717,8109
1711220976.3818114,51,38,657088,73198,17135,11262,3898,4017,1665,3284
1711220977.3936925,37,43,652014,130657,53411,13881,12288,14866,18146,24359
1711220978.3949988,20,44,173119,74171,10456,14143,9672,6415,5105,2896
1711220979.3984776,14,61,349186,17658,8850,1923,1612,2893,1655,866
1711220981.422335,34,56,9239,17017,12979,4049,8955,15595,12900,7649
1711220982.3785012,44,63,51884,22401,9873,6407,4363,8533,4464,4067
1711220983.366074,41,60,88260,53546,15055,15597,5610,6510,6210,4489
1711220984.4009056,44,63,1058696,47941,7438,8386,3233,3691,1949,1985
1711220985.3849428,17,54,74750,112196,25585,2297,3953,3943,8385,3197
1711220986.3930442,1,47,994014,845650,161408,47640,80884,15495,15206,13475
1711220987.40203,1,37,75568,52721,11115,2652,6359,10957,2072,2882
1711220988.3990567,4,27,35071,122536,6934,13611,1275,9588,2200,2391
1711220989.3961375,14,29,823257,27341,4292,4620,2362,2458,6595,2742
1711220991.4033165,38,34,7542,6910,3470,1922,2163,6160,1997,2475
1711220993.4017391,53,57,326667,68145,44974,5886,10091,21753,11916,8028
1711220994.4047172,51,70,2602961,338102,139683,35507,26862,25671,28924,28790
1711220995.3917127,50,75,32051,26522,24264,20504,31347,32482,21376,21105
1711220996.387902,60,67,48887,58760,16261,22752,7458,38034,34219,34968
1711220997.382905,57,56,135709,47256,3567,7978,7951,8853,10194,6750
1711220998.403162,54,53,1075340,927645,174975,210111,24618,45801,48748,51159
1711221000.393686,40,54,289046,32480,8606,24956,7163,15397,12192,13670
1711221001.406941,30,60,27472,116885,21675,16763,7740,8985,7607,8252
1711221002.3790326,30,61,1401767,76397,23310,24474,30603,4380,4863,4697
1711221003.405176,24,63,1252506,689513,105423,184123,86394,69613,73460,72859
1711221005.3975096,23,66,220556,44168,9274,16540,9689,7451,8705,14027
