,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712074679.5068173,44,51,11416,43827,36193,15024,11914,5354,7871,2810
1712074680.4978204,57,61,29164,25486,25319,2412,8529,5224,4391,5521
1712074681.4898164,60,66,633852,174870,50306,49592,13600,12457,5880,3619
1712074683.5044143,78,54,1229039,41540,2411,18167,5141,14190,12290,12123
1712074684.4964142,88,44,121720,26927,11515,9080,18435,12253,7792,17009
1712074685.5044153,100,47,28209,13171,14503,5258,4248,13907,6634,8602
1712074686.4969153,100,51,765553,21506,7380,11909,4809,7323,7839,4158
1712074687.488415,93,47,187333,92396,19158,4432,4844,3815,1629,2112
1712074688.5424154,70,47,229562,27367,2965,8937,2129,2446,3240,3294
1712074689.5034153,37,23,981060,224983,21513,13806,28822,5588,8386,5904
1712074690.4954143,44,30,11303,8178,22235,1292,5176,12808,2724,3326
1712074691.4879153,63,51,19022,10786,14020,3127,6394,3895,2845,2583
1712074692.5259142,75,75,7282,5126,16436,13268,6772,6048,2984,4245
1712074693.4869165,100,96,24118,11490,9179,4271,7540,6323,5539,2862
1712074694.5099216,83,97,10877,10924,15989,14701,13694,2765,8613,3465
1712074695.5019155,67,100,455039,64985,91226,32072,23043,7935,11948,4068
1712074696.4934144,69,87,359130,37917,9514,16657,5864,11934,11591,6138
1712074697.4859142,69,87,14551,6396,59,10407,7391,4777,6282,5488
1712074698.5089142,67,93,2846,19556,29821,23115,3472,3364,4842,3066
1712074699.5004132,90,60,16310,21251,256,5301,2898,8007,5755,5774
1712074700.4929142,93,74,5471,7869,24794,9439,11007,9259,4728,1222
1712074701.484915,77,75,40922,13311,10395,7252,10056,2186,5670,2508
1712074702.5079136,88,64,251531,27556,25738,17475,5257,9033,5803,6651
1712074703.4999156,67,87,965160,45153,15926,25011,6499,4456,8174,5293
1712074704.5229137,64,70,22640,25424,8611,11143,10900,8729,8959,10736
1712074705.5149136,69,47,9600,48049,5712,975,7361,5889,2963,8293
1712074706.5069141,56,30,246707,109246,37737,9005,11105,5655,8249,4934
1712074707.4994154,54,23,349115,19962,7167,1436,2655,1296,1854,699
1712074708.4909143,37,4,85655,93396,7832,5536,8247,4375,3048,2337
1712074709.513914,21,34,113944,21089,15245,4327,3956,1260,854,2010
1712074710.505423,41,37,16668,24068,14644,7002,16087,8804,7886,4411
1712074711.4974196,35,34,1820979,212653,50039,18210,5324,7727,12517,16225
1712074712.4894185,27,51,473436,147390,53746,23602,8285,5089,3212,10857
1712074713.4814181,30,43,302863,146867,54562,18386,30826,9869,8889,4709
1712074714.5044203,29,40,1184836,73675,21341,21145,16814,18936,7125,5543
1712074715.496417,43,60,26403,36639,36120,30569,11291,9034,8065,6129
1712074716.4884174,61,77,6373,13184,32547,7546,6688,5665,7101,4905
1712074718.5034182,88,67,773854,27268,7034,8991,15900,6815,14751,6308
1712074719.4954178,90,66,25468,16655,16620,19533,7667,5590,4548,8216
1712074720.518918,100,51,1105,17093,9950,9071,6481,13292,6508,6032
1712074721.5109189,100,69,178932,24849,20427,46011,13306,25392,5021,4977
1712074722.5024188,90,64,280634,139606,15260,24623,17033,11075,7582,9449
1712074723.494419,100,57,36428,23175,45292,11387,31810,19072,7945,7960
1712074725.5094175,47,26,53001,36642,3624,3669,3587,1552,1000,680
1712074726.501422,56,26,30204,43789,1558,12553,8221,8370,8641,4765
1712074727.5244176,43,10,21443,60124,10180,7170,12474,6600,13982,8740
1712074728.4854202,69,8,16220,25411,7925,5814,16242,10533,6644,3226
1712074729.5089173,67,14,71279,25636,4295,4510,4443,1272,1516,678
1712074730.5004194,66,34,32521,26004,26997,11359,7358,7700,9733,2734
1712074731.4924185,67,53,70350,29600,25458,17022,11656,6155,6112,2344
1712074732.48442,66,53,7300,12260,1720,11711,32228,6198,10242,3369
1712074733.4919178,78,64,92791,13308,9492,2903,6341,2064,1669,1007
1712074734.4839172,84,54,17967,19539,8721,9708,11838,9093,6037,3277
1712074735.5069196,80,53,36322,28103,31080,9671,16230,3850,7381,6715
