,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711933917.310582,51,30,6895,20546,4338,9432,8153,17506,9335,6476
1711933918.300722,64,38,4299,7418,4741,14281,7913,12625,3041,3353
1711933919.2874365,74,51,7505,6950,5350,11351,1660,6790,3224,9981
1711933920.308095,78,57,84462,4855,5504,2026,3568,2228,1969,1217
1711933921.2981968,64,69,28988,37354,12042,24703,21171,6812,3553,4706
1711933922.3178725,57,57,110226,28024,6298,10770,15048,8859,7431,11338
1711933923.307172,43,53,38778,26011,18469,9131,3618,2256,1800,1285
1711933926.3045168,40,54,317830,45061,14460,6290,6616,4489,1686,1088
1711933927.295472,56,54,1002,7934,9383,7129,7723,8881,1513,777
1711933928.313649,61,47,39619,17269,3848,17495,11957,9965,10828,5989
1711933929.3031535,50,57,86926,49830,48880,6035,6388,4490,4422,12904
1711933930.3236988,53,60,41622,38382,13024,15172,13741,6931,10075,8171
1711933931.31243,48,34,3313,13034,2566,909,8423,3817,2329,2810
1711933932.3012903,51,44,3698,2608,12904,3747,8044,7276,7063,3836
1711933933.3213482,53,56,108006,13371,67238,3382,5884,5506,6656,5358
1711933934.3106682,51,61,137004,16599,11208,2137,3669,2229,2716,2041
1711933935.3308065,53,66,37374,66419,9176,12952,15096,24303,26212,45007
1711933936.2896435,47,35,827760,218791,17332,13225,14226,41296,12909,18529
1711933937.3086567,40,7,1655953,1370771,229960,236590,211130,47086,134774,110228
1711933938.299151,43,8,888810,37386,17140,16563,6874,7611,7343,6117
1711933939.2894156,34,16,64993,84900,26539,6820,17184,10725,3079,5271
1711933940.310765,23,24,445801,196158,20199,24428,8189,9388,8001,4834
1711933941.2991316,30,43,12572,15706,27524,12580,7477,3812,4478,3073
1711933942.290162,38,43,28095,16786,17011,5960,6294,9355,4699,4141
1711933943.3106492,41,51,676915,35534,13256,16100,6481,8487,6061,9792
1711933944.3005273,43,63,20531,13551,3851,4444,2078,1121,1577,1566
1711933945.2916634,44,56,49345,7264,4125,3681,1633,1397,921,1593
1711933946.3431482,29,47,94134,187835,40594,26188,19900,7810,10157,8073
1711933947.300562,20,47,268833,89972,44267,18277,14559,5226,9474,6749
1711933948.3199744,23,54,43766,21344,21824,11422,10358,4837,8868,7300
1711933949.3085716,27,44,51962,29458,8571,7213,13902,7749,7557,3525
1711933950.3301492,35,40,1008261,172378,46770,4057,28905,16107,16832,3226
1711933951.2871437,40,51,69672,34508,852,111889,27039,8887,8891,6215
1711933952.304963,47,57,1811,5165,15961,9093,3696,5702,6238,6325
1711933953.2944558,38,77,14048,38106,37469,65189,23697,8063,10150,3883
1711933955.3059042,38,87,54834,10659,4575,6195,6420,1757,1663,1459
1711933956.2946496,29,69,75381,77194,10796,41602,17898,7657,1241,5500
1711933957.315772,43,51,16981,31808,11661,8666,10249,16929,5891,5503
1711933958.3044357,51,41,364143,58698,18631,32695,13977,15758,4813,8055
1711933959.293152,48,51,140165,26364,48260,9086,19755,5515,7453,7576
1711933960.313713,61,53,5369,12621,8572,13500,10280,10906,3309,3453
1711933961.304627,50,57,59852,77013,20050,21272,6136,8353,2986,2143
1711933962.3096883,53,43,483885,37693,6338,6425,17724,12047,5063,10701
1711933963.299659,63,34,3724,11635,4261,13677,11041,7160,6665,4582
1711933964.289466,51,37,28961,30858,20536,11111,6453,4302,8489,7212
1711933965.3109317,57,21,41992,60303,11045,1667,27519,13956,5271,2752
1711933966.2996287,51,50,23752,14400,4553,47249,7590,6249,11025,5047
1711933967.3201513,43,47,39419,24316,10514,5745,7195,2655,1162,615
1711933968.3096695,47,47,2489,34095,22977,14202,13153,7872,5444,6348
1711933969.298849,47,77,20025,7099,17931,19286,12172,9235,3372,5111
1711933970.2869458,44,67,77102,29079,7852,31151,9209,6124,16039,2672
1711933971.308667,38,67,140334,133586,61615,13563,10798,7087,2770,3460
1711933972.2981563,43,70,41260,14812,21489,8287,11874,8320,3011,1819
1711933973.2876685,38,77,5958,9084,31092,7011,3566,6038,8582,3425
1711933975.2981663,53,64,138626,7023,5168,2873,2041,1209,650,1326
1711933976.317611,63,66,9388,1815,12115,11082,8033,15655,4128,8643
1711933977.3061507,63,53,14182,26602,27621,17621,24589,10508,8539,7929
1711933978.3276644,66,64,52180,16207,7315,22220,13316,16332,4179,4317
1711933979.287012,70,67,21769,30017,44534,6549,10016,9555,11632,9007
1711933980.306506,54,69,59649,13760,15523,869,1715,2595,1305,830
1711933981.2942414,60,67,6664,9429,16737,5422,14066,8934,4738,4297
1711933982.312402,56,77,8917,4266,10423,8284,6631,5384,2843,5898
1711933983.300486,50,84,9375,16070,47175,7815,7595,3938,5612,6077
1711933985.3117194,43,66,33725,18603,2411,1570,1223,2251,1311,1112
1711933986.3009183,37,66,1945,19960,13778,45383,24071,7494,8307,5841
1711933987.3219228,44,56,8165,11640,8004,8821,2084,5099,1641,5713
1711933988.310688,38,63,31292,38099,47093,35506,20549,4654,6621,7827
1711933989.3012118,47,57,1728328,106945,5535,19481,36404,37741,41328,39647
1711933990.2909615,47,57,1190490,70989,21982,31508,118716,71929,50430,63555
1711933991.3099108,48,43,1038629,46560,16678,5020,5970,8107,6359,2258
1711933992.2989867,41,27,907928,49996,10918,11324,15437,5403,1860,1595
1711933993.319343,54,21,483324,29966,20143,37651,29564,19350,17096,4752
1711933996.2921202,54,74,69123,6652,7945,6032,2371,3359,3229,777
1711933997.3116682,40,77,27428,18379,19043,5073,4526,1477,2283,2000
1711933998.3000278,40,69,136333,107349,38339,11392,32147,15647,11506,6586
1711933999.2894537,41,64,19089,9969,31598,24836,42291,12290,6264,3926
1711934000.3091788,37,60,29598,68695,55256,19334,18164,11456,5576,5774
1711934001.2984183,41,53,12506,63876,29751,21600,13744,7727,7804,3729
1711934002.288146,47,60,69966,50725,33267,26245,27105,22754,3043,7732
1711934003.3094513,35,47,87821,235426,53850,25409,11465,11462,6291,5093
1711934005.2886653,41,47,18790,29809,19894,36687,52546,14206,10536,3450
1711934006.3105369,30,63,70607,33422,90909,34156,15259,8097,7859,7277
1711934007.300456,41,77,61007,36261,33003,42199,43871,16019,4320,11708
1711934008.3199098,48,87,4992,20632,58132,11419,8634,16719,3784,4565
1711934009.3091946,38,94,15814,72527,106140,7524,14343,7873,2362,3474
1711934010.3590586,48,75,49721,5099,3184,3403,7129,1802,732,1290
1711934011.2874844,43,70,68491,95343,32522,50727,13594,12242,8410,7293
1711934012.3076932,48,57,90074,22873,21921,13352,28118,19357,5019,4284
1711934013.2983305,53,53,23247,46187,16279,41170,15618,8062,6121,4630
1711934015.3116615,54,61,315929,153710,21211,31894,22568,20053,5001,8896
