,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712075771.2287693,30,30,925068,458559,20769,8784,20422,14204,16557,13887
1712075772.2207687,40,40,1852309,64118,9400,56991,13454,25527,9963,18053
1712075773.2117686,60,47,34142,5912,6291,7289,9034,14392,7940,6766
1712075774.2342677,64,57,6851,19610,35993,17084,19341,8691,13400,9144
1712075775.2267706,78,64,84041,51491,3825,11126,12199,10506,14216,4978
1712075776.249769,78,61,18073,14318,8811,1864,6444,5511,3623,3666
1712075777.210268,57,60,88811,28721,8267,3176,1943,2888,5283,2985
1712075778.2027678,66,56,9859,11181,12133,14094,11031,11874,4524,5176
1712075779.224417,74,61,29943,12462,5906,5125,6157,6971,9534,10414
1712075780.2167692,61,66,76509,76921,69604,7527,5519,9401,16011,9959
1712075781.2082672,66,69,53138,44944,39295,7493,20552,11194,5265,11131
1712075782.2312686,47,61,54225,52099,8512,4721,5637,1977,1822,1769
1712075783.223768,37,53,1022530,171828,7617,13320,33055,18609,6677,27733
1712075784.2157688,37,38,1249244,497717,44633,15315,30120,36780,20947,14827
1712075785.2077696,34,35,2064958,395876,81031,67619,52064,38069,47763,24729
1712075786.2307687,35,23,279743,219334,2240,7561,23276,8303,9673,2081
1712075787.2527692,30,30,233996,46920,20977,6572,29206,5735,6703,3031
1712075788.213768,35,37,777503,153881,6173,43624,61974,18211,17027,20047
1712075789.2367678,40,35,88760,28956,4659,4417,7601,4238,3758,4841
1712075790.2287676,40,50,493619,217378,31456,60724,19605,12575,12226,17679
1712075791.2517684,37,47,244773,362030,57558,36705,23669,20511,40577,10889
1712075792.2127697,34,56,89950,8780,1385,7043,1069,1177,2670,998
1712075793.2042687,27,61,1610621,50237,16577,17617,10032,5048,4396,3071
1712075794.2277691,41,61,1411871,161304,54514,36379,33915,58662,3626,4685
1712075795.2197704,51,50,2414677,638519,10003,26772,57611,92315,32671,34496
1712075796.2112672,57,47,972124,45528,31734,2500,10797,12938,3796,2725
1712075797.203768,61,50,643811,17197,15244,3217,3682,2597,2196,1293
1712075798.2267702,50,51,1711821,55563,21151,10456,10212,4964,4228,9938
1712075799.2182674,48,67,1601233,289187,124517,91069,91842,63698,19811,16010
1712075801.2027702,40,63,19208,16204,2787,7415,2135,1937,1096,634
1712075802.225769,50,69,237867,19171,11460,32216,5431,11645,5022,1904
1712075803.2172685,56,66,846745,25320,14446,5647,34884,11899,4216,4076
1712075804.240769,53,60,460445,408498,39403,41738,25533,18603,10191,6844
1712075805.2162678,53,56,929226,249688,45165,30943,16831,25678,5038,10698
1712075806.2387686,40,37,1880256,1617409,52512,72807,267572,69804,31276,42596
1712075807.2302694,20,26,50510,73517,2232,3197,5112,1880,3052,1897
1712075808.2222683,17,40,98810,28402,19448,29564,4104,2757,1695,1749
1712075809.214769,14,40,438181,594076,71188,82140,65506,43463,15879,10519
1712075810.2067683,27,51,1049319,43032,3151,26236,5223,13881,3066,3566
1712075811.2292688,43,61,233585,6912,1345,1838,2118,1290,549,325
1712075812.2212684,57,56,50995,8793,2715,5128,564,3407,533,278
1712075813.2137687,63,56,1296324,186497,22404,21502,19615,22579,5695,1933
1712075815.2287676,54,50,73260,32122,3309,2609,8386,5797,578,590
1712075816.220769,48,48,1026333,154651,121417,41686,113357,28320,11467,8095
1712075817.2432678,51,48,910183,57673,5354,12977,22511,11005,8063,4258
1712075818.2047684,54,53,183828,155532,172104,56242,51762,35360,17729,6655
1712075819.2272685,54,53,816417,97469,40478,14003,6952,3839,1724,620
1712075820.2192676,54,53,142954,11904,653,1071,636,786,434,204
1712075822.2347698,47,61,422194,91573,11331,13000,4175,14904,7558,5284
1712075823.2262673,41,64,448927,345268,85865,40340,32173,31929,14918,12255
1712075825.2102685,48,54,2061691,300494,188001,47513,39910,51736,10197,4959
1712075826.2017677,47,57,956341,843167,99396,244779,47658,125991,34483,19450
1712075827.2252676,47,57,1213564,41080,2648,16641,6425,3993,2991,755
1712075829.2092683,40,50,164266,14220,9439,4235,1469,3855,1060,962
1712075830.2322686,34,50,584332,183569,44631,27301,7585,12557,7259,8701
1712075831.224268,37,51,1344134,32591,16433,9574,16919,5742,6958,13739
1712075832.2472684,44,61,1735656,84182,39870,11174,6806,10832,12465,2485
1712075833.2077675,44,61,750944,31024,10202,8750,4536,6378,1191,526
1712075834.2307684,24,53,1250793,907365,132639,93019,84177,17619,11995,12898
1712075835.22327,17,51,125957,149992,14356,31084,21102,4400,3380,3737
1712075836.2147684,13,53,913061,135864,77099,16022,20709,12899,19095,11667
1712075837.2077677,11,48,271681,156123,29272,8588,20266,12918,3455,2713
1712075839.2222688,29,54,574152,337107,69933,61627,29974,13083,8942,8914
1712075840.2142708,34,56,95120,37186,38451,9484,9893,6972,14272,7448
1712075841.2062697,38,64,98187,119608,68339,33333,14284,26725,5423,4121
1712075842.228768,48,66,395839,21220,7332,36136,45918,20544,6661,6318
1712075843.2207685,50,60,337146,33264,3177,3310,2927,1169,327,506
1712075844.2127676,54,40,151912,57093,1951,1846,3112,8730,2101,3548
1712075845.2667694,56,44,80464,6891,19171,4432,9029,4423,4739,1799
1712075846.2277677,50,47,59837,18578,14396,6166,12825,5195,1442,3038
1712075847.2192683,56,48,316772,115160,17834,22777,46556,10360,13141,8593
1712075850.2244475,29,34,864537,564785,31870,27381,10827,11361,7958,16643
1712075851.2476716,34,38,997081,126487,25107,41809,44984,18371,6288,6487
1712075852.208304,38,54,2024268,38008,53344,30187,21615,17286,6327,14042
1712075854.222959,51,67,87720,86460,48558,21699,14689,15541,10200,6296
1712075855.2143102,51,69,61240,50295,11436,23148,10426,8689,6521,6988
1712075856.2056205,56,74,21949,7389,21425,11321,4043,9299,3536,6659
1712075857.2281206,61,74,88576,44610,44026,6267,18000,13841,10806,12431
1712075859.2126203,54,69,438332,14849,23089,17906,20636,5827,5242,4757
1712075860.2356212,47,60,1269315,86914,32763,22782,23769,13583,7822,16755
1712075861.227123,43,53,49318,77514,20737,5167,12241,10180,7310,9481
1712075862.2191215,56,64,60953,22339,25721,8635,8711,13278,6400,7321
1712075863.211621,69,63,83156,10540,8123,14839,10172,14370,7910,4455
1712075865.226713,77,75,292035,18876,10972,4441,2783,4728,2902,2279
1712075866.2182121,74,63,376365,95860,11462,15093,14372,15730,8672,7852
1712075867.2107112,56,64,436080,43326,47950,12939,15009,7322,4912,5239
1712075869.2252123,30,53,102505,80538,29273,4634,1881,3094,1971,2023
1712075870.2177107,23,63,310494,63247,26081,41473,14433,7445,18396,7522
1712075871.2092135,27,54,40763,60620,9795,10814,20337,8313,8071,9327
1712075872.2012112,37,64,39192,53180,49671,12306,11367,13631,9107,8551
