,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711230705.0677767,50,54,20065,17212,14837,2745,7818,5857,15046,4143
1711230706.06331,56,64,13932,16973,8659,6320,4371,17191,14559,8543
1711230707.050623,56,88,4432,14955,16852,9592,12002,11479,11862,7007
1711230708.0528793,44,100,36196,2401,15650,10494,15085,6619,4673,9584
1711230709.0495422,47,94,15161,38988,8505,17704,22457,15183,15479,7804
1711230710.0765085,38,66,107402,294447,14896,11111,30080,41478,16417,14552
1711230711.0736115,29,66,303033,10055,17590,4459,3285,1680,1624,682
1711230712.0527215,24,57,481566,483096,514120,72283,154024,105832,75979,34304
1711230713.0595112,20,51,298307,33615,5014,4539,27503,4630,6894,5426
1711230714.0521843,16,75,945342,345732,127466,34548,31406,44065,9771,32403
1711230715.0557432,26,53,682185,46113,5010,15887,5731,23617,12489,5755
1711230716.0577316,23,48,1458248,272309,64171,119174,62632,19065,30959,15875
1711230717.053991,20,61,678316,403169,138990,31529,22728,32863,54719,20018
1711230718.0571458,16,47,1725456,606475,21155,69234,30772,30867,47811,18845
1711230719.069643,11,34,314002,134510,8636,9205,13309,23976,21569,12026
1711230720.0723913,20,26,192825,179560,54990,28258,26310,52887,20237,13251
1711230721.0610464,17,30,138050,30425,6527,11244,2310,1826,3947,2005
1711230723.0610955,27,64,2335,9792,9384,9182,13091,11460,10701,10012
1711230724.0721927,27,64,31325,55244,18765,8588,10018,14282,11845,14564
1711230725.074446,41,51,31225,38860,4170,8852,5766,18069,9815,10723
1711230726.0684986,44,43,6667,18154,1755,3794,11520,4836,7382,14680
1711230727.057127,40,38,11234,17876,7282,7455,14083,6894,18474,13086
1711230728.0538552,53,34,8241,4041,5033,2740,12035,19363,9087,10770
1711230729.0732245,48,34,31223,63410,11395,7903,21679,13183,12783,6286
1711230730.0469596,44,34,134595,41800,2699,4221,1151,5892,8905,3550
1711230731.0647266,41,38,256073,35662,10508,30143,23213,7900,14683,9994
1711230732.0689552,27,50,9236,38207,13862,22366,14174,13905,12243,12434
1711230733.0730925,29,57,10945,15285,8544,1162,4887,5223,1539,2735
1711230734.0664046,38,63,84839,41445,1288,15954,13329,27357,23122,11376
1711230735.0625448,38,51,143104,15342,1583,3824,4111,2266,1672,1760
1711230736.0662699,40,47,1312205,49290,18268,11408,17730,20061,9240,7766
1711230737.0540497,37,47,343119,88832,17929,30401,18121,16851,19555,15244
1711230738.058929,29,48,1626231,253007,30296,55598,36045,43717,21600,13184
1711230739.060412,23,38,216595,380685,39541,9869,19994,16265,26631,10778
1711230740.0658658,20,38,53450,13766,4666,2248,3146,2587,5430,5754
1711230741.0525725,37,20,68228,4270,2322,1248,15235,16425,7789,9412
1711230742.0576556,41,21,496765,35117,13824,3446,9605,17264,7657,11049
1711230743.043751,56,43,36709,7290,8479,12640,15698,11779,12633,6362
1711230744.0708418,50,38,679344,500884,64543,78524,27978,28042,39709,16210
1711230745.0740328,30,67,521104,69323,14512,56846,15475,12916,10883,11706
1711230746.0629992,27,67,45273,9286,3286,489,2182,2198,2859,1682
1711230748.047765,21,64,264250,52629,17330,2830,1010,1657,1570,2013
1711230749.0654366,29,67,101520,15416,11709,50269,18489,32528,16113,16727
1711230750.0620294,29,70,502064,90759,22689,47968,97988,22576,16977,30732
1711230751.0644484,34,78,6888,3817,1831,3861,2531,4758,3512,3041
1711230752.0529974,47,84,74134,42380,29337,9298,5893,16611,9597,5946
1711230753.0486004,48,69,16092,19612,1466,11626,7238,16764,7942,7049
1711230754.0668144,48,75,589604,28535,28939,4051,22563,11158,14636,5560
1711230755.0698504,41,80,24831,22345,12813,26090,19634,8097,9198,2791
1711230756.0650492,41,56,8916,27190,2424,1883,3035,8151,5845,3190
1711230757.0395014,35,48,1037560,193297,18881,28093,40212,43881,22216,25048
