,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712076027.6042101,51,44,803801,41040,2179,7726,7314,7171,6653,4493
1712076028.6585436,53,63,237766,41177,12161,8405,3233,3274,3411,773
1712076029.588544,63,64,471676,187156,5271,23281,7038,27762,11474,24191
1712076030.6110418,75,88,859765,124183,92570,66849,64611,34735,18819,16774
1712076031.6031392,78,96,1153287,114415,10558,63555,81355,41744,4749,14980
1712076032.594639,84,81,750422,203537,3807,42776,74832,23432,10074,14235
1712076034.6096392,78,78,191681,13461,3666,879,6107,2401,845,911
1712076035.6021404,69,75,1718665,259177,69436,32877,109305,37439,46734,12143
1712076036.5941415,69,75,468772,22594,3555,4220,3016,1556,412,513
1712076037.6171386,69,75,100601,22943,7916,17276,2920,5393,1303,1108
1712076038.6091392,70,78,828010,46299,8136,3924,5401,6178,2326,1095
1712076039.6321397,74,77,914300,55005,10383,9741,7158,5559,948,1548
1712076040.5926392,64,90,867531,79437,40468,15988,15229,8867,2836,2638
1712076041.6153157,53,83,2204249,452235,46333,40436,40841,22329,17476,7719
1712076042.6073174,54,100,1271316,18231,6405,15475,4787,4819,3163,1528
1712076043.599317,44,100,208032,35957,57501,8774,2676,2631,1914,2243
1712076044.6219459,50,100,73640,11227,10767,7513,7995,3272,1834,770
1712076045.6136715,56,100,186210,42227,4050,12035,2704,3937,4995,2844
1712076046.6051707,60,87,1808499,107839,9355,15635,48455,23723,11101,5880
1712076047.5976715,67,74,1058641,126845,45381,36164,38357,12122,9583,8023
1712076048.6206732,60,60,1146053,251785,50263,17866,8572,14283,5943,7494
1712076049.6121707,51,63,151334,60727,29934,3738,15386,3221,2895,1728
1712076050.604671,47,75,428416,43751,16603,11498,5737,6796,4602,4210
1712076051.5961714,44,81,1531930,71071,62016,4554,9537,7548,2759,2180
1712076052.6188362,60,84,139315,8507,928,2958,1370,2064,957,401
1712076053.609558,66,90,2006920,121881,33173,67974,5933,15337,7631,8733
1712076054.6308732,70,88,985927,20663,9640,2939,5865,4680,1679,2096
1712076055.5923214,57,75,696862,176361,19097,28460,27411,3392,8831,2810
1712076057.606575,63,57,2268530,118211,26028,20433,50512,19347,13169,4195
1712076058.5980873,63,57,881248,69828,26014,13013,11736,7738,2172,1295
1712076059.5900886,56,64,1159768,67110,27534,57621,46376,11389,10340,5749
1712076061.6050677,51,74,486790,233022,27504,41761,18668,23412,21386,13318
1712076062.5970683,51,74,962527,179761,34431,27138,35845,88680,5363,6575
1712076063.620069,51,74,1803125,339262,126741,202045,90341,57605,21262,11046
1712076064.6120677,44,83,219011,47328,26895,12085,10655,5480,4566,3279
1712076065.6040673,47,61,202730,68581,4029,3014,9194,6290,1769,929
1712076066.595569,56,56,1838155,795061,98080,247443,55506,69558,39637,83947
1712076067.6185682,54,51,499797,136878,528,22492,20243,8688,7151,2347
1712076068.6105673,66,44,629413,123680,62856,15008,54084,39634,7190,8968
1712076069.6340675,63,53,355526,179668,7318,25322,14943,12130,12663,3679
1712076070.5945692,57,54,1350121,323283,97319,54276,31294,18780,7335,3928
1712076071.5865686,64,47,2070096,1231729,72904,31661,116727,143986,19009,8495
1712076072.6100676,67,41,1198278,275391,26958,117246,226808,114548,23631,12586
1712076073.6015677,83,56,351039,29566,7800,24724,4883,14892,4616,2316
1712076074.6250675,84,53,1503981,190327,48510,14069,11998,13285,8746,1864
1712076075.5855675,77,77,178743,13477,7298,4996,6051,1090,1349,808
1712076076.609069,60,81,2506313,164177,33040,42977,17982,14401,11559,25033
1712076077.6005678,38,77,164943,68824,3967,25642,9498,3322,4076,786
1712076078.593068,41,90,977003,60142,107381,16910,58873,11835,12587,1998
1712076080.6071665,61,88,284447,81421,34956,6745,10839,17304,2596,3085
1712076081.5984907,61,88,352121,231496,38224,29829,7523,4242,645,361
1712076082.6195273,61,88,380305,13709,35801,36958,6305,4531,3870,3568
1712076083.6106293,61,88,1525427,691651,13960,120438,157109,83436,9920,9330
1712076145.5992298,57,70,765485,280607,33118,13733,18150,8826,4126,3277
1712076146.5907295,67,66,708560,70370,33838,23044,15059,15597,1388,1394
1712076148.6052065,87,48,163061,37115,6372,6776,33578,8050,9119,2559
1712076149.59771,93,66,167137,130027,31591,32983,24752,7964,3222,4380
1712076150.5892067,83,60,2656122,96620,6676,44499,18133,10239,5541,8481
1712076152.604207,57,74,128562,42998,31703,28917,14335,27418,4518,7749
1712076153.627708,70,88,124884,28095,53379,18860,11981,12445,7814,7435
1712076154.5882077,77,84,271960,30576,7240,9515,7517,4249,4651,2240
