,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712077368.5923936,48,53,8518,7698,9377,14502,6192,6976,4996,3045
1712077369.5533922,70,54,35646,24806,14589,10659,4888,19375,9673,7295
1712077370.545392,53,41,61804,58052,7635,12381,5687,7000,6829,2607
1712077372.5608907,91,34,30318,6778,23263,6118,15607,17232,5499,4818
1712077373.552394,69,17,108636,21244,12248,1064,24602,7388,12863,8049
1712077374.5438907,69,26,200181,181474,62672,21570,22020,17424,11093,8229
1712077375.5673916,44,30,9840,38067,26944,15410,13158,11622,5494,7390
1712077376.559398,4,20,12379,57269,11858,29167,40128,6538,12041,5655
1712077377.5513906,1,23,188845,120614,38701,11988,25008,15650,25521,18019
1712077378.5433915,20,41,6623,24130,54419,3589,15810,20912,15231,14889
1712077379.5663936,34,30,20150,38750,22277,7606,20452,18451,11378,9648
1712077380.5583918,54,37,6865,44635,31778,12870,12961,17907,10682,13763
1712077381.5813918,88,47,41931,5607,7710,11369,11751,17450,7620,9289
1712077382.5423923,75,43,23035,22628,23281,17140,13073,9505,18364,8880
1712077383.5648925,84,48,6321,7173,3561,9869,8222,12493,8211,11721
1712077384.5883932,78,51,28062,28199,12626,16905,6705,10272,5718,7644
1712077385.549391,40,44,793092,359780,9781,142050,25158,38026,4967,7117
1712077386.5413914,40,37,179282,35113,2201,30071,14944,11137,14294,6130
1712077387.564393,26,29,4308,15968,1848,13856,23891,8600,5689,5264
1712077388.5563924,30,35,14148,14509,19716,11406,12871,11283,10350,5087
1712077389.5478904,63,50,42038,6782,11041,10952,5775,14053,8062,22375
1712077390.5713916,61,54,76762,57892,23629,33991,12704,15988,10340,4348
1712077391.5633924,38,66,138860,17331,9989,6274,6933,2422,582,1087
1712077392.5553923,16,44,374497,141840,25150,26195,15476,13218,11672,17421
1712077393.5473926,1,60,155153,32453,50833,14952,3921,3485,2223,2771
1712077394.57039,1,63,89629,16970,19767,5170,6031,7559,11220,11173
1712077395.5623918,16,41,632547,61178,8769,11864,17023,21006,9807,14637
1712077396.5853906,27,35,609453,59848,6819,7639,12841,7607,8418,8730
