,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711680333.460282,34,53,85293,58733,101637,15523,13408,12077,12482,4780
1711680334.453921,26,43,1184376,92918,37332,8959,25981,9551,19082,15774
1711680335.4524963,11,24,1345067,50649,2633,8569,5433,2896,11895,11237
1711680336.512342,20,7,115530,44508,1350,3636,9271,7750,7209,4873
1711680337.4495955,43,1,505500,235957,7487,15219,22885,71347,33340,28314
1711680338.4514284,41,1,1845772,326888,128968,32609,28920,27679,8867,23934
1711680339.468274,56,8,341727,86464,44800,8235,10725,14467,17700,21414
1711680340.453518,54,34,316869,171496,131429,43601,34287,49321,55809,13059
1711680341.4508297,53,54,24339,16882,10147,930,2778,6956,2630,1487
1711680342.452542,69,67,19813,19365,30278,28451,10156,12086,6006,5959
1711680343.4829922,66,67,15581,32809,12009,5266,5439,4199,7055,6075
1711680344.4511633,83,57,33070,12957,2049,4920,3327,9004,4653,4568
1711680345.4510696,57,48,167202,120393,7790,19735,20810,10234,5160,6296
1711680346.4527268,63,40,14861,25017,16897,21911,14838,13504,4746,2858
1711680347.4511862,56,43,76843,16501,10145,1977,1940,1820,3092,2198
1711680348.4494662,30,38,34363,49501,7644,1100,1403,5732,13670,13777
1711680349.4767458,47,48,27703,38758,8482,12339,5290,8323,4709,12034
1711680350.480668,38,40,26854,38116,20891,2861,10715,9124,4604,7077
1711680351.449023,47,40,9726,36888,14777,15099,11728,7572,11724,9244
1711680352.4730887,69,40,4955,20129,4992,1517,8170,12073,13590,3832
1711680353.4720564,54,43,418923,182201,112984,24129,34681,17162,14980,24158
1711680354.502091,38,34,279432,87040,11501,4755,6022,5475,16706,7659
1711680355.4674308,29,41,44487,6953,7591,8159,5406,1427,858,799
1711680356.4646244,4,63,108845,75024,75748,64258,36650,19456,15173,15995
1711680357.465317,17,67,98931,17067,35807,4855,17080,7623,6330,6061
1711680358.450678,29,88,71534,32956,33078,15248,11019,8236,13001,5195
1711680359.4525268,29,63,1132096,1074637,121886,70050,174385,80663,55430,47503
1711680360.4781733,14,44,567018,52903,7284,4311,3016,1257,1864,1779
1711680361.5136893,20,34,1625,72618,4448,31332,24899,13626,9740,19086
1711680362.4693472,26,26,123826,106237,55579,17757,13610,21742,5217,21111
1711680363.4656708,48,35,47553,57965,6934,21178,27325,17153,8071,6106
1711680364.4706898,60,47,175422,38717,27512,3497,8064,2936,3371,4002
1711680365.4674652,75,51,48747,39706,22004,15052,9101,32558,12265,9117
1711680366.461413,90,40,66440,19960,1204,7374,18715,10651,8401,9298
1711680367.459878,75,43,26758,63591,18121,9460,11984,6101,4650,3946
1711680368.459399,91,38,17120,31219,8137,8426,5278,7045,8111,3435
1711680369.4591305,77,34,38980,43779,9364,12563,9174,9371,8216,5557
1711680370.4576244,77,38,23133,8113,10325,559,15295,18279,3750,3327
1711680371.4555352,81,44,48286,37314,22324,8585,9430,8703,4925,2257
1711680373.4640977,61,54,165951,35015,46043,1746,17269,14652,7694,3291
1711680374.4642768,47,51,111480,68367,7347,9824,15369,18504,7092,7279
