,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711215681.8069155,51,54,1114290,45277,15999,6324,6908,10000,4108,4920
1711215682.7881725,56,78,90723,11094,5566,7373,5360,1677,4212,1388
1711215683.7902038,61,90,85877,32686,6604,10986,5131,4338,918,1822
1711215685.8070753,70,100,37359,25132,10113,7359,2051,4182,2502,1941
1711215686.7920978,78,74,274666,16445,2472,2017,1003,2578,3342,1960
1711215687.7990973,69,84,280732,172871,89510,78416,34045,16002,14407,13642
1711215689.8106399,50,53,1100725,129867,6956,27315,12409,9888,7156,7681
1711215690.7845054,57,53,112797,7169,976,1460,357,2250,930,570
1711215691.7766116,81,47,17867,28198,23955,5388,10676,12444,6112,7870
1711215693.7836287,100,53,44350,8205,653,2888,2761,2870,2606,2619
1711215694.8028827,88,80,38865,7349,6462,3660,1379,481,531,543
1711215695.7999551,78,69,241726,114575,55251,24172,40127,25335,13707,3387
1711215696.8038764,64,75,23495,14714,5744,11378,10390,4707,4116,4091
1711215697.8001785,54,84,27317,56126,13878,17125,6980,10615,6944,3393
1711215698.8021352,54,43,224957,43571,3604,1035,3527,1369,1340,566
1711215699.7919302,35,20,29172,10464,973,413,1361,343,223,305
1711215700.7774794,20,1,659946,160499,6134,15000,14559,8541,4724,5101
1711215701.8067064,13,1,32167,12810,4070,2818,2212,1624,819,536
1711215702.7857046,13,1,133443,51188,2368,2016,5097,1626,731,553
1711215703.7977765,48,7,12082,22334,2227,5856,7854,13550,3404,3659
1711215704.8077364,75,44,38608,8654,4546,15448,2371,11379,5849,2790
1711215705.788444,67,54,191313,4155,1346,2093,1419,387,553,168
1711215706.799461,87,64,405263,62446,2103,10170,4953,8978,2768,3148
1711215708.8073702,50,64,4680,2853,1225,5005,915,1693,1272,650
1711215709.8169906,53,44,44913,24238,3200,3694,9154,2146,1575,811
1711215710.7892118,40,57,428031,148633,41029,19910,13551,9169,4277,1144
1711215711.785365,37,70,99837,34264,6584,11336,2324,2182,1755,406
1711215712.7900496,24,69,153365,87717,52081,63568,12664,14332,6287,2476
1711215713.7922652,26,74,57441,6695,502,1676,977,745,214,330
1711215714.788805,30,78,185120,81493,37459,12445,14254,8549,3078,2724
1711215715.78522,51,57,3399,6030,901,550,4329,1558,1119,689
1711215716.788091,51,61,26841,9066,27001,698,5886,2508,2263,3192
1711215717.8054523,47,48,43210,41894,3958,904,1101,2660,617,660
1711215718.8003178,53,53,3476,3810,2347,2431,1805,1003,640,772
1711215719.7896874,47,63,33342,26547,4058,6726,8231,4325,2636,2105
1711215720.8016298,27,43,52793,57489,14356,5632,1118,826,1233,318
1711215721.792377,30,53,112566,37431,4322,4217,3664,2709,673,847
1711215722.7787244,35,53,3687,5750,5218,6130,6156,2178,2196,928
1711215723.781806,41,53,104872,14735,1053,3611,1893,2973,1471,793
1711215724.78472,53,48,141154,57089,1010,13618,2789,2296,583,547
1711215725.7977152,60,70,98058,25218,32123,22373,17138,9053,7954,1565
1711215726.792236,54,53,38839,44914,9135,3313,6741,4370,3930,2801
1711215728.8056326,77,66,106197,7889,3554,1851,645,1691,406,252
1711215729.7900872,78,43,224451,28545,883,7084,4129,4391,1141,557
1711215730.7906518,63,35,62622,17059,1977,351,697,364,372,103
1711215731.8007808,43,48,46136,49367,20049,21911,8044,3828,3157,2182
1711215732.7807713,23,20,223110,116487,5461,2590,1519,3115,1965,1000
1711215733.7866585,11,29,485411,72248,8689,26609,9744,4822,9040,4671
