,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711679792.326515,30,30,827519,262174,24862,20094,26650,12960,4039,1673
1711679793.3277495,17,54,881986,90837,27005,28037,5735,4601,4490,1826
1711679794.3204238,24,64,44111,72738,19149,9035,12026,8229,1983,4319
1711679795.317703,29,78,196036,271362,47311,52494,9065,26966,31886,12122
1711679796.3163877,51,100,128530,3242,3758,3562,1090,1350,1469,848
1711679797.3442388,80,88,461114,64047,11752,14178,3351,10513,5301,2964
1711679798.3279274,96,77,82429,18339,6021,12337,21063,27715,17926,11293
1711679799.2989337,100,63,20942,55974,16928,7979,8574,27706,11883,10173
1711679800.3305757,94,50,13658,25857,15748,6819,8229,7554,15561,5446
1711679801.3246405,96,54,34917,10309,7575,10996,22805,13237,9884,5328
1711679802.3226159,78,77,6277,16585,24201,3723,4251,7283,20273,6477
1711679803.3215747,74,97,10675,12294,27197,10586,15771,11720,11053,6174
1711679804.3598008,90,80,6011,26223,5426,4747,4211,23530,22093,5924
1711679805.2931259,96,80,28101,12293,11325,8132,4981,23875,11055,10334
1711679806.2993386,100,60,22747,14395,8970,3294,10354,19231,17469,17359
1711679807.337989,100,26,1149659,55929,4418,4787,5226,6212,4197,5086
1711679809.2979174,53,34,686332,15797,4607,11576,5679,5031,5432,2820
1711679810.3086262,35,35,174546,11821,355,5034,2285,2815,2385,2645
1711679811.3272383,23,43,1009239,152540,29242,3047,4460,6804,4376,1834
1711679812.3174675,23,30,570939,340675,5263,30021,29470,17594,18370,7780
1711679813.3025577,24,23,605822,155045,45331,35634,12394,41235,18551,12364
1711679814.316415,27,35,85277,29143,20283,8458,11786,11500,6271,4998
1711679815.3073857,47,34,8385,35590,6480,3422,6946,7917,9628,7931
1711679816.3101802,43,50,40878,117039,19390,18509,8965,5942,3106,6192
1711679817.3078952,51,56,34544,22057,6376,22826,12238,15475,4777,6460
1711679818.306783,41,67,16095,17206,15689,34879,12885,6537,5146,3930
1711679819.3034947,30,66,283088,82360,7473,9889,14517,7777,7329,12886
1711679820.3039858,38,48,148762,159952,2002,3816,26280,10554,11944,12189
1711679821.2983093,30,53,400650,102204,81679,59059,52939,46292,12897,7711
1711679822.3424249,29,40,1343919,112808,17565,36050,21686,12094,14201,16671
1711679823.3427403,14,70,277599,85547,121783,26185,13946,3753,3203,3259
1711679824.3107603,29,100,24783,20867,12554,6493,9977,7208,5890,2769
1711679825.3090212,23,100,19215,40951,29775,15698,9263,6953,5435,12699
1711679826.3089778,38,100,433399,76883,3572,38287,14245,23065,26218,20927
1711679827.304443,63,83,23428,53928,17390,10848,11291,13788,18648,5508
