,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711229489.6165648,50,40,885370,153232,35645,33884,52908,37783,49584,8624
1711229490.6176856,61,37,133170,41176,577,13062,3515,9220,5530,3681
1711229491.6055033,64,48,448737,100187,42436,24889,17585,19775,6503,5436
1711229492.6092002,78,66,329659,10517,7295,6675,2285,4391,3475,2407
1711229493.6200187,77,78,51686,37006,25257,11729,24827,12582,10104,30332
1711229494.624936,66,77,102138,201742,42010,13570,12258,26165,30805,16688
1711229495.6213517,80,80,60464,11681,1922,10367,3096,6064,4152,4438
1711229496.6160004,90,70,25741,8927,8317,4401,7028,8709,16141,13199
1711229497.611766,83,44,79304,17476,1893,2127,8850,2547,2353,1814
1711229498.6061566,100,53,32303,13938,2019,10469,10511,10935,11753,9114
1711229499.6014884,83,57,215806,46811,32202,10657,4624,5886,1841,4548
1711229500.6057217,57,54,37431,36921,15003,4520,5422,4733,10151,7373
1711229501.6101987,63,77,150362,50447,9240,21123,11524,13160,16080,2067
1711229502.6022937,51,75,198602,27974,4423,16321,26746,9793,7994,7979
1711229503.594386,69,47,14164,8532,652,2129,2424,2432,2237,4864
1711229504.6294684,70,30,57004,45918,3841,7003,3113,5204,3316,2740
1711229505.6237156,64,34,83753,21242,7927,4881,3550,4094,3004,2061
1711229507.6147282,47,66,40550,36047,6490,12440,9432,8426,5028,12929
1711229508.6199799,34,56,82851,28749,1803,1532,6653,1522,3973,1222
1711229509.614287,30,34,91814,24259,1407,1870,2755,2832,1718,2919
1711229510.6006665,38,23,68534,47436,5006,39977,12238,10948,11658,5798
1711229511.6068485,47,43,7225,12499,10913,26901,12556,13912,4753,11165
1711229512.6184602,81,53,5826,7809,4458,1787,15128,17795,7493,2406
1711229513.6208396,80,81,752050,42251,20286,20125,11727,13101,8232,5114
1711229514.6101286,80,61,115411,15274,3929,519,6288,3647,2486,1633
1711229515.6032033,67,34,93488,34610,7142,3779,6281,10891,3478,1781
1711229517.602688,64,56,6480,10791,5088,3777,2961,8464,14669,5863
1711229518.6145217,66,66,8030,19070,8110,3511,6124,7050,8635,4172
1711229519.6117876,74,66,4153,19707,6546,1356,3727,11099,10294,5738
1711229520.6156216,61,40,50618,29907,4774,4910,2859,4599,2808,927
1711229521.6019456,43,29,1876591,579937,109970,31084,80045,59520,9542,6492
1711229522.607336,43,29,131583,42538,5354,22232,22093,11621,6991,6026
1711229523.6092958,37,41,351336,47497,37496,26546,13910,14473,3467,4454
1711229524.6345387,20,47,633206,230189,72316,16228,34765,29212,5033,5760
1711229525.6275396,20,50,257815,555911,152019,71966,47716,87273,29766,17889
1711229526.6192946,10,47,346755,286083,44770,10979,21940,11704,2083,2469
1711229527.599748,4,43,717824,48026,22797,32803,25388,8623,7168,11681
1711229528.6028461,3,30,21637,73613,3793,9305,14200,6981,13667,4680
1711229529.6137662,13,51,33482,9686,22724,10285,8352,10652,4181,7303
1711229530.6112087,34,69,35706,16088,6364,12977,7017,7337,6856,7888
1711229531.614128,44,81,12072,4140,12611,12335,4049,6964,13624,4298
1711229533.6134582,44,84,1194371,74209,31078,5879,6792,9111,8686,6664
1711229534.6089633,34,69,186006,56559,11289,7111,6088,5649,3842,1488
1711229536.6271775,1,13,410888,644919,55017,41392,13547,27225,14566,10858
1711229537.6190097,1,10,100590,64529,12390,8269,2783,3250,5488,7258
1711229538.5995464,1,4,313099,100132,7052,15434,7917,9548,9401,8887
1711229539.626421,17,27,101085,8643,6889,6879,7551,2695,2634,1722
