,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711219966.9488947,35,51,1131193,41607,15947,15464,7539,3037,3090,3168
1711219967.9130251,37,35,32760,29885,1599,1389,1530,2169,705,1889
1711219968.9100966,53,41,66540,107513,41975,28303,23697,25126,40296,6247
1711219969.9370253,60,48,216297,62673,26495,6245,8499,7374,5488,3412
1711219970.9309778,75,29,2744609,168754,22524,13822,16970,19110,4896,5394
1711219971.9259374,81,54,52631,30553,12388,4730,1789,3993,4389,3627
1711219972.9460993,69,48,33004,67398,20358,4038,5295,6937,4793,6321
1711219973.9280171,60,40,1628005,130139,19913,13798,15931,8015,5783,6070
1711219974.939605,64,48,145439,147513,41483,21441,30334,26560,12158,22359
1711219975.934393,44,40,183589,24459,3838,2550,783,879,497,379
1711219976.9289827,51,21,145050,53334,1285,4111,4530,6977,6388,2236
1711219979.9298806,47,1,368389,26789,5315,8361,6768,3674,3905,7636
1711219980.9206674,50,21,418538,165604,71307,20912,19065,39217,8174,7340
1711219981.9400125,53,43,1300672,88644,32650,19631,10167,5885,11814,2801
1711219982.9356177,64,53,679512,31771,2734,5236,2158,2630,1523,1699
1711219983.9491782,47,60,121578,63499,13945,23745,5600,3414,4109,4088
1711219984.9232004,23,50,201241,175471,24616,10443,4945,7411,7906,10319
1711219986.9343836,60,48,8656,6671,442,5832,752,4084,4415,3587
1711219987.9224901,83,38,197141,23861,2164,6446,4390,5861,1438,1052
1711219988.9294786,93,47,31838,29136,9874,5335,4876,3508,2525,1512
1711219989.9430044,83,61,130697,108702,47088,28171,3875,12524,4026,6183
1711219990.939773,41,47,179615,130877,16417,6883,5880,2579,3759,4064
1711219991.9283931,38,56,352080,60602,24386,24615,6513,17499,18812,6971
1711219992.9253554,37,61,431845,401363,136019,116096,6462,42813,14689,15518
1711219993.9266348,40,61,44597,55286,39557,6618,10422,8364,6440,1537
1711219994.9295378,64,57,2336482,354116,36799,19277,30587,41951,24956,9389
1711219995.934716,60,44,148287,71806,6957,7591,1193,8757,2234,951
1711219996.930488,81,40,3197,5257,3450,972,1760,3346,1348,4381
1711219997.9477203,96,24,729356,65556,12331,3371,11904,18838,16648,9547
1711219998.9462674,93,16,280656,280026,3208,17901,6187,24603,8345,20596
1711219999.9305377,84,24,520766,92094,27441,12439,11208,7725,2848,3976
1711220000.9280524,56,23,122729,64148,20452,8325,5675,4416,7820,3604
1711220001.923785,61,43,17243,14437,12744,16364,6945,13567,10901,4734
1711220002.9416387,40,57,232678,60511,9203,4240,5555,1101,489,2249
1711220003.929853,48,43,430744,387622,44378,7562,11728,48878,6966,17357
1711220004.9270575,75,30,5499,1507,379,1162,4814,2316,2697,1937
1711220005.9251118,54,26,665232,201676,124167,7530,15997,35339,15646,17739
1711220006.9248013,67,20,458249,473504,20310,47467,89673,32138,36772,4544
1711220007.920069,64,37,818133,31639,7787,9736,3897,6522,985,841
1711220008.944204,38,54,73805,47687,30471,5710,3428,4703,2824,5542
1711220009.932113,56,40,14056,15108,3619,3985,9590,14486,12676,5980
1711220010.9330287,56,44,123279,67261,6530,5410,5086,4492,3082,3044
1711220011.9068098,41,21,1586952,385759,6944,22731,24691,13240,4165,6093
1711220012.931637,69,14,7434,2174,1817,2223,1884,5224,2719,1949
1711220013.9192314,43,7,162207,82963,6122,3750,5974,5492,2466,3191
1711220014.9332397,50,1,96296,98157,5994,7133,6515,10580,2872,5270
1711220015.9586022,63,17,95444,25757,5535,3504,3381,4599,1205,2178
1711220016.929198,53,17,16180,6675,3599,1265,1772,3455,1700,2268
1711220017.9366217,47,17,124493,149213,12803,3034,2337,4480,5964,2863
1711220018.928902,37,34,33639,23209,7857,497,2692,1259,355,261
1711220019.9253335,37,37,73353,12179,4318,1535,2650,2556,1996,2801
1711220020.9198751,17,13,160066,122417,4471,6731,9848,6979,4626,3583
1711220021.9400847,21,29,1206972,70833,18923,6729,5533,3631,3515,4338
1711220022.9298391,23,24,302089,293903,58188,19699,22383,14876,18405,14585
1711220023.935025,13,20,64261,13396,2754,911,807,953,1548,918
1711220024.9442322,16,47,73504,65995,31602,6423,7558,6953,4447,1784
1711220025.9292386,23,48,1694449,183862,64334,30105,23518,22009,3170,2170
1711220026.9257753,35,74,47939,42824,75686,37947,17047,16791,16025,5280
1711220027.9442418,29,54,862986,292433,1962,8200,18074,11408,11379,2333
1711220028.932512,23,48,2327580,382990,62102,26830,27058,17184,17420,13432
1711220029.9286933,41,40,132436,13565,2346,533,2518,6756,2559,2350
1711220030.926128,34,10,50594,32764,2790,679,1200,2012,835,498
1711220031.9205642,23,21,547702,710946,54845,18366,29172,11190,16606,4305
1711220033.9462206,27,37,51611,57060,9737,6001,2966,7734,1966,3328
1711220034.9303243,27,47,479787,152275,20780,24886,14896,12006,10595,9415
1711220035.926181,63,51,7615,19014,1180,3840,2170,11132,15366,4778
1711220036.913992,74,56,3474,7737,3246,10673,3575,10232,13534,10971
1711220037.9243288,66,54,170501,61777,10230,3208,9450,4935,1707,3357
1711220038.9208374,91,56,11270,11234,4876,6243,6795,12399,8582,10736
1711220040.9519882,61,53,62625,45226,4968,6691,15794,10176,7314,3318
1711220042.929494,53,54,200001,65285,6663,18972,5313,12633,2751,1723
1711220043.9450033,64,44,82478,21872,3520,2067,1251,6124,4405,1199
1711220046.9181874,57,50,13053,6871,3641,7777,17443,17488,7911,10413
1711220047.936587,44,47,196486,120788,14840,4116,11343,8523,3955,2793
1711220048.9466493,57,47,236322,15314,5859,3063,7337,3993,2010,3929
1711220049.9198968,87,51,10349,3473,1646,1665,2287,5484,3924,3046
1711220050.946849,63,50,50355,54841,12442,6464,12706,6875,5036,4343
1711220051.919523,64,48,136526,27949,1262,2688,2851,2464,2303,2452
1711220052.951655,63,54,31987,18012,9490,5716,2595,5723,3544,1339
1711220053.9410074,44,63,117186,22306,19505,6683,7019,5216,3464,3463
1711220054.9237936,43,64,91181,39828,6561,6875,2591,4022,4668,4364
1711220055.926174,53,77,892312,83203,27039,14124,14965,27882,19859,7757
1711220056.9378724,63,81,36581,10739,4076,27172,8493,16853,8917,14519
1711220057.9258344,60,80,357501,107573,59451,37723,14515,16594,4524,13871
1711220059.9314067,53,77,291356,255720,101406,11115,6417,38258,11835,8905
1711220060.9048095,54,70,9296,3589,7943,9244,20765,10387,7402,5832
1711220063.9389596,93,61,5072,17413,13355,3018,4393,17887,3802,6492
1711220064.9485946,70,50,575443,427359,44984,41207,12245,30926,19035,16617
1711220065.915966,56,53,12966,44045,10828,4855,7933,4270,2156,2133
