,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711230044.1421404,37,30,1492985,75706,5669,10402,11021,10645,22871,12260
1711230045.1451957,27,29,767352,125543,2346,36232,14943,14370,13620,9886
1711230047.1357021,14,48,1246079,612023,243682,71216,40213,69365,43092,49145
1711230048.131928,11,69,565003,45039,26612,7387,5501,7607,12378,6300
1711230049.1356008,35,70,13797,19965,5660,6924,20255,8881,11747,21367
1711230050.1323135,51,70,7253,20048,8690,12622,3374,12737,11834,7563
1711230051.1507533,78,74,1255,18767,6920,11707,13128,10668,20782,16753
1711230052.1457288,100,70,2444,7609,5501,6763,4945,8701,10747,6036
1711230053.150233,100,91,1491,6901,12322,13254,7059,14635,13931,13555
1711230054.1465695,100,81,5435,7086,4164,4058,13690,7775,10216,7361
1711230055.1253736,100,77,8563,24469,9057,8012,4212,20654,14491,15067
1711230056.151335,100,74,25382,23680,10402,10413,8012,16739,14516,6365
1711230057.1486156,100,54,21390,12672,5946,4907,2472,21618,17394,8173
1711230058.1513977,100,63,2240,6360,7279,7901,5781,16022,9997,10593
1711230060.1280308,48,37,940921,147265,11050,14243,26426,5714,6286,10463
1711230063.1535835,8,23,67305,34433,7480,6038,6883,11179,23855,32275
1711230064.1496966,44,43,8156,17199,8923,10875,4375,22143,26009,16676
1711230066.1258793,60,38,157314,37497,14620,3882,10697,3919,3076,1792
1711230067.1520064,77,47,17074,4211,10331,5257,14393,15744,25056,14012
1711230069.1280081,77,51,9773,41687,6927,8369,6578,13216,15064,18013
1711230070.12415,97,67,8084,9566,23876,5341,5274,15177,5894,5815
1711230071.1286795,83,69,8456,10424,13807,6544,21321,9185,20126,4278
1711230072.1324852,51,83,229573,175436,80668,69613,12610,11460,12971,32918
1711230073.148856,43,93,343406,42609,8433,12473,6048,7534,1743,2185
1711230074.145468,38,64,2271353,66704,12455,7753,10106,22556,28958,17323
1711230075.140539,29,53,42577,25858,7270,1848,3499,4765,6942,3021
1711230076.144758,61,47,64641,4371,2698,6848,7365,6610,2748,3935
1711230077.139589,57,23,171044,141754,3109,11747,28765,13552,15584,18954
1711230078.1361413,54,41,14074,20979,9147,7746,3964,8142,12586,7407
1711230079.148142,44,54,43245,58671,28510,14729,13669,6423,10390,3731
1711230080.1286492,38,56,6133,12521,7704,5914,5774,7167,8052,5213
1711230081.1468012,56,81,6216,13459,7035,6837,9119,10398,14023,13733
1711230082.1338444,64,64,75728,41204,4597,6789,5022,19173,16290,14178
1711230083.1357787,75,56,109335,19442,3975,3748,1585,3790,1437,2592
1711230084.1490026,53,61,2477023,103119,39069,67974,27127,9851,12574,8401
1711230085.1463575,41,64,1045176,23361,13701,6725,9399,6369,11194,10524
1711230086.1499698,14,84,361676,459421,231631,103702,33146,44464,17364,22553
1711230087.1440861,24,83,1469664,41223,17362,5464,14811,17900,5649,23764
1711230089.144018,57,63,6136,11456,3307,6348,3402,7783,13489,13027
1711230090.1400263,69,56,422710,71384,16626,29081,35182,15144,23440,8703
1711230091.1417775,48,40,50651,93416,3111,7943,5430,5384,3895,1801
1711230092.1389952,41,54,98809,56585,12818,63598,44590,21054,10367,13482
1711230093.1418426,24,51,29522,65308,9582,17717,5315,10931,7668,15789
1711230094.1376996,13,50,558743,127491,43918,14767,42103,8245,22586,18054
1711230095.1263397,24,83,2457,13448,5395,12129,2879,4234,5721,6024
1711230097.1255982,44,69,3378,12113,4836,14856,4428,4622,3203,8535
1711230098.1288521,77,48,19664,24149,3409,1910,14853,19161,20756,10515
1711230099.131118,57,30,109574,123327,35260,9399,9215,3483,3990,1557
1711230100.1268952,44,51,306454,104071,23832,30735,6694,21166,22522,24464
1711230102.1197672,34,61,50762,50190,12220,8567,1488,7589,5931,6451
1711230103.1308937,66,67,10023,15359,15218,7076,15377,14800,18748,26601
1711230104.1428075,53,63,863655,205283,17150,59768,32826,11842,14580,14656
1711230105.138614,48,47,388816,110713,3296,20618,10076,29014,29137,15930
1711230106.1418061,47,50,350225,71414,21602,18882,15689,9594,14838,9903
1711230107.1454027,29,48,234388,52602,18702,10802,10408,7269,6684,4243
