,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711224409.402268,34,54,792236,28969,9565,19175,6171,2852,2976,2545
1711224410.4060285,47,64,109086,14795,5803,30874,22838,18571,6761,5596
1711224411.41572,47,64,220517,22873,9072,6621,3508,1914,429,620
1711224412.4116056,48,81,85666,16540,12560,12331,7723,4469,2331,1142
1711224415.422647,77,80,304307,27114,7671,4274,2910,2553,636,618
1711224416.4257884,74,77,50057,32460,8883,28308,20713,18345,12304,10647
1711224417.4154298,67,41,638504,58682,7717,3972,5104,4109,1036,562
1711224418.4199429,41,27,99513,99190,9952,6954,3621,4347,2832,2592
1711224419.391108,48,10,8185,4295,970,2749,2637,2318,1083,1617
1711224420.4270697,41,24,1094921,42730,46949,20799,11095,14265,6552,7533
1711224421.4028304,54,44,5453,11861,2981,5026,3962,4360,2647,742
1711224423.4348464,38,70,926028,33140,7636,10665,13718,2583,1370,2453
1711224425.4037127,37,53,18405,11561,49232,17309,25818,16372,5142,2321
1711224427.402047,51,69,35366,9007,1168,6048,1813,1708,235,582
1711224428.4068673,43,97,881798,75873,35199,32287,46382,6560,6731,5687
1711224430.4288104,44,97,88850,18431,13952,18350,6696,3397,723,859
1711224431.40762,38,94,124296,41649,3643,21731,11093,3767,3102,1143
1711224432.4034255,48,93,78147,36867,10128,36453,42616,11020,13329,6437
1711224433.4079022,40,87,52128,5497,2337,2039,705,1437,988,495
1711224434.3951228,35,77,103028,44888,18332,15532,8800,3407,2948,2813
1711224436.4264543,29,78,121853,21288,17162,8453,4507,2650,1180,3137
1711224437.4303439,24,90,393776,78221,105377,45560,19090,17224,5180,20766
1711224438.4245183,17,81,595611,34400,8105,6862,1547,1033,5130,2062
1711224439.4186792,14,64,95966,54736,4588,1348,3865,3032,3066,1867
1711224440.4229014,13,47,214385,85421,18145,7524,7168,4920,5576,1629
1711224441.403876,13,23,107802,9904,498,3708,2875,1065,681,424
1711224443.4294908,17,40,542159,59219,6914,7672,7039,3566,4889,2136
1711224444.407303,37,51,95174,11031,21934,29754,60794,22070,12471,7226
1711224445.4043927,35,50,257609,233998,50341,33545,14677,19295,23151,14507
1711224446.4070616,40,47,740342,18780,5658,5383,3387,2412,3180,1416
1711224447.425283,44,57,25653,13881,1635,5801,1001,1614,689,782
1711224449.417687,29,41,1840888,148480,44363,75720,46521,14778,13077,7854
1711224450.4104898,30,29,1235940,59743,11836,1505,3978,6319,2742,2177
1711224451.425339,35,41,52328,20469,19311,5721,2760,5082,1360,1260
1711224452.4270844,37,47,851480,316453,30308,19999,53505,35564,5081,2538
1711224453.4021997,37,24,253381,144421,21479,3178,16768,8671,2360,3023
1711224454.4041426,37,40,416182,16672,4656,7667,7261,2484,2485,2276
1711224455.3904269,21,27,78748,79340,21571,12514,4713,2341,1779,458
1711224456.4251702,29,41,239404,8910,2452,3900,7153,3449,1376,924
1711224458.4019868,29,40,311283,16689,3112,14134,5025,8381,2733,1262
1711224459.4050674,37,34,232628,219165,37651,36981,25012,15096,9241,13326
1711224460.424447,20,20,1344628,413512,30792,25062,17899,17075,16614,7971
1711224461.4211648,38,34,357368,232085,59119,16034,30853,36269,8979,6196
1711224463.4229312,38,26,510850,51311,22325,21706,7943,9500,2690,2978
1711224464.4069388,50,61,8675,3472,1936,9975,3707,1939,732,876
1711224466.430679,34,75,492806,148773,59138,19231,33360,12177,4231,2756
1711224467.4173222,26,61,72497,56203,10099,5399,2387,3624,1878,1296
1711224468.401795,14,29,214439,136725,9326,13695,4993,4742,1744,1846
1711224469.4068344,14,17,86387,135146,16173,3616,8420,7993,1971,4033
1711224470.4059253,26,35,213572,5579,8555,10852,4807,4149,1261,458
1711224471.4172952,13,20,56406,74985,5804,979,6926,1104,1205,1046
1711224472.404754,14,29,303051,118784,28497,13439,10106,5160,883,377
1711224473.4159305,11,27,1310589,789356,11302,71812,85302,32619,27354,19966
1711224474.426879,4,23,911914,54649,19998,50644,22656,11897,5149,8189
1711224476.4026875,43,60,962991,16201,30919,7009,21141,18975,5813,7146
1711224477.4062536,51,80,845941,54256,20897,6863,14763,7560,11964,7579
1711224478.4017732,56,83,465448,34949,15697,39446,3508,13043,7077,5396
1711224479.405691,60,77,439776,35182,9247,5490,12268,6816,18547,5867
1711224480.4098186,50,64,922125,263517,6077,96225,8856,44295,26764,16690
1711224481.4052942,44,57,721404,441147,32167,67795,7526,27846,57571,21026
1711224482.4231799,38,48,162155,39266,24667,6787,11599,5325,7746,4441
1711224483.4016044,30,48,765182,90675,15748,11696,6226,7590,12847,4168
1711224484.4400241,29,40,889956,356727,43957,35095,41125,41544,17864,16284
1711224485.420675,40,41,300670,29137,8623,4565,16953,6246,4551,5396
1711224486.4066124,40,40,1473372,193901,43701,95959,33832,26211,18484,25318
1711224487.425801,48,41,448960,129569,17456,32339,9860,28060,20100,18372
1711224489.4020307,30,23,129120,64380,7017,5102,12319,9891,4805,3600
1711224490.4292622,35,13,1713543,308288,56470,34564,21007,44508,64491,19065
1711224491.3933713,37,27,608557,10351,4787,14818,8963,5917,3761,6524
1711224492.4113936,53,48,2154170,465857,147611,17942,46038,68260,30220,21770
1711224493.4157462,53,48,145891,15707,916,1538,1598,1930,5081,1142
1711224494.4188218,57,66,578186,85368,67165,76571,26481,41843,48689,38838
1711224495.4157534,48,66,772161,126953,76716,59944,21029,19191,9063,16851
1711224496.4263825,41,77,1337399,134853,76551,26608,30791,14179,27603,16451
1711224497.3995135,35,93,853113,80038,23059,16688,3785,6495,3981,2172
1711224498.4177573,26,88,251515,96253,5611,78845,13384,14675,27302,9543
1711224499.4043727,26,88,1199763,90284,10993,4982,3504,2197,1776,912
1711224500.423491,35,67,48228,23650,2375,3463,928,4985,2938,903
1711224501.4136713,40,61,131982,23329,2815,7694,1344,3575,3398,2116
1711224502.4077618,48,60,351690,46867,15031,6883,5490,8959,13195,5980
1711224503.4135342,44,27,264908,74642,1500,4673,4452,4652,1650,1471
1711224504.4227536,47,13,966956,946665,35203,23580,36454,188701,44367,38774
1711224506.4227507,37,21,657737,336377,104308,11524,3419,18390,14925,4521
1711224507.4112248,50,50,2036365,103097,101224,20674,69388,61209,94663,50572
1711224508.4060113,51,90,320976,24546,40432,17722,6766,15909,5678,9344
1711224510.4120467,47,84,25156,55263,61113,20548,5515,16057,7820,3622
1711224511.4082136,40,74,1175832,59253,13178,4274,18893,8342,7732,5388
1711224512.4034026,35,51,903685,92399,10605,12743,7219,13598,8667,9536
1711224513.3999844,48,50,1417087,218619,9750,28239,28980,26938,116319,35336
1711224514.4037848,47,29,266884,72208,3980,12531,9464,7780,8791,10949
