,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1712077485.677862,30,35,1582700,158988,68588,25875,27572,6757,9099,8853
1712077486.7008615,30,57,8752,14257,123601,3762,11002,8818,7396,5418
1712077487.6928623,47,61,4581,11508,19885,4064,4144,12394,10780,4000
1712077488.6848612,56,66,51207,23403,33787,23912,18424,12832,6066,4081
1712077489.707862,69,83,71993,23892,59620,8632,5364,11897,5450,6570
1712077490.699862,81,50,382223,34064,14420,3558,5822,10868,4387,4960
1712077491.6913614,56,47,22822,55429,37559,13056,9092,2498,6663,4470
1712077492.683862,50,26,189586,117392,10482,28028,23863,12423,8354,7428
1712077493.7063618,43,23,168586,39883,61142,21790,18373,6530,13006,9221
1712077494.6988616,44,34,32076,26970,40217,4969,14228,20756,7190,5888
1712077495.6903615,67,23,126333,67726,15880,25527,7701,32734,14134,8098
1712077496.6828613,74,48,13819,11720,14966,27583,9213,8113,8074,5811
1712077497.674862,75,27,206782,11860,3755,1267,1460,1109,623,479
1712077498.6983612,70,14,32243,49556,8819,11508,7129,12612,9274,8678
1712077499.6898623,54,4,37909,49811,6549,2013,5093,2829,1759,1551
1712077500.681863,48,1,43284,65546,20238,39146,25722,10090,4556,5961
1712077501.704865,64,3,9433,16849,14517,3398,13876,13742,5884,4524
1712077502.6968622,63,24,7519,34447,54611,20653,13295,16098,14586,2253
1712077503.6888611,54,40,1141521,74591,28920,11773,6183,2237,2332,1724
1712077504.711866,57,51,116526,3939,5500,3747,1840,1486,2459,2275
1712077506.7268631,64,37,95777,33975,30120,10948,6426,27125,8020,5976
1712077507.6878612,81,44,117392,57931,13509,66277,18657,17738,10968,15005
1712077508.7108636,77,27,1007430,151117,14064,53618,24653,14633,19097,7372
1712077510.6948617,67,40,75298,50695,43203,8881,18141,13288,7062,10538
1712077511.686362,57,26,196887,144402,36395,19509,31211,10127,23735,9591
1712077512.6793625,66,23,11569,35397,4879,12330,17864,7549,10874,11982
1712077513.7013614,47,7,46411,55456,11280,1827,6235,2849,3161,2551
1712077514.6938617,56,4,10345,10897,16155,2975,13235,10835,9922,7693
1712077515.6858609,64,1,241690,108279,10653,18702,26041,16463,9896,9108
1712077516.6778634,57,1,375756,163453,23858,27867,14133,15067,17500,9546
1712077517.7008615,77,10,82541,18561,7032,10271,10038,11395,10686,14587
1712077518.6928618,75,1,17146,28105,4447,5489,41885,9570,5383,4150
1712077519.7158616,81,16,6081,5312,24103,4093,10610,9410,6785,7925
1712077520.6768613,96,35,10485,5287,35249,6698,18404,17965,10011,10540
1712077521.699361,100,38,2136,3714,259,8190,3318,8371,5300,3961
1712077522.6918614,100,48,13022,8312,2670,6474,10723,9923,8052,8920
1712077523.7148616,100,43,8450,37075,23714,11796,7896,7653,13427,12230
1712077524.6758614,97,41,5733,11440,12313,4130,3704,5200,8282,7400
1712077525.6988614,78,56,2649,15463,42165,1704,1677,6344,4806,8478
1712077526.6903622,66,74,5455,18169,16595,22842,7569,8350,4337,5678
1712077527.682861,64,81,3609,31501,66943,2609,12979,8658,9480,5446
1712077528.674861,69,81,1996,4438,4548,13728,9158,7250,4853,2224
1712077529.6968615,67,70,22109,18565,22614,13742,14434,4875,5543,10444
1712077530.6893616,61,75,6189,19683,13380,21664,3894,3804,11628,7491
1712077531.6813614,69,57,1282,18437,8697,4297,6836,7081,8708,5134
1712077532.7043612,77,48,2308,6625,4623,2730,2065,9883,4156,3062
1712077533.696362,81,48,30622,33037,42655,18332,17400,13367,11299,14196
