,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
1711224550.6475623,38,41,1879115,25035,3316,3493,2724,1251,1118,1717
1711224551.644673,47,29,152063,50571,3719,2574,4166,2749,1092,465
1711224552.6475465,69,37,489883,18311,3203,3465,4191,2556,2125,2788
1711224554.640096,83,54,3878779,398566,29526,54226,19687,17680,14731,6253
1711224555.6198962,80,83,35812,24539,12456,13136,13510,6605,9021,6816
1711224556.639445,69,78,56617,69792,22539,4165,29618,18129,6597,5359
1711224557.6434562,43,54,171948,32938,3595,4965,1721,2863,2273,1658
1711224558.6224692,64,75,5155,7936,7745,1457,3304,2857,1682,771
1711224559.6237283,47,54,287750,262582,35996,15792,16240,10481,3591,3062
1711224560.6281667,38,54,72679,62217,5462,14270,17729,9834,3890,3812
1711224561.63192,38,51,199989,21236,2939,1558,3344,1684,697,529
1711224562.6270106,17,51,29125,45610,25048,6952,1231,3571,1757,965
1711224563.622683,47,64,17436,4814,1135,2725,2757,1953,671,1123
1711224564.6275191,64,88,4765,3419,23029,28869,12658,30897,6850,4546
1711224565.6210804,64,100,650727,162813,72200,23681,14491,19220,7601,7061
1711224566.6502752,74,75,284275,307759,37429,16284,112317,31476,14396,4624
1711224567.6208737,47,63,348371,309318,29682,49975,19829,14613,7080,5139
1711224568.633128,14,51,11010,15863,3340,7673,3607,1443,979,2560
1711224569.6367428,21,51,57578,48179,12349,26735,14701,10993,6724,6096
1711224570.6552117,43,75,19509,9346,4236,15763,11994,12302,5714,4020
1711224571.6276526,64,90,98182,13235,9850,13620,13482,7257,25349,7126
1711224572.639143,69,78,256860,52297,10615,4449,3568,5916,3844,1285
1711224573.625622,83,83,5960,11007,18357,21149,30392,16096,9960,5048
1711224575.6262949,50,78,253036,45648,11714,47757,22151,19069,16753,7847
1711224576.6450043,75,94,4554,3356,9861,15307,13298,19929,9608,5749
1711224577.6416268,57,100,67988,23452,79597,24520,48318,13589,22313,5399
1711224578.6446662,54,78,133042,153194,5592,5791,6249,4850,2613,1238
1711224579.6407938,57,75,20491,6468,4012,6663,6096,4232,2982,1378
1711224580.6365263,47,66,45885,45364,11199,19821,10038,20495,9946,3680
1711224581.6324615,44,66,59638,26608,35747,31143,13649,8291,10627,5139
1711224582.6302414,74,90,252816,28766,10618,14712,20593,14567,7539,5034
1711224583.6296523,63,100,26277,21482,20830,37354,9388,8678,4243,4107
1711224584.625807,57,100,56725,3685,13634,4055,4876,3822,3388,912
1711224585.6386545,66,83,551240,91541,9782,18923,62537,20829,11431,3480
